cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm
0,0.0,0.6141,0.5952,0.0,0.0268,60.0,63.7565,33.908,30.9942,0.676,0.6034,2.825,0.3028,7.7633,704.8973
1,0.015,0.6132,0.5964,0.0,0.0148,60.0,62.0754,35.6322,31.5789,0.6792,0.6045,3.0011,0.309,6.414,704.7688
2,0.03,0.6106,0.5986,0.0,0.0,60.0,60.0,36.2069,35.0877,0.6833,0.612,3.0923,0.2077,1.4543,704.7763
3,0.045,0.6094,0.5999,0.0,0.0,60.0,60.0,32.7586,30.4094,0.6804,0.6101,3.2972,0.0857,2.5697,704.7184
4,0.06,0.6101,0.5997,0.0,0.0,60.0,60.0,32.1839,35.0877,0.6767,0.617,3.4465,0.1664,4.9871,704.556
5,0.075,0.6111,0.5983,0.0,0.0,60.0,60.0,30.4598,36.8421,0.6701,0.6266,3.519,0.2747,8.5148,704.428
6,0.09,0.6109,0.5985,0.0,0.0,60.0,60.0,34.4828,26.3158,0.6718,0.6157,3.7116,0.4256,7.0354,704.1852
7,0.105,0.6089,0.6005,0.0,0.0,60.0,60.0,35.0575,36.8421,0.6743,0.6253,3.8255,0.3176,2.9172,704.1815
8,0.12,0.6069,0.602,0.0063,0.0,60.8772,60.0,27.5862,32.7485,0.6625,0.6265,3.9515,0.2385,0.6692,704.1489
9,0.135,0.6061,0.6018,0.014,0.0,61.9539,60.0,31.6092,40.3509,0.6594,0.6416,4.1807,0.1504,1.8175,704.05
10,0.15,0.6074,0.5999,0.001,0.0,60.1443,60.0,32.7586,31.5789,0.6588,0.6391,4.2609,0.2694,6.0292,703.909
11,0.165,0.608,0.5991,0.0,0.0,60.0,60.0,34.4828,37.4269,0.6615,0.6476,4.401,0.3666,6.2554,703.7414
