cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm
0,0.0,0.6141,0.5952,0.0,0.0268,100.0,108.0496,0.0,66.6667,0.0,1.0,2.8211,0.3114,8.375,704.894
1,0.015,0.613,0.5964,0.0,0.0144,100.0,104.3334,66.6667,0.0,0.0901,1.0,3.033,0.3529,8.7991,704.7151
2,0.03,0.6099,0.5992,0.0,0.0,100.0,100.0,66.6667,0.0,0.1716,1.0,3.127,0.2827,5.9226,704.6986
3,0.045,0.6083,0.6007,0.0,0.0,100.0,100.0,66.6667,0.0,0.2453,1.0,3.2627,0.2021,8.927,704.6601
4,0.06,0.6086,0.6018,0.0,0.0,100.0,100.0,66.6667,0.0,0.3121,1.0,3.3183,0.3348,13.3683,704.5268
5,0.075,0.6086,0.6019,0.0,0.0,100.0,100.0,66.6667,0.0,0.3725,1.0,3.3567,0.4663,17.3953,704.4065
6,0.09,0.608,0.6038,0.0,0.0,100.0,100.0,66.6667,66.6667,0.4271,1.0,3.5957,0.6729,18.1795,704.0915
7,0.105,0.605,0.6062,0.0243,0.0,107.3015,100.0,66.6667,0.0,0.4765,1.0,3.7541,0.6551,17.0387,703.9924
8,0.12,0.6025,0.6082,0.0495,0.0,114.858,100.0,66.6667,0.0,0.5213,1.0,3.8592,0.5985,15.9895,703.9585
9,0.135,0.6021,0.6071,0.0536,0.0,116.0908,100.0,66.6667,0.0,0.5617,1.0,4.0525,0.5738,19.1558,703.8398
10,0.15,0.6026,0.6058,0.0486,0.0,114.5773,100.0,133.3333,0.0,0.6884,0.915,4.0897,0.7487,26.0571,703.6895
11,0.165,0.6035,0.6056,0.0394,0.0,111.805,100.0,0.0,0.0,0.6229,0.8279,4.2057,0.9161,26.2133,703.489
12,0.18,0.6026,0.6065,0.0485,0.0,114.5475,100.0,133.3333,0.0,0.7438,0.7491,4.4185,1.0807,25.7271,703.2222
13,0.195,0.5993,0.6095,0.0813,0.0,124.391,100.0,66.6667,0.0,0.7631,0.6778,4.5307,1.0016,22.148,703.1993
14,0.21,0.5983,0.6104,0.091,0.0,127.2928,100.0,66.6667,0.0,0.7806,0.6133,4.7222,0.9516,22.5115,703.0999
15,0.225,0.5996,0.6098,0.0779,0.0,123.3561,100.0,66.6667,0.0,0.7964,0.5549,4.8797,1.0635,25.0316,702.9095
16,0.24,0.6014,0.607,0.0605,0.0,118.1555,100.0,66.6667,0.0,0.8107,0.5021,4.9289,1.1842,28.276,702.7891
17,0.255,0.6021,0.6058,0.0538,0.0,116.1431,100.0,66.6667,66.6667,0.8236,0.6561,5.0347,1.388,27.5037,702.5699
18,0.27,0.6015,0.607,0.059,0.0,117.6947,100.0,66.6667,0.0,0.8353,0.5936,5.1963,1.3402,23.0479,702.4901
19,0.285,0.6002,0.6077,0.0718,0.0,121.542,100.0,133.3333,0.0,0.936,0.5371,5.3241,1.2766,19.3336,702.4452
20,0.3,0.6001,0.6071,0.0735,0.0,122.0507,100.0,66.6667,0.0,0.937,0.486,5.6292,1.249,19.5094,702.25
21,0.315,0.6027,0.6039,0.0477,0.0,114.319,100.0,66.6667,0.0,0.9379,0.4398,5.7084,1.3884,23.0851,702.0952
