cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm
0,0.0,0.605,0.5732,0.0,0.0837,100.0,125.0954,0.0,0.0,0.0,0.0,3.0854,0.5448,9.0981,9.5936
1,0.015,0.6033,0.5754,0.0,0.0601,100.0,118.0432,66.6667,0.0,0.091,0.0,3.1368,0.4236,6.6054,9.5014
2,0.03,0.603,0.5761,0.0022,0.0537,100.6621,116.1092,66.6667,66.6667,0.1733,0.1687,3.2121,0.3835,5.454,9.4168
3,0.045,0.6035,0.5752,0.0,0.0628,100.0,118.8444,66.6667,66.6667,0.2477,0.3213,3.3576,0.3379,6.0515,9.2646
4,0.06,0.6054,0.5727,0.0,0.0881,100.0,126.4254,0.0,66.6667,0.2242,0.4595,3.3861,0.4077,8.1403,9.2634
5,0.075,0.6064,0.5718,0.0,0.0973,100.0,129.1915,0.0,0.0,0.2028,0.4157,3.4488,0.4823,9.2003,9.233
6,0.09,0.6056,0.5721,0.0,0.0952,100.0,128.56,66.6667,66.6667,0.2745,0.5449,3.5693,0.5309,9.1799,9.1403
7,0.105,0.6037,0.5734,0.0,0.0815,100.0,124.4572,66.6667,133.3333,0.3393,0.8304,3.6471,0.4986,8.0818,9.056
8,0.12,0.6029,0.5741,0.003,0.0741,100.9094,122.2367,0.0,66.6667,0.307,0.9201,3.7206,0.454,9.5228,8.971
9,0.135,0.6041,0.5739,0.0,0.0763,100.0,122.9014,0.0,133.3333,0.2778,1.0,3.8046,0.5233,12.3329,8.9206
10,0.15,0.6049,0.5729,0.0,0.0864,100.0,125.9349,66.6667,0.0,0.3424,1.0,3.8465,0.6314,16.1942,8.9257
11,0.165,0.6049,0.5741,0.0,0.0744,100.0,122.315,0.0,66.6667,0.3098,1.0,4.0203,0.7931,16.2333,8.8353
12,0.18,0.6029,0.5761,0.0031,0.0533,100.9416,115.9924,0.0,66.6667,0.2803,1.0,4.1875,0.8065,15.9047,8.6905
13,0.195,0.6005,0.5781,0.0275,0.0325,108.2378,109.7355,66.6667,0.0,0.3446,1.0,4.28,0.7488,14.4448,8.582
14,0.21,0.5996,0.5774,0.0364,0.0403,110.9106,112.0857,66.6667,0.0,0.4028,0.9727,4.4242,0.706,17.4692,8.4337
15,0.225,0.6001,0.5761,0.0309,0.0537,109.2672,116.1011,0.0,0.0,0.3644,0.8801,4.4371,0.8739,24.1921,8.4973
16,0.24,0.6011,0.5759,0.0218,0.0552,106.5354,116.5467,66.6667,0.0,0.4207,0.7964,4.5244,1.0087,25.2892,8.4826
17,0.255,0.6007,0.5762,0.0255,0.0522,107.6587,115.6714,66.6667,0.0,0.4716,0.7206,4.7173,1.1943,25.9944,8.4042
18,0.27,0.5979,0.5791,0.0532,0.0226,115.9515,106.7746,66.6667,0.0,0.5177,0.652,4.8107,1.1464,23.5915,8.2993
19,0.285,0.5968,0.5803,0.0641,0.0104,119.2404,103.1282,66.6667,0.0,0.5594,0.59,4.9371,1.1215,25.3213,8.1775
20,0.3,0.5981,0.579,0.0509,0.0234,115.27,107.0181,66.6667,0.0,0.5971,0.5338,5.0629,1.1996,26.9615,8.1092
21,0.315,0.5996,0.5766,0.0362,0.0478,110.8636,114.349,66.6667,0.0,0.6313,0.483,5.1072,1.3024,30.2797,8.1253
22,0.33,0.6005,0.5757,0.0274,0.058,108.2225,117.4,0.0,0.0,0.5712,0.4371,5.1847,1.4752,30.0843,8.1533
23,0.345,0.5998,0.5768,0.0342,0.0458,110.2684,113.7515,0.0,0.0,0.5169,0.3955,5.3143,1.4718,27.5008,8.0434
24,0.36,0.5985,0.5775,0.0476,0.0385,114.2902,111.5643,66.6667,0.0,0.5586,0.3578,5.4019,1.4289,24.5923,7.9467
25,0.375,0.5983,0.577,0.0487,0.0442,114.6116,113.2729,0.0,0.0,0.5055,0.3238,5.5855,1.4043,24.4287,7.781
26,0.39,0.6004,0.5741,0.0287,0.0738,108.6081,122.1527,66.6667,66.6667,0.5483,0.4617,5.631,1.509,26.9321,7.8035
27,0.405,0.6018,0.5721,0.0139,0.0949,104.1587,128.4726,0.0,133.3333,0.4962,0.7551,5.6821,1.6068,28.7947,7.8191
28,0.42,0.6023,0.5712,0.0098,0.1035,102.9328,131.0514,0.0,66.6667,0.4489,0.852,5.814,1.7607,27.8065,7.8058
29,0.435,0.6009,0.572,0.023,0.096,106.8913,128.785,0.0,66.6667,0.4062,0.9396,5.9409,1.7369,24.5127,7.6909
30,0.45,0.6,0.5726,0.0327,0.0892,109.7967,126.7603,0.0,0.0,0.3676,0.8502,6.0725,1.7309,25.1006,7.584
31,0.465,0.6009,0.571,0.0234,0.1063,107.0257,131.9012,0.0,66.6667,0.3326,0.938,6.1984,1.7801,26.9519,7.5172
32,0.48,0.6018,0.5691,0.0142,0.1253,104.2601,137.6012,0.0,133.3333,0.3009,1.0,6.1973,1.9077,32.0794,7.5997
33,0.495,0.6023,0.5695,0.0098,0.1221,102.9252,136.6171,0.0,133.3333,0.2723,1.0,6.3075,2.0965,31.518,7.6406
34,0.51,0.6005,0.571,0.0276,0.1056,108.2889,131.6673,0.0,0.0,0.2464,1.0,6.4935,2.2133,31.9826,7.5829
35,0.525,0.5978,0.5733,0.0539,0.0821,116.1564,124.6347,0.0,0.0,0.2229,1.0,6.6033,2.1832,30.3397,7.4827
36,0.54,0.5969,0.5732,0.0628,0.0838,118.8292,125.148,66.6667,0.0,0.2927,1.0,6.7368,2.1383,32.423,7.3555
37,0.555,0.5986,0.5719,0.0459,0.0967,113.7595,129.0198,66.6667,66.6667,0.3558,1.0,6.7182,2.3017,38.4464,7.4837
38,0.57,0.5997,0.5705,0.0352,0.1112,110.5618,133.3468,66.6667,0.0,0.4129,1.0,6.7156,2.435,41.5194,7.5805
39,0.585,0.6003,0.5707,0.0291,0.1087,108.7404,132.6124,66.6667,66.6667,0.4646,1.0,6.8649,2.7316,42.3653,7.6955
40,0.6,0.598,0.5725,0.0518,0.0905,115.5508,127.1492,66.6667,66.6667,0.5113,1.0,7.0068,2.7554,40.3317,7.6195
41,0.615,0.5964,0.5736,0.0683,0.079,120.4958,123.7043,0.0,0.0,0.4627,1.0,7.1291,2.7656,40.9534,7.5477
42,0.63,0.5973,0.5703,0.0588,0.113,117.6511,133.8902,0.0,66.6667,0.4186,1.0,7.2788,2.8363,43.1832,7.5068
43,0.645,0.5982,0.5677,0.0504,0.1403,115.1119,142.0893,66.6667,133.3333,0.4698,1.0,7.2312,2.9842,49.6493,7.652
44,0.66,0.5994,0.5669,0.0382,0.1488,111.4701,144.6333,66.6667,66.6667,0.516,1.0,7.2828,3.2102,49.6996,7.7986
45,0.675,0.5983,0.5675,0.0488,0.1425,114.627,142.7399,0.0,133.3333,0.4669,1.0,7.4362,3.4337,49.5072,7.888
46,0.69,0.5955,0.5697,0.0771,0.1193,123.1428,135.7841,66.6667,133.3333,0.5135,1.0,7.5656,3.4373,47.369,7.8168
47,0.705,0.5947,0.5697,0.0847,0.1198,125.3996,135.9537,66.6667,66.6667,0.5556,1.0,7.7503,3.448,48.9461,7.7225
48,0.72,0.597,0.5678,0.0617,0.1387,118.5129,141.6249,66.6667,0.0,0.5936,1.0,7.7387,3.6233,54.3309,7.8757
49,0.735,0.5988,0.5644,0.0443,0.1741,113.2889,152.2204,133.3333,66.6667,0.7191,1.0,7.7021,3.7748,58.5652,8.0231
50,0.75,0.5992,0.563,0.04,0.1883,111.9966,156.4772,66.6667,0.0,0.7416,1.0,7.7311,4.1175,58.8278,8.2995
51,0.765,0.5974,0.5643,0.0585,0.1756,117.5623,152.6923,66.6667,133.3333,0.762,1.0,7.9005,4.2013,55.2517,8.2864
52,0.78,0.5956,0.5661,0.076,0.1565,122.7983,146.9626,0.0,133.3333,0.6895,1.0,8.06,4.2348,52.9005,8.2381
53,0.795,0.596,0.5642,0.0718,0.176,121.5425,152.7894,133.3333,0.0,0.8058,1.0,8.3015,4.3697,55.76,8.2457
54,0.81,0.5981,0.5606,0.0512,0.2137,115.3521,164.1116,0.0,200.0,0.7291,1.0,8.2134,4.5426,62.6597,8.4398
55,0.825,0.5995,0.5589,0.037,0.2307,111.0957,169.2213,0.0,66.6667,0.6597,1.0,8.2055,4.7717,63.5409,8.6486
56,0.84,0.5988,0.559,0.0443,0.2295,113.288,168.8516,66.6667,133.3333,0.6879,1.0,8.2936,5.076,62.4712,8.8859
57,0.855,0.5956,0.5618,0.0757,0.2012,122.7069,160.3671,0.0,66.6667,0.6225,1.0,8.4479,5.1037,59.0678,8.848
58,0.87,0.595,0.5619,0.0823,0.2,124.6763,160.0066,66.6667,66.6667,0.6542,1.0,8.6519,5.1866,60.1333,8.8447
59,0.885,0.5971,0.5606,0.0615,0.2132,118.4359,163.9704,66.6667,66.6667,0.6829,1.0,8.6797,5.3765,64.2794,9.0106
60,0.9,0.5987,0.5609,0.0456,0.2104,113.6776,163.1079,0.0,200.0,0.6179,1.0,8.5983,5.5204,69.3538,9.1744
61,0.915,0.5987,0.565,0.0457,0.1684,113.6961,150.5218,0.0,133.3333,0.5591,1.0,8.5491,5.8547,69.1079,9.5034
62,0.93,0.5966,0.5707,0.0661,0.1092,119.8166,132.7462,0.0,133.3333,0.5059,1.0,8.7011,5.994,66.4819,9.5799
63,0.945,0.5939,0.575,0.0931,0.0648,127.928,119.4329,0.0,0.0,0.4578,1.0,8.8529,6.0288,62.5585,9.5616
64,0.96,0.5934,0.5747,0.0983,0.0678,129.4781,120.3273,66.6667,133.3333,0.5052,1.0,9.0784,6.1591,65.1203,9.6138
65,0.975,0.595,0.5762,0.0823,0.052,124.6861,115.6066,66.6667,0.0,0.5481,1.0,8.9546,6.3019,72.0101,9.7877
66,0.99,0.5966,0.5795,0.0663,0.0185,119.8869,105.5424,66.6667,0.0,0.5869,1.0,8.9157,6.4911,73.8108,9.9797
67,1.005,0.5965,0.5834,0.0674,0.0,120.2194,100.0,66.6667,0.0,0.622,1.0,8.9079,6.838,73.5411,10.3125
68,1.02,0.5935,0.5895,0.0971,0.0,129.1443,100.0,66.6667,0.0,0.6538,1.0,9.0422,6.898,70.8117,10.3305
69,1.035,0.5929,0.5933,0.1024,0.0,130.7199,100.0,66.6667,0.0,0.6825,1.0,9.1841,7.0112,72.3816,10.3997
70,1.05,0.5949,0.5938,0.0832,0.0,124.9648,100.0,66.6667,0.0,0.7085,1.0,9.2367,7.2037,75.6675,10.5713
71,1.065,0.5974,0.5935,0.0581,0.0,117.4167,100.0,66.6667,0.0,0.7321,1.0,9.1371,7.334,80.653,10.7232
72,1.08,0.5986,0.5953,0.0463,0.0,113.9026,100.0,66.6667,0.0,0.7534,1.0,9.0222,7.6218,80.6956,11.0313
73,1.095,0.5979,0.5987,0.0529,0.0,115.8805,100.0,66.6667,0.0,0.7726,0.9933,9.1187,7.8403,78.1023,11.2167
74,1.11,0.5955,0.6029,0.077,0.0,123.0873,100.0,66.6667,0.0,0.7901,0.8987,9.2728,7.8935,73.901,11.2297
75,1.125,0.5952,0.6041,0.0796,0.0,123.8651,100.0,66.6667,0.0,0.8059,0.8132,9.4922,8.0894,76.1737,11.3694
76,1.14,0.5975,0.6036,0.0571,0.0,117.1413,100.0,0.0,0.0,0.7292,0.7358,9.3622,8.2383,81.5371,11.5438
77,1.155,0.5991,0.6027,0.0413,0.0,112.3859,100.0,66.6667,0.0,0.7507,0.6658,9.2871,8.3934,84.27,11.712
78,1.17,0.5986,0.6027,0.0462,0.0,113.8674,100.0,0.0,0.0,0.6793,0.6024,9.2001,8.6859,82.8387,12.0166
79,1.185,0.5966,0.605,0.0661,0.0,119.8413,100.0,66.6667,0.0,0.7056,0.5451,9.3473,8.7464,78.18,12.0422
80,1.2,0.5958,0.6062,0.0739,0.0,122.1669,100.0,133.3333,0.0,0.8204,0.4932,9.4839,8.8698,76.3834,12.1335
81,1.215,0.5967,0.6052,0.0649,0.0,119.4771,100.0,66.6667,0.0,0.8333,0.4463,9.5971,9.0963,77.9406,12.3327
82,1.23,0.5996,0.6022,0.0357,0.0,110.7135,100.0,66.6667,0.0,0.845,0.4038,9.5197,9.1984,80.5868,12.448
83,1.245,0.6009,0.6013,0.0234,0.0,107.0097,100.0,133.3333,0.0,0.9465,0.3654,9.4432,9.3537,79.6491,12.6155
84,1.26,0.6016,0.6028,0.0161,0.0,104.8273,100.0,0.0,0.0,0.8564,0.3306,9.5386,9.4611,76.3054,12.7019
85,1.275,0.6007,0.6037,0.0254,0.0,107.6109,100.0,133.3333,0.0,0.9568,0.2992,9.6531,9.497,71.9971,12.7155
86,1.29,0.6018,0.6036,0.014,0.0,104.2149,100.0,0.0,0.0,0.8658,0.2707,9.8365,9.6951,72.5485,12.8781
87,1.305,0.6042,0.6013,0.0,0.0,100.0,100.0,66.6667,0.0,0.8744,0.2449,9.8305,9.8585,73.1845,13.0402
88,1.32,0.6066,0.5991,0.0,0.0,100.0,100.0,66.6667,0.0,0.8821,0.2216,9.7701,9.951,74.7993,13.1416
89,1.335,0.6061,0.5985,0.0,0.0,100.0,100.0,0.0,0.0,0.7982,0.2005,9.7229,10.0885,72.0097,13.2851
90,1.35,0.6052,0.5994,0.0,0.0,100.0,100.0,66.6667,0.0,0.8132,0.1815,9.8769,10.0879,66.0518,13.259
91,1.365,0.6051,0.6002,0.0,0.0,100.0,100.0,0.0,0.0,0.7358,0.1642,9.9917,10.1597,65.2072,13.312
92,1.38,0.6054,0.5997,0.0,0.0,100.0,100.0,66.6667,0.0,0.7567,0.1486,10.1574,10.3397,63.7243,13.4663
93,1.395,0.6077,0.5975,0.0,0.0,100.0,100.0,66.6667,0.0,0.7757,0.1344,10.1454,10.4227,64.6571,13.5502
