cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm,dark_l0,dark_l1,dark_l2,dark_l3,dark_r0,dark_r1,dark_r2,dark_r3,rate_l0,rate_l1,rate_l2,rate_l3,rate_r0,rate_r1,rate_r2,rate_r3
0,0.0,0.5466,0.5842,0.0961,0.048,73.4487,66.7259,35.0575,35.0877,0.7297,0.68,2.8911,0.0099,3.5868,7.3822,0.0952,0.0037,0.0,0.2854,0.0904,0.1018,0.0,0.0,73.3316,60.5113,60.0,99.9519,72.6567,74.2471,60.0,60.0
1,0.015,0.5484,0.583,0.0868,0.0586,72.1486,68.2066,42.5287,42.6901,0.7445,0.694,2.9706,0.1336,8.1688,7.273,0.0269,0.0,0.0,0.3202,0.1326,0.0986,0.0032,0.0,63.7728,60.0,60.0,104.8215,78.5656,73.8086,60.4523,60.0
2,0.03,0.5475,0.5796,0.0994,0.0632,73.922,68.846,45.4023,42.6901,0.7635,0.7067,3.149,0.2828,7.2074,7.0629,0.0126,0.0028,0.0,0.3824,0.1632,0.0895,0.0,0.0,61.7666,60.3876,60.0,113.534,82.8484,72.5358,60.0,60.0
3,0.045,0.5453,0.5781,0.1298,0.0435,78.1666,66.0894,41.954,30.4094,0.774,0.6955,3.3386,0.2536,4.9782,6.8865,0.0284,0.0058,0.0,0.4849,0.1156,0.0584,0.0,0.0,63.971,60.8119,60.0,127.8836,76.1842,68.1732,60.0,60.0
4,0.06,0.5415,0.5783,0.1744,0.0252,84.4174,63.5256,51.7241,34.5029,0.8028,0.693,3.4408,0.1493,0.5444,6.8153,0.0918,0.0347,0.0,0.5711,0.0577,0.0431,0.0,0.0,72.8471,64.863,60.0,139.9596,68.0731,66.0293,60.0,60.0
5,0.075,0.5399,0.5811,0.1898,0.0205,86.5728,62.8667,54.023,32.1637,0.8334,0.6863,3.6693,0.0039,1.4399,6.6379,0.1287,0.0327,0.0,0.5979,0.0347,0.0472,0.0,0.0,78.0121,64.5766,60.0,143.7025,64.8643,66.6025,60.0,60.0
6,0.09,0.541,0.583,0.1755,0.0228,84.5757,63.1924,42.5287,31.5789,0.8383,0.6793,3.828,0.1071,4.596,6.4558,0.0732,0.0035,0.0024,0.6231,0.0442,0.0471,0.0,0.0,70.2488,60.4832,60.3372,147.2339,66.1813,66.5881,60.0,60.0
7,0.105,0.5412,0.5814,0.1838,0.0394,85.7382,65.5157,57.4713,39.1813,0.8724,0.6869,3.9252,0.224,8.1121,6.3291,0.0325,0.0,0.0,0.7029,0.0991,0.0585,0.0,0.0,64.5484,60.0,60.0,158.4044,73.8706,68.1922,60.0,60.0
8,0.12,0.5386,0.5783,0.2199,0.0392,90.789,65.4947,48.2759,30.4094,0.885,0.6776,4.1562,0.3848,5.8748,6.0629,0.0253,0.0002,0.0,0.8541,0.1093,0.0477,0.0,0.0,63.5484,60.0341,60.0,179.5736,75.3065,66.6721,60.0,60.0
9,0.135,0.535,0.5773,0.2649,0.0151,97.0845,62.1164,60.9195,33.9181,0.9214,0.6757,4.2661,0.2374,0.5235,5.9987,0.0465,0.0116,0.0015,1.0,0.0415,0.019,0.0,0.0,66.5039,61.6255,60.2087,200.0,65.8048,62.6609,60.0,60.0
