cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm
0,0.0,0.6025,0.6009,0.0271,0.0197,63.7927,62.7623,35.0575,29.2398,0.6985,0.571,2.5079,0.6462,9.8937,704.8777
1,0.015,0.6011,0.6024,0.0404,0.005,65.6498,60.7068,45.4023,32.1637,0.7181,0.5764,2.6181,0.5112,4.5517,704.8956
2,0.03,0.6005,0.6035,0.0468,0.0,66.5551,60.0,41.3793,33.9181,0.7282,0.5846,2.7871,0.425,3.4569,704.8374
3,0.045,0.6012,0.6027,0.0401,0.002,65.6071,60.2773,43.1034,34.5029,0.7406,0.5931,3.0298,0.3769,4.5233,704.7004
4,0.06,0.6038,0.6003,0.0144,0.0253,62.02,63.5357,26.4368,33.9181,0.7203,0.5997,3.1069,0.4952,8.5527,704.5621
5,0.075,0.605,0.5997,0.0022,0.0311,60.3145,64.3581,35.6322,35.6725,0.7193,0.6089,3.2521,0.6213,7.9066,704.3703
6,0.09,0.605,0.6014,0.0017,0.015,60.2446,62.1015,28.1609,33.3333,0.7042,0.6129,3.4289,0.6208,5.8367,704.246
7,0.105,0.6032,0.6033,0.02,0.0,62.7965,60.0,32.1839,42.6901,0.6982,0.6339,3.5287,0.5346,1.9244,704.2368
8,0.12,0.6029,0.6041,0.0227,0.0,63.1847,60.0,33.908,32.1637,0.6961,0.6333,3.7241,0.4129,2.512,704.1853
9,0.135,0.6049,0.6033,0.0035,0.0,60.4917,60.0,33.908,29.8246,0.6941,0.6285,3.8766,0.4965,5.16,704.0186
10,0.15,0.6067,0.6014,0.0,0.015,60.0,62.1026,36.2069,30.9942,0.6967,0.6263,3.9537,0.6017,8.5404,703.8896
11,0.165,0.607,0.6008,0.0,0.0205,60.0,62.8663,40.2299,31.5789,0.7067,0.6254,4.1468,0.7552,7.0025,703.6446
12,0.18,0.6052,0.6022,0.0001,0.0062,60.0136,60.8682,29.8851,33.3333,0.6961,0.6278,4.2571,0.6414,2.7115,703.6477
13,0.195,0.6037,0.6033,0.0151,0.0,62.1101,60.0,36.2069,39.7661,0.6985,0.6419,4.3915,0.5683,0.6006,703.6049
14,0.21,0.6032,0.6027,0.0203,0.0018,62.8449,60.2523,30.4598,33.3333,0.6898,0.6428,4.6304,0.4797,1.7991,703.4995
15,0.225,0.6047,0.6005,0.0053,0.0236,60.7457,63.3082,32.1839,35.0877,0.6852,0.6468,4.71,0.5988,5.8972,703.3589
16,0.24,0.6054,0.5996,0.0,0.0326,60.0,64.5615,29.3103,32.1637,0.6755,0.645,4.8496,0.7014,6.1375,703.1877
17,0.255,0.6046,0.6004,0.0058,0.0247,60.8113,63.455,37.3563,46.1988,0.6821,0.6695,5.0488,0.7482,4.3896,703.0143
18,0.27,0.6023,0.6022,0.0292,0.0065,64.0853,60.9054,31.6092,31.5789,0.6771,0.6645,5.1409,0.6545,0.688,703.016
19,0.285,0.6017,0.6029,0.0352,0.0,64.9294,60.0,35.6322,29.2398,0.6802,0.6556,5.3115,0.5413,0.9547,702.9764
20,0.3,0.6033,0.6026,0.0187,0.003,62.6154,60.4236,35.0575,36.2573,0.682,0.6606,5.4872,0.5933,3.262,702.8157
21,0.315,0.6052,0.6006,0.0002,0.0228,60.0247,63.188,30.4598,33.9181,0.6748,0.6607,5.5709,0.6928,6.6622,702.6861
22,0.33,0.6057,0.6001,0.0,0.0274,60.0,63.8342,34.4828,39.7661,0.676,0.6718,5.7493,0.8437,5.5347,702.4534
23,0.345,0.6044,0.602,0.0076,0.0086,61.0603,61.2038,37.931,26.3158,0.6836,0.6567,5.8787,0.7465,1.9418,702.4315
24,0.36,0.6028,0.6037,0.0235,0.0,63.293,60.0,31.0345,38.0117,0.6774,0.6649,5.9891,0.6613,-1.0834,702.4143
25,0.375,0.6025,0.6038,0.0268,0.0,63.7545,60.0,32.1839,22.807,0.6739,0.644,6.2219,0.5483,0.2957,702.331
26,0.39,0.6043,0.6022,0.0095,0.0069,61.3248,60.9626,35.6322,32.1637,0.6773,0.6425,6.3116,0.6702,4.4869,702.1812
27,0.405,0.6053,0.6013,0.0,0.0159,60.0,62.2202,36.2069,34.5029,0.6815,0.6454,6.4492,0.7613,5.4851,702.0197
28,0.42,0.6046,0.6017,0.0062,0.012,60.871,61.6761,31.0345,36.8421,0.6755,0.6525,6.6569,0.8405,3.8953,701.8173
29,0.435,0.6024,0.6035,0.0283,0.0,63.9638,60.0,30.4598,36.2573,0.669,0.6578,6.7444,0.735,-0.1555,701.8309
30,0.45,0.6016,0.6042,0.0358,0.0,65.015,60.0,34.4828,40.9357,0.6707,0.6712,6.9065,0.6373,0.0458,701.7865
31,0.465,0.6028,0.6038,0.0243,0.0,63.4089,60.0,39.0805,29.2398,0.681,0.6617,7.1005,0.6517,1.8509,701.6399
32,0.48,0.6045,0.6015,0.0069,0.0131,60.9622,61.8405,35.0575,30.4094,0.6826,0.6552,7.1861,0.7488,5.2698,701.5107
33,0.495,0.605,0.6008,0.0023,0.0201,60.3229,62.8078,42.5287,23.9766,0.6983,0.6374,7.3467,0.8917,4.6091,701.2962
34,0.51,0.6041,0.6025,0.011,0.0037,61.5399,60.5165,28.7356,30.9942,0.6863,0.6344,7.4955,0.8164,1.5412,701.2453
35,0.525,0.6022,0.6038,0.0295,0.0,64.123,60.0,36.2069,36.2573,0.6897,0.6414,7.5871,0.7268,-1.9857,701.2448
36,0.54,0.6015,0.6039,0.0365,0.0,65.11,60.0,37.3563,33.3333,0.6949,0.6423,7.8118,0.5946,-0.8596,701.1811
37,0.555,0.6032,0.6023,0.0195,0.0056,62.7317,60.7811,34.4828,23.9766,0.6941,0.6257,7.9194,0.7061,2.9482,701.0261
38,0.57,0.6046,0.6008,0.0061,0.0204,60.8487,62.8624,31.6092,32.1637,0.688,0.6259,8.0376,0.7954,4.9878,700.8796
