cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm,dark_l0,dark_l1,dark_l2,dark_l3,dark_r0,dark_r1,dark_r2,dark_r3,rate_l0,rate_l1,rate_l2,rate_l3,rate_r0,rate_r1,rate_r2,rate_r3
0,0.0,0.6139,0.5956,0.0283,0.101,63.9565,74.1387,33.908,36.2573,0.6954,0.7074,2.8264,0.3035,7.7945,704.8958,0.0,0.113,0.0,0.0,0.3503,0.0536,0.0,0.0,60.0,75.8259,60.0,60.0,109.0468,67.5078,60.0,60.0
1,0.015,0.6131,0.5968,0.0239,0.0837,63.3435,71.7167,37.3563,40.3509,0.7021,0.715,3.0172,0.3164,6.5007,704.7521,0.0,0.0955,0.0,0.0,0.295,0.0397,0.0,0.0,60.0,73.3741,60.0,60.0,101.3035,65.5635,60.0,60.0
2,0.03,0.6103,0.5991,0.0369,0.0604,65.1723,68.4572,32.1839,38.5965,0.6981,0.7187,3.1159,0.2128,1.5095,704.756,0.0362,0.1116,0.0,0.0,0.2092,0.0325,0.0,0.0,65.0702,75.6191,60.0,60.0,89.2854,64.5433,60.0,60.0
3,0.045,0.609,0.6004,0.0489,0.0502,66.8521,67.0262,36.2069,37.4269,0.7024,0.7198,3.325,0.0869,2.9148,704.6979,0.0922,0.1036,0.0,0.0,0.1586,0.0422,0.0,0.0,72.9084,74.4998,60.0,60.0,82.2,65.9047,60.0,60.0
4,0.06,0.6098,0.6004,0.0347,0.0429,64.855,66.0034,35.0575,35.6725,0.704,0.7175,3.4774,0.178,5.6443,704.5259,0.0649,0.0738,0.0,0.0,0.1386,0.0329,0.0,0.0,69.0898,70.3301,60.0,60.0,79.4109,64.6028,60.0,60.0
5,0.075,0.6107,0.5993,0.0268,0.052,63.7481,67.2861,34.4828,32.7485,0.7043,0.71,3.5541,0.2956,9.5884,704.3884,0.045,0.0621,0.0,0.0,0.1671,0.041,0.0,0.0,66.2943,68.6982,60.0,60.0,83.3989,65.7456,60.0,60.0
6,0.09,0.6104,0.5994,0.0293,0.0486,64.1018,66.8056,28.1609,28.0702,0.6922,0.6946,3.7694,0.4638,8.1016,704.1174,0.0471,0.0701,0.0,0.0,0.1636,0.0309,0.0,0.0,66.5949,69.8121,60.0,60.0,82.9031,64.3195,60.0,60.0
7,0.105,0.6084,0.6014,0.0401,0.0197,65.6101,62.765,38.5057,38.0117,0.7015,0.6991,3.8973,0.3538,3.9489,704.1053,0.0797,0.0806,0.0,0.0,0.079,0.0,0.0,0.0,71.1554,71.2849,60.0,60.0,71.0599,60.0,60.0,60.0
8,0.12,0.6062,0.603,0.0607,0.0087,68.5032,61.2246,33.908,35.0877,0.7009,0.6977,4.031,0.2707,1.4973,704.0701,0.1485,0.0944,0.0,0.0,0.035,0.0,0.0,0.0,80.7945,73.2183,60.0,60.0,64.8986,60.0,60.0,60.0
9,0.135,0.6055,0.6026,0.0618,0.0051,68.656,60.7116,37.3563,37.4269,0.7071,0.7008,4.2781,0.1793,2.9921,703.9609,0.1622,0.0851,0.0,0.0,0.0154,0.0049,0.0,0.0,82.7116,71.9123,60.0,60.0,62.1566,60.6898,60.0,60.0
10,0.15,0.6067,0.6006,0.0399,0.01,65.5793,61.4009,33.908,35.6725,0.706,0.7003,4.3594,0.314,7.6219,703.808,0.1043,0.0551,0.0,0.0,0.0361,0.0039,0.0,0.0,74.6013,67.716,60.0,60.0,65.058,60.5458,60.0,60.0
11,0.165,0.6073,0.5998,0.0388,0.0207,65.4376,62.9034,35.0575,32.7485,0.7072,0.6945,4.5123,0.4235,8.0493,703.6226,0.101,0.0544,0.0,0.0,0.0757,0.0073,0.0,0.0,74.139,67.6113,60.0,60.0,70.5974,61.0161,60.0,60.0
12,0.18,0.6062,0.6004,0.0428,0.0125,65.9899,61.7519,29.8851,27.4854,0.6983,0.6794,4.7232,0.4887,6.3579,703.4277,0.1114,0.0598,0.0,0.0,0.0501,0.0,0.0,0.0,75.589,68.3705,60.0,60.0,67.0076,60.0,60.0,60.0
13,0.195,0.6035,0.6024,0.0613,0.0,68.5786,60.0,35.6322,32.1637,0.7014,0.6745,4.8181,0.3884,2.3967,703.4322,0.1618,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,82.6573,71.6573,60.0,60.0,60.0,60.0,60.0,60.0
14,0.21,0.6027,0.6032,0.0721,0.0,70.0981,60.0,36.7816,28.0702,0.7064,0.6624,4.9968,0.279,2.7165,703.3841,0.1998,0.0887,0.0,0.0,0.0,0.0,0.0,0.0,87.9758,72.4165,60.0,60.0,60.0,60.0,60.0,60.0
15,0.225,0.6041,0.6029,0.0595,0.0,68.3296,60.0,35.0575,36.8421,0.7076,0.6678,5.182,0.3302,4.8906,703.2174,0.1699,0.0681,0.0,0.0,0.0,0.0,0.0,0.0,83.7797,69.5389,60.0,60.0,60.0,60.0,60.0,60.0
16,0.24,0.6057,0.6008,0.0462,0.0084,66.4645,61.1713,35.6322,36.8421,0.7098,0.6727,5.2659,0.4356,8.4203,703.0835,0.124,0.0607,0.0,0.0,0.023,0.0105,0.0,0.0,77.3622,68.4959,60.0,60.0,63.2137,61.4713,60.0,60.0
17,0.255,0.6059,0.6004,0.0463,0.0143,66.4783,62.0072,29.8851,38.0117,0.7006,0.6792,5.4403,0.5975,7.4591,702.8458,0.1083,0.0768,0.0,0.0,0.0464,0.011,0.0,0.0,75.1681,70.745,60.0,60.0,66.4957,61.5332,60.0,60.0
18,0.27,0.6047,0.6024,0.0553,0.0,67.7428,60.0,29.3103,31.5789,0.6911,0.6732,5.582,0.5082,3.8879,702.8095,0.1262,0.0951,0.0,0.0,0.0,0.0,0.0,0.0,77.6623,73.3089,60.0,60.0,60.0,60.0,60.0,60.0
