cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm,dark_l0,dark_l1,dark_l2,dark_l3,dark_r0,dark_r1,dark_r2,dark_r3,rate_l0,rate_l1,rate_l2,rate_l3,rate_r0,rate_r1,rate_r2,rate_r3
0,0.0,0.5781,0.6011,0.1697,0.048,83.7545,66.7259,39.0805,36.2573,0.8134,0.7027,2.8979,0.0083,3.5338,10.4035,0.6787,0.0,0.0,0.0,0.0904,0.1018,0.0,0.0,155.0181,60.0,60.0,60.0,72.6567,74.2471,60.0,60.0
1,0.015,0.5804,0.5994,0.1515,0.0593,81.2129,68.3022,45.4023,39.7661,0.8259,0.7091,2.9844,0.1335,8.1208,10.3079,0.6061,0.0,0.0,0.0,0.1337,0.0996,0.0038,0.0,144.8517,60.0,60.0,60.0,78.7211,73.9504,60.5375,60.0
2,0.03,0.5814,0.5994,0.1353,0.0641,78.9464,68.9791,43.6782,42.6901,0.8338,0.7204,3.1661,0.2846,7.0309,10.2183,0.5413,0.0,0.0,0.0,0.1656,0.0909,0.0,0.0,135.7856,60.0,60.0,60.0,83.1859,72.7306,60.0,60.0
3,0.045,0.5808,0.6017,0.1383,0.0452,79.3623,66.3274,41.3793,30.9942,0.8364,0.709,3.3595,0.2517,4.6083,10.311,0.5532,0.0,0.0,0.0,0.1206,0.0602,0.0,0.0,137.4493,60.0,60.0,60.0,76.8839,68.4258,60.0,60.0
4,0.06,0.5782,0.6038,0.1617,0.0277,82.6417,63.8767,46.5517,35.6725,0.849,0.7073,3.4637,0.1404,-0.0915,10.4503,0.6469,0.0,0.0,0.0,0.0642,0.0465,0.0,0.0,150.5667,60.0,60.0,60.0,68.9908,66.5162,60.0,60.0
5,0.075,0.5772,0.6046,0.1829,0.024,85.61,63.3641,36.7816,29.8246,0.8411,0.695,3.7076,-0.0117,0.9027,10.6762,0.7317,0.0,0.0,0.0,0.0449,0.0512,0.0,0.0,162.4398,60.0,60.0,60.0,66.2817,67.1748,60.0,60.0
6,0.09,0.579,0.6035,0.1745,0.0267,84.4339,63.7322,47.1264,32.1637,0.8544,0.6882,3.8722,0.0919,4.0404,10.6378,0.6981,0.0,0.0,0.0,0.0546,0.0521,0.0,0.0,157.7357,60.0,60.0,60.0,67.6391,67.2899,60.0,60.0
7,0.105,0.581,0.6013,0.1669,0.0437,83.3644,66.1175,45.977,32.1637,0.8642,0.682,3.9669,0.2143,7.791,10.5592,0.6676,0.0,0.0,0.0,0.1106,0.0642,0.0,0.0,153.4575,60.0,60.0,60.0,75.4819,68.9882,60.0,60.0
8,0.12,0.5809,0.6007,0.1654,0.0432,83.1584,66.0422,37.931,36.8421,0.8571,0.6851,4.2045,0.3809,5.5171,10.4978,0.6617,0.0,0.0,0.0,0.12,0.0527,0.0,0.0,152.6335,60.0,60.0,60.0,76.7933,67.3757,60.0,60.0
9,0.135,0.5787,0.6021,0.1798,0.0181,85.1762,62.5301,39.0805,30.4094,0.8529,0.6759,4.3138,0.2311,0.2455,10.679,0.7193,0.0,0.0,0.0,0.0487,0.0235,0.0,0.0,160.7047,60.0,60.0,60.0,66.8243,63.2962,60.0,60.0
