cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm
0,0.0,0.5489,0.5308,0.1817,0.1826,85.4354,85.568,39.0805,40.9357,0.8134,0.7933,2.8988,0.0084,3.6268,7.1012
1,0.015,0.5506,0.5292,0.1638,0.2002,82.9325,88.0275,48.2759,50.8772,0.8316,0.8117,2.9859,0.1394,8.4543,7.0155
2,0.03,0.5545,0.5291,0.122,0.2003,77.0767,88.0451,43.1034,49.1228,0.8378,0.825,3.1749,0.2977,7.5943,6.8316
3,0.045,0.5579,0.5312,0.0865,0.1782,72.1164,84.9458,35.0575,49.1228,0.8276,0.8371,3.3904,0.278,5.2543,6.6154
4,0.06,0.5574,0.5326,0.0912,0.163,72.7748,82.8223,40.2299,43.8596,0.8285,0.8383,3.5026,0.1627,0.5897,6.4995
5,0.075,0.5547,0.5323,0.1205,0.1657,76.8725,83.1927,39.6552,46.7836,0.8282,0.8448,3.7484,0.0064,1.8588,6.2516
6,0.09,0.5537,0.5319,0.1311,0.1699,78.3601,83.7864,41.3793,41.5205,0.8313,0.841,3.9073,0.1318,5.6098,6.0941
7,0.105,0.5552,0.5281,0.1146,0.2117,76.0482,89.6386,41.954,50.2924,0.8353,0.8537,4.0018,0.2661,9.9966,6.0041
8,0.12,0.5588,0.526,0.0763,0.2352,70.6884,92.9308,34.4828,46.1988,0.8241,0.8577,4.2714,0.4597,8.1528,5.747
9,0.135,0.5612,0.5256,0.051,0.2397,67.1408,93.5625,34.4828,53.8012,0.814,0.8753,4.409,0.3242,3.1303,5.6004
10,0.15,0.5593,0.5238,0.0715,0.2585,70.0126,96.1886,32.7586,54.9708,0.8014,0.8934,4.5868,0.2285,0.9018,5.418
11,0.165,0.5566,0.5213,0.0998,0.2864,73.9655,100.09,37.931,40.3509,0.8003,0.8828,4.8712,0.1395,3.2297,5.1307
12,0.18,0.5559,0.5185,0.108,0.3168,75.1145,104.3508,31.0345,57.3099,0.7856,0.9045,4.9515,0.2971,8.3752,5.0572
13,0.195,0.5584,0.5148,0.0812,0.3572,71.3638,110.0087,36.2069,54.9708,0.7825,0.9198,5.1396,0.4419,8.86,4.8804
