stim_rate_hz,ламина L1-L5,медулла Mi,медулла Tm,движение T4,движение T5,зрит. проекц.,нисходящие
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,0.6553878188443519,0.0,0.03341474245115453,0.0,0.0,0.014016753753006553,0.24736977161919427
100.0,2.095002602811036,0.0,0.0996891651865009,0.0,0.0,0.04138674628846314,0.3525789068514242
200.0,4.710567412805831,0.011262119480079597,0.2460775606867969,0.0,0.0,0.08476403748859584,0.5414421349756223
