cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm
0,0.0,0.5878,0.6167,0.1027,0.0,74.3734,60.0,44.8276,40.3509,0.8771,0.7835,2.6307,-0.533,-16.2243,705.627
1,0.015,0.5893,0.6159,0.0869,0.0,72.1687,60.0,33.3333,40.3509,0.8557,0.7835,2.8394,-0.7434,-14.6894,705.6292
2,0.03,0.5929,0.6134,0.0515,0.0,67.2169,60.0,34.4828,30.9942,0.8384,0.7662,3.0044,-0.6481,-10.1984,705.4453
3,0.045,0.5958,0.6105,0.0219,0.0,63.0612,60.0,33.908,31.5789,0.8218,0.7516,3.1453,-0.5585,-6.8396,705.2824
4,0.06,0.5964,0.609,0.0164,0.0,62.2959,60.0,28.7356,38.0117,0.7971,0.7503,3.4334,-0.4743,-8.565,705.0198
5,0.075,0.5954,0.6097,0.0265,0.0,63.7114,60.0,33.3333,35.6725,0.7833,0.7448,3.5072,-0.6426,-13.9978,705.0873
6,0.09,0.5952,0.6098,0.0279,0.0,63.9029,60.0,40.8046,30.4094,0.7847,0.7301,3.6541,-0.778,-14.8961,705.08
7,0.105,0.5965,0.6081,0.0156,0.0,62.1847,60.0,32.7586,32.1637,0.771,0.7201,3.8811,-0.8945,-13.33,705.003
8,0.12,0.5994,0.6052,0.0,0.0196,60.0,62.7479,31.6092,36.2573,0.7565,0.7185,3.9953,-0.791,-8.9219,704.8491
9,0.135,0.6008,0.6041,0.0,0.0296,60.0,64.1499,29.3103,33.9181,0.7391,0.7128,4.1963,-0.6994,-9.0096,704.6427
10,0.15,0.6012,0.6053,0.0,0.0181,60.0,62.5408,33.908,39.1813,0.7319,0.7174,4.3905,-0.7637,-11.4102,704.5517
11,0.165,0.5992,0.6069,0.0,0.002,60.0,60.2841,40.2299,26.3158,0.7372,0.6977,4.456,-0.8856,-15.2897,704.5923
12,0.18,0.5989,0.6072,0.0,0.0,60.0,60.0,32.7586,29.2398,0.728,0.6854,4.6193,-1.0743,-14.5454,704.6116
13,0.195,0.6013,0.6059,0.0,0.0121,60.0,61.6894,35.6322,34.5029,0.7251,0.6839,4.7906,-1.0188,-11.2871,704.4517
