tau_ms,dprime_70_135,dprime_135_200
0.0,1.028559568957624,0.8366981422957658
50.0,3.0791295872306095,2.8368001069712596
100.0,4.454519800315711,4.1749095846229105
200.0,6.426028045554367,6.108150513326881
400.0,10.860344272002179,9.813679261272398
800.0,18.095599836021147,14.91052303856257
1600.0,18.32333108079922,17.68178401580629
