cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm,dark_l0,dark_l1,dark_l2,dark_l3,dark_r0,dark_r1,dark_r2,dark_r3,rate_l0,rate_l1,rate_l2,rate_l3,rate_r0,rate_r1,rate_r2,rate_r3
0,0.0,0.544,0.537,0.0389,0.0453,60.6587,61.7567,37.3563,30.9942,0.7673,0.6183,2.5107,0.6483,9.8933,7.6103,0.0,0.0,0.0,0.1555,0.0,0.0,0.0,0.1813,54.051,54.051,54.051,80.4819,54.051,54.051,54.051,84.8738
1,0.015,0.5431,0.5383,0.0395,0.0465,60.7879,61.9719,34.4828,31.5789,0.7616,0.6195,2.6263,0.5107,4.4072,7.5226,0.0,0.0,0.0,0.158,0.0,0.0,0.0,0.1859,54.0732,54.0732,54.0732,80.9322,54.0732,54.0732,54.0732,85.6679
2,0.03,0.5415,0.5422,0.0405,0.0434,61.0687,61.5612,40.8046,38.5965,0.7689,0.6338,2.7996,0.423,3.2858,7.3711,0.0,0.0,0.0,0.162,0.0,0.0,0.0,0.1736,54.1844,54.1844,54.1844,81.7217,54.1844,54.1844,54.1844,83.6916
3,0.045,0.5413,0.5456,0.0422,0.0399,61.5191,61.1257,34.4828,32.1637,0.7631,0.6345,3.0532,0.3719,4.496,7.135,0.0,0.0,0.0,0.1689,0.0,0.0,0.0,0.1596,54.3411,54.3411,54.3411,83.053,54.3411,54.3411,54.3411,81.4792
4,0.06,0.5428,0.5476,0.0445,0.0367,62.0934,60.7546,33.3333,35.6725,0.7557,0.6419,3.1317,0.4965,8.6478,7.031,0.0,0.0,0.0,0.1782,0.0,0.0,0.0,0.1467,54.5202,54.5202,54.5202,84.813,54.5202,54.5202,54.5202,79.4577
5,0.075,0.5422,0.5472,0.046,0.0362,62.2918,60.629,39.0805,29.2398,0.7601,0.6363,3.2828,0.6288,8.248,6.8557,0.0,0.0,0.0,0.1841,0.0,0.0,0.0,0.145,54.467,54.467,54.467,85.7662,54.467,54.467,54.467,79.1151
6,0.09,0.5408,0.5478,0.0475,0.0372,62.5043,60.7559,36.2069,39.7661,0.7586,0.6512,3.4712,0.6328,5.9273,6.6705,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.1488,54.4299,54.4299,54.4299,86.7274,54.4299,54.4299,54.4299,79.734
7,0.105,0.5373,0.5498,0.0492,0.0372,62.7146,60.672,32.1839,39.7661,0.7493,0.6648,3.5741,0.54,1.8866,6.5897,0.0,0.0,0.0,0.1967,0.0,0.0,0.0,0.1486,54.3547,54.3547,54.3547,87.7944,54.3547,54.3547,54.3547,79.6239
8,0.12,0.5356,0.5539,0.0506,0.0339,63.0817,60.2406,39.0805,32.1637,0.7544,0.6626,3.784,0.4094,2.4781,6.4163,0.0,0.0,0.0,0.2025,0.0,0.0,0.0,0.1357,54.4747,54.4747,54.4747,88.9026,54.4747,54.4747,54.4747,77.5381
9,0.135,0.5362,0.5574,0.0528,0.0305,63.6571,59.8699,38.5057,33.9181,0.7578,0.6639,3.9475,0.4945,5.2095,6.2369,0.0,0.0,0.0,0.2111,0.0,0.0,0.0,0.122,54.6833,54.6833,54.6833,90.5783,54.6833,54.6833,54.6833,75.4299
10,0.15,0.5361,0.5574,0.055,0.0285,64.0132,59.5193,36.7816,34.5029,0.7576,0.6662,4.0276,0.6086,8.8346,6.1323,0.0,0.0,0.0,0.2198,0.0,0.0,0.0,0.1141,54.6705,54.6705,54.6705,92.0412,54.6705,54.6705,54.6705,74.0654
11,0.165,0.5343,0.5553,0.0567,0.0295,64.1179,59.4978,37.3563,36.8421,0.7585,0.6728,4.2326,0.773,7.1586,5.8965,0.0,0.0,0.0,0.2267,0.0,0.0,0.0,0.118,54.4826,54.4826,54.4826,93.0239,54.4826,54.4826,54.4826,74.5434
12,0.18,0.5318,0.5548,0.058,0.0318,64.1849,59.7326,35.0575,31.5789,0.7549,0.6687,4.3499,0.651,2.5639,5.8089,0.0,0.0,0.0,0.232,0.0,0.0,0.0,0.1272,54.3257,54.3257,54.3257,93.7624,54.3257,54.3257,54.3257,75.9535
13,0.195,0.528,0.5572,0.0596,0.0296,64.4026,59.302,38.5057,34.5029,0.7583,0.6706,4.4922,0.5709,0.2156,5.6902,0.0,0.0,0.0,0.2386,0.0,0.0,0.0,0.1186,54.2625,54.2625,54.2625,94.8229,54.2625,54.2625,54.2625,74.4203
14,0.21,0.5256,0.5603,0.0616,0.0262,64.7745,58.7454,41.3793,30.9942,0.767,0.6656,4.7537,0.4723,1.4899,5.4642,0.0,0.0,0.0,0.2466,0.0,0.0,0.0,0.1047,54.2955,54.2955,54.2955,96.2115,54.2955,54.2955,54.2955,72.0951
15,0.225,0.5248,0.5622,0.0632,0.0228,65.0989,58.2234,38.5057,26.9006,0.7693,0.6533,4.8415,0.597,5.6728,5.3459,0.0,0.0,0.0,0.2529,0.0,0.0,0.0,0.0911,54.3527,54.3527,54.3527,97.3375,54.3527,54.3527,54.3527,69.8353
16,0.24,0.5225,0.5612,0.0656,0.0221,65.3461,57.9446,31.0345,33.3333,0.7567,0.6545,4.9905,0.705,5.8338,5.1742,0.0,0.0,0.0,0.2625,0.0,0.0,0.0,0.0884,54.1882,54.1882,54.1882,98.8198,54.1882,54.1882,54.1882,69.2138
17,0.255,0.5189,0.5608,0.068,0.023,65.552,57.8909,39.0805,37.4269,0.7611,0.6632,5.1964,0.7503,3.7698,4.9635,0.0,0.0,0.0,0.2721,0.0,0.0,0.0,0.0919,53.9871,53.9871,53.9871,100.2467,53.9871,53.9871,53.9871,69.6022
18,0.27,0.5143,0.562,0.0704,0.0235,65.7897,57.8118,30.4598,33.9181,0.7482,0.6645,5.2902,0.6459,-0.3127,4.9006,0.0,0.0,0.0,0.2818,0.0,0.0,0.0,0.094,53.8148,53.8148,53.8148,101.7144,53.8148,53.8148,53.8148,69.8029
19,0.285,0.5114,0.5659,0.0721,0.0199,66.1176,57.2504,35.6322,27.4854,0.7466,0.6535,5.4796,0.5198,-0.1841,4.7566,0.0,0.0,0.0,0.2884,0.0,0.0,0.0,0.0798,53.8607,53.8607,53.8607,102.8883,53.8607,53.8607,53.8607,67.4195
20,0.3,0.5104,0.5699,0.0723,0.016,66.3068,56.7337,46.5517,34.5029,0.7666,0.6568,5.6758,0.5635,2.051,4.5565,0.0,0.0,0.0,0.2892,0.0,0.0,0.0,0.0639,54.0163,54.0163,54.0163,103.1781,54.0163,54.0163,54.0163,64.8859
21,0.315,0.5089,0.5704,0.0734,0.0132,66.4384,56.2116,39.0805,27.4854,0.77,0.6465,5.7647,0.6703,5.515,4.4391,0.0,0.0,0.0,0.2934,0.0,0.0,0.0,0.0528,53.9671,53.9671,53.9671,103.8522,53.9671,53.9671,53.9671,62.9453
22,0.33,0.5056,0.569,0.0767,0.0134,66.7717,56.0113,39.0805,32.7485,0.7731,0.6471,5.9444,0.8285,4.5435,4.2214,0.0,0.0,0.0,0.3068,0.0,0.0,0.0,0.0537,53.7308,53.7308,53.7308,105.8942,53.7308,53.7308,53.7308,62.8528
23,0.345,0.5021,0.5686,0.08,0.0155,67.1409,56.1632,35.0575,27.4854,0.7681,0.6377,6.0711,0.7167,0.3565,4.1332,0.0,0.0,0.0,0.3201,0.0,0.0,0.0,0.0618,53.5347,53.5347,53.5347,107.9597,53.5347,53.5347,53.5347,64.0488
24,0.36,0.497,0.5717,0.0817,0.0131,67.3191,55.67,36.2069,32.7485,0.7657,0.6392,6.1827,0.6249,-2.7788,4.0574,0.0,0.0,0.0,0.3266,0.0,0.0,0.0,0.0525,53.4374,53.4374,53.4374,108.9642,53.4374,53.4374,53.4374,62.3676
25,0.375,0.4934,0.5759,0.0805,0.0092,67.1434,55.036,38.5057,25.1462,0.7681,0.6261,6.4428,0.4927,-1.6111,3.8633,0.0,0.0,0.0,0.3218,0.0,0.0,0.0,0.037,53.4656,53.4656,53.4656,108.1768,53.4656,53.4656,53.4656,59.7473
26,0.39,0.4909,0.5778,0.0805,0.0061,67.1193,54.4727,36.2069,28.0702,0.7658,0.6198,6.5469,0.6097,2.4253,3.7225,0.0,0.0,0.0105,0.3115,0.0,0.0,0.0,0.0244,53.4347,53.4347,55.2216,106.3861,53.4347,53.4347,53.4347,57.5869
27,0.405,0.4867,0.5781,0.0844,0.0038,67.5958,53.887,39.0805,26.9006,0.7693,0.6119,6.6859,0.7022,3.3704,3.5591,0.0,0.0,0.0207,0.317,0.0,0.0,0.0,0.0152,53.2418,53.2418,56.7594,107.1402,53.2418,53.2418,53.2418,55.8226
28,0.42,0.4804,0.5781,0.0886,0.0035,67.9815,53.5178,43.6782,26.3158,0.7815,0.6036,6.8935,0.7758,1.3628,3.339,0.0,0.0,0.0254,0.3289,0.0,0.0,0.0,0.014,52.9244,52.9244,57.2484,108.829,52.9244,52.9244,52.9244,55.298
29,0.435,0.473,0.5795,0.0931,0.0033,68.456,53.1877,48.8506,28.655,0.8026,0.6006,6.9748,0.6539,-3.2682,3.3112,0.0,0.0,0.0327,0.3398,0.0,0.0,0.0,0.0132,52.627,52.627,58.1809,110.3892,52.627,52.627,52.627,54.8699
30,0.45,0.4676,0.5831,0.0968,0.0,68.9995,52.538,40.8046,33.9181,0.806,0.6078,7.1523,0.539,-3.2484,3.2006,0.0,0.0,0.054,0.3334,0.0,0.0,0.0,0.0,52.538,52.538,61.7108,109.2111,52.538,52.538,52.538,52.538
31,0.465,0.4634,0.5851,0.1018,0.0,69.7349,52.4255,38.5057,26.3158,0.8045,0.6,7.3795,0.5284,-1.812,3.0055,0.0,0.0,0.0873,0.32,0.0,0.0,0.0,0.0,52.4255,52.4255,67.2678,106.8208,52.4255,52.4255,52.4255,52.4255
32,0.48,0.4584,0.5847,0.1076,0.0,70.4508,52.1549,36.2069,29.8246,0.7987,0.5995,7.4718,0.6272,1.3526,2.8769,0.0,0.0,0.1229,0.3076,0.0,0.0,0.0,0.0,52.1549,52.1549,73.0526,104.4407,52.1549,52.1549,52.1549,52.1549
33,0.495,0.451,0.5858,0.1137,0.0,71.176,51.8394,50.0,25.1462,0.8204,0.5902,7.6293,0.7652,0.6039,2.673,0.0,0.0,0.1414,0.3135,0.0,0.0,0.0,0.0,51.8394,51.8394,75.8859,105.1391,51.8394,51.8394,51.8394,51.8394
34,0.51,0.442,0.5882,0.1203,0.0,71.9663,51.5072,37.931,26.3158,0.8165,0.584,7.7617,0.6627,-3.2284,2.6074,0.0,0.0,0.1543,0.3271,0.0,0.0,0.0,0.0,51.5072,51.5072,77.7309,107.1198,51.5072,51.5072,51.5072,51.5072
35,0.525,0.4319,0.5912,0.1263,0.0,72.6276,51.1539,44.8276,28.0702,0.8264,0.5817,7.8454,0.5599,-6.9956,2.5916,0.0,0.0,0.1804,0.3248,0.0,0.0,0.0,0.0,51.1539,51.1539,81.8263,106.3764,51.1539,51.1539,51.1539,51.1539
36,0.54,0.4245,0.5928,0.1295,0.0,72.8794,50.8682,41.954,32.1637,0.8298,0.5874,8.0966,0.4002,-5.9507,2.4864,0.0,0.0,0.2114,0.3065,0.0,0.0,0.0,0.0,50.8682,50.8682,86.81,102.9714,50.8682,50.8682,50.8682,50.8682
37,0.555,0.418,0.5924,0.1289,0.0,72.4345,50.5189,47.7011,21.6374,0.844,0.5726,8.231,0.4873,-2.7432,2.3276,0.0,0.0,0.238,0.2776,0.0,0.0,0.0,0.0,50.5189,50.5189,90.9835,97.7167,50.5189,50.5189,50.5189,50.5189
38,0.57,0.4082,0.592,0.1318,0.0,72.4198,50.0064,40.2299,30.4094,0.8424,0.5758,8.3536,0.5734,-1.2752,2.1785,0.0,0.0,0.2609,0.2665,0.0,0.0,0.0,0.0,50.0064,50.0064,94.351,95.3153,50.0064,50.0064,50.0064,50.0064
39,0.585,0.3932,0.5933,0.1371,0.0,72.631,49.3233,44.8276,28.0702,0.8498,0.5743,8.5655,0.6575,-3.4693,1.9647,0.0,0.0,0.2777,0.2707,0.0,0.0,0.0,0.0,49.3233,49.3233,96.5281,95.3492,49.3233,49.3233,49.3233,49.3233
40,0.6,0.3709,0.5956,0.1435,0.0,72.7249,48.3249,45.4023,32.7485,0.8577,0.5818,8.636,0.5099,-8.9258,2.0202,0.0,0.0064,0.2867,0.2809,0.0,0.0,0.0,0.0,48.3249,49.4184,97.0713,96.0852,48.3249,48.3249,48.3249,48.3249
41,0.615,0.3559,0.5973,0.1509,0.0,73.3072,47.6613,40.2299,23.9766,0.8547,0.572,8.7979,0.397,-8.8583,2.0037,0.0,0.0494,0.2977,0.2563,0.0,0.0,0.0,0.0,47.6613,56.0677,98.2751,91.2246,47.6613,47.6613,47.6613,47.6613
42,0.63,0.3439,0.5972,0.1541,0.0,73.2491,47.0588,41.3793,25.1462,0.8542,0.5653,9.0466,0.3172,-8.1947,1.9341,0.0,0.0896,0.308,0.2187,0.0,0.0,0.0,0.0,47.0588,62.284,99.4187,84.2349,47.0588,47.0588,47.0588,47.0588
43,0.645,0.3323,0.5949,0.1519,0.0,72.1865,46.3601,36.7816,19.883,0.8448,0.5493,9.1451,0.4067,-5.3597,1.8082,0.0,0.1264,0.3086,0.1727,0.0,0.0,0.0,0.0,46.3601,67.85,98.8199,75.716,46.3601,46.3601,46.3601,46.3601
44,0.66,0.3105,0.5946,0.1535,0.0,71.3421,45.2554,39.6552,25.731,0.8419,0.5458,9.3008,0.5087,-6.5442,1.6471,0.0,0.1547,0.3115,0.1476,0.0,0.0,0.0,0.0,45.2554,71.5517,98.2083,70.3533,45.2554,45.2554,45.2554,45.2554
45,0.675,0.2782,0.5966,0.1592,0.0,70.8062,43.74,40.2299,22.807,0.8405,0.5372,9.4352,0.4141,-9.8962,1.6835,0.0011,0.1734,0.3083,0.154,0.0,0.0,0.0,0.0,43.9288,73.2135,96.157,69.9254,43.74,43.74,43.74,43.74
46,0.69,0.2622,0.5982,0.168,0.0,71.5766,43.0199,38.5057,21.0526,0.8357,0.526,9.4999,0.3011,-13.9348,1.771,0.0475,0.1958,0.3118,0.1168,0.0,0.0,0.0,0.0,51.0939,76.3141,96.0221,62.8762,43.0199,43.0199,43.0199,43.0199
47,0.705,0.2584,0.5987,0.1701,0.0,71.7726,42.8552,36.7816,15.7895,0.8281,0.506,9.7107,0.1189,-13.0276,1.9032,0.092,0.2198,0.2958,0.0728,0.0,0.0,0.0,0.0,58.5016,80.2157,93.1465,55.2267,42.8552,42.8552,42.8552,42.8552
48,0.72,0.266,0.5973,0.1656,0.0,71.3218,43.1666,35.0575,19.883,0.8178,0.4956,9.8708,0.1613,-10.869,1.8432,0.1309,0.2417,0.2465,0.0434,0.0,0.0,0.0,0.0,65.4127,84.2492,85.0753,50.5499,43.1666,43.1666,43.1666,43.1666
49,0.735,0.272,0.5956,0.1618,0.0,70.889,43.3797,31.6092,23.3918,0.8018,0.4928,9.9782,0.2419,-8.4023,1.7582,0.1666,0.2636,0.2019,0.0152,0.0,0.0,0.0,0.0,71.6993,88.1858,77.7052,45.9658,43.3797,43.3797,43.3797,43.3797
50,0.75,0.2754,0.5956,0.1621,0.0,71.1082,43.5488,32.7586,20.4678,0.7895,0.4848,10.1806,0.3158,-10.7274,1.6939,0.1938,0.2826,0.172,0.0,0.0,0.0,0.0,0.0,76.4922,91.5982,72.7936,43.5488,43.5488,43.5488,43.5488,43.5488
51,0.765,0.2833,0.5973,0.1627,0.0,71.6809,44.0279,41.3793,24.5614,0.7952,0.4853,10.2274,0.1604,-16.2782,1.8536,0.2233,0.2947,0.1327,0.0,0.0,0.0,0.0,0.0,81.9841,94.1252,66.5862,44.0279,44.0279,44.0279,44.0279,44.0279
52,0.78,0.2956,0.5986,0.161,0.0,72.0796,44.7115,43.1034,21.0526,0.8038,0.4791,10.3441,0.0502,-16.6994,1.98,0.2551,0.2907,0.0981,0.0,0.0,0.0,0.0,0.0,88.0848,94.1252,61.3969,44.7115,44.7115,44.7115,44.7115,44.7115
53,0.795,0.3116,0.5986,0.1547,0.0,71.8133,45.5107,37.931,23.9766,0.8015,0.479,10.5665,-0.0917,-16.6381,2.1671,0.2815,0.2654,0.072,0.0,0.0,0.0,0.0,0.0,93.3588,90.6294,57.7542,45.5107,45.5107,45.5107,45.5107,45.5107
54,0.81,0.3313,0.5963,0.1446,0.0,70.9638,46.38,32.7586,21.6374,0.7892,0.4745,10.6676,-0.0233,-13.9454,2.1306,0.3036,0.2248,0.0501,0.0,0.0,0.0,0.0,0.0,97.9843,84.5891,54.9018,46.38,46.38,46.38,46.38,46.38
55,0.825,0.3474,0.5958,0.1378,0.0,70.5877,47.1621,39.6552,22.807,0.7916,0.4726,10.8068,0.0304,-15.3631,2.1285,0.3227,0.1967,0.0318,0.0,0.0,0.0,0.0,0.0,102.0156,80.607,52.5662,47.1621,47.1621,47.1621,47.1621,47.1621
56,0.84,0.3648,0.5976,0.1304,0.0,70.2826,48.1196,36.7816,20.4678,0.7882,0.4665,10.9338,-0.0445,-17.8866,2.2477,0.3382,0.1639,0.0194,0.0,0.0,0.0,0.0,0.0,105.6132,75.9796,51.4181,48.1196,48.1196,48.1196,48.1196,48.1196
