cycle,t_sec,contact_l0,contact_l1,contact_l2,contact_r0,contact_r1,contact_r2,n_contacts,fb_rate_left_hz,fb_rate_right_hz,p9_spikes_left,p9_spikes_right,p9_left_hz,p9_right_hz,p9_left_hz_ema,p9_right_hz_ema,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,thorax_z_mm,cpg_phase_0,cpg_phase_3,perturbed,heading_deg
176,2.64,0,1,1,1,0,1,4,206.7,206.7,1,2,66.7,133.3,47.62,112.12,0.6211,0.9343,13.1135,4.4729,1.134,2.4517,5.5933,0,-132.29
177,2.655,1,1,1,1,0,1,5,300.0,206.7,1,1,66.7,66.7,50.27,105.79,0.6557,0.8816,12.9673,4.4274,1.0386,3.5827,0.4411,0,-132.06
178,2.67,1,0,1,0,1,0,3,206.7,113.3,1,2,66.7,133.3,52.56,109.62,0.6855,0.9135,12.7892,4.3141,1.0854,4.7136,1.5721,0,-130.13
179,2.685,1,0,1,0,1,1,4,206.7,206.7,1,2,66.7,133.3,54.52,112.93,0.7112,0.9411,12.8287,4.161,1.1505,5.8446,2.703,0,-124.62
180,2.7,1,0,1,0,1,1,4,206.7,206.7,0,1,0.0,66.7,46.93,106.48,0.6121,0.8874,12.8094,3.924,1.0951,0.6924,3.834,0,-124.23
181,2.715,0,1,1,1,0,1,4,206.7,206.7,0,2,0.0,133.3,40.39,110.22,0.5268,0.9185,12.6706,3.7164,1.114,1.8234,4.965,0,-125.72
182,2.73,1,1,0,1,0,1,4,206.7,206.7,0,2,0.0,133.3,34.76,113.44,0.4534,0.9453,12.5293,3.7084,1.1031,2.9544,6.0959,0,-128.46
183,2.745,1,1,1,1,0,1,5,300.0,206.7,1,1,66.7,66.7,39.21,106.93,0.5114,0.8911,12.3197,3.6668,1.0573,4.0853,0.9437,0,-127.34
184,2.76,1,0,1,0,1,1,4,206.7,206.7,0,1,0.0,66.7,33.75,101.32,0.4402,0.8443,12.3589,3.5031,1.1583,5.2163,2.0747,0,-122.42
185,2.775,1,0,1,0,1,1,4,206.7,206.7,1,2,66.7,133.3,38.33,105.78,0.5,0.8815,12.4041,3.3741,1.1548,0.0641,3.2057,0,-118.51
186,2.79,0,1,1,0,0,1,3,206.7,113.3,0,1,0.0,66.7,32.99,100.33,0.4303,0.8361,12.38,3.0559,1.111,1.1951,4.3367,0,-118.56
187,2.805,0,1,1,1,0,1,4,206.7,206.7,1,0,66.7,0.0,37.68,86.35,0.4915,0.7196,12.2409,3.0015,1.1519,2.326,5.4676,0,-121.54
188,2.82,1,1,1,1,0,1,5,300.0,206.7,1,2,66.7,133.3,41.72,92.9,0.5442,0.7742,12.1087,2.9696,1.0436,3.457,0.3154,0,-123.88
189,2.835,1,0,1,0,1,1,4,206.7,206.7,0,2,0.0,133.3,35.91,98.53,0.4684,0.8211,11.9301,2.8596,1.0485,4.588,1.4464,0,-121.4
190,2.85,1,0,1,0,1,1,4,206.7,206.7,1,1,66.7,66.7,40.19,94.09,0.5243,0.7841,11.9999,2.7336,1.1381,5.719,2.5774,0,-116.15
191,2.865,1,1,1,0,1,1,5,300.0,206.7,2,2,133.3,133.3,53.17,99.56,0.6935,0.8297,12.0048,2.5375,1.0758,0.5667,3.7083,0,-115.11
192,2.88,0,1,1,1,0,1,4,206.7,206.7,0,1,0.0,66.7,45.76,94.98,0.5969,0.7915,11.9366,2.3016,1.0965,1.6977,4.8393,0,-116.06
193,2.895,0,1,1,1,0,1,4,206.7,206.7,2,2,133.3,133.3,57.96,100.32,0.756,0.836,11.8055,2.2748,1.1183,2.8287,5.9703,0,-119.1
194,2.91,1,1,1,1,0,1,5,300.0,206.7,0,2,0.0,133.3,49.89,104.92,0.6507,0.8743,11.6315,2.191,1.0569,3.9597,0.8181,0,-118.1
195,2.925,1,0,1,0,1,0,3,206.7,113.3,0,1,0.0,66.7,42.94,99.59,0.5601,0.8299,11.6227,2.0212,1.1358,5.0906,1.949,0,-114.29
196,2.94,1,1,1,0,1,1,5,300.0,206.7,2,1,133.3,66.7,55.53,95.0,0.7243,0.7917,11.6766,1.8856,1.1313,6.2216,3.08,0,-110.24
197,2.955,1,1,1,0,1,1,5,300.0,206.7,2,1,133.3,66.7,66.37,91.06,0.8656,0.7588,11.7312,1.6111,1.0961,1.0694,4.211,0,-110.38
198,2.97,0,1,1,1,0,1,4,206.7,206.7,0,2,0.0,133.3,57.12,96.95,0.7451,0.8079,11.5817,1.5003,1.152,2.2004,5.342,0,-114.38
199,2.985,0,1,1,1,0,1,4,206.7,206.7,2,1,133.3,66.7,67.74,92.73,0.8835,0.7727,11.4289,1.4576,1.093,3.3313,0.1898,0,-117.84
200,3.0,1,1,1,0,1,0,4,300.0,113.3,1,1,66.7,66.7,67.59,89.1,0.8816,0.7425,11.1897,1.2758,1.0838,4.4623,1.3207,0,-115.98
201,3.015,1,0,1,0,1,1,4,206.7,206.7,1,1,66.7,66.7,67.46,85.97,0.8799,0.7164,11.2694,1.1171,1.1507,5.5933,2.4517,0,-110.84
202,3.03,1,1,1,0,1,1,5,300.0,206.7,1,2,66.7,133.3,67.35,92.57,0.8785,0.7714,11.2929,0.9255,1.0709,0.4411,3.5827,0,-109.36
203,3.045,0,1,0,1,0,1,3,113.3,206.7,1,1,66.7,66.7,67.25,88.96,0.8772,0.7414,11.2708,0.6658,1.1017,1.5721,4.7136,0,-111.46
204,3.06,0,1,1,1,0,1,4,206.7,206.7,0,2,0.0,133.3,57.89,95.14,0.755,0.7929,11.1157,0.6309,1.1555,2.703,5.8446,0,-116.11
205,3.075,0,1,1,1,1,1,5,206.7,300.0,2,2,133.3,133.3,68.4,100.46,0.8921,0.8372,10.928,0.5023,1.0913,3.834,0.6924,0,-116.01
206,3.09,1,0,1,0,1,0,3,206.7,113.3,1,1,66.7,66.7,68.15,95.75,0.889,0.798,10.8305,0.2801,1.1353,4.965,1.8234,0,-113.65
207,3.105,1,0,1,0,1,1,4,206.7,206.7,1,2,66.7,133.3,67.95,100.99,0.8863,0.8416,10.9089,0.1366,1.1299,6.0959,2.9544,0,-109.4
208,3.12,1,0,1,1,1,1,5,206.7,300.0,1,1,66.7,66.7,67.77,96.21,0.8839,0.8017,10.9856,-0.1204,1.0925,0.9437,4.0853,0,-109.91
209,3.135,0,1,1,1,0,1,4,206.7,206.7,1,2,66.7,133.3,67.62,101.38,0.8819,0.8448,10.8231,-0.2541,1.1625,2.0747,5.2163,0,-113.81
