cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm,dark_l0,dark_l1,dark_l2,dark_l3,dark_r0,dark_r1,dark_r2,dark_r3,rate_l0,rate_l1,rate_l2,rate_l3,rate_r0,rate_r1,rate_r2,rate_r3
0,0.0,0.6106,0.6074,0.0,0.0366,60.0,65.1289,27.0115,40.3509,0.561,0.7937,3.0891,-0.3783,-3.9902,705.1942,0.0,0.0,0.0,0.0,0.1465,0.0,0.0,0.0,60.0,60.0,60.0,60.0,80.5155,60.0,60.0,60.0
1,0.015,0.6108,0.6053,0.0,0.0494,60.0,66.9198,33.908,32.7485,0.5746,0.7795,3.1711,-0.2572,0.5518,705.0505,0.0,0.0,0.0,0.0,0.1977,0.0,0.0,0.0,60.0,60.0,60.0,60.0,87.6791,60.0,60.0,60.0
2,0.03,0.6097,0.6051,0.0,0.0529,60.0,67.4093,32.1839,43.8596,0.5835,0.7874,3.4271,-0.1168,-0.7661,704.7705,0.0,0.0,0.0,0.0,0.2117,0.0,0.0,0.0,60.0,60.0,60.0,60.0,89.6374,60.0,60.0,60.0
3,0.045,0.6071,0.6067,0.0,0.0353,60.0,64.9478,28.7356,41.5205,0.5848,0.7902,3.5645,-0.2259,-4.0029,704.7512,0.0,0.0,0.0,0.0,0.1414,0.0,0.0,0.0,60.0,60.0,60.0,60.0,79.7912,60.0,60.0,60.0
4,0.06,0.6043,0.6081,0.0,0.0253,60.0,63.5447,31.6092,40.9357,0.5916,0.7916,3.6651,-0.3368,-6.722,704.759,0.0,0.0,0.0,0.0,0.1013,0.0,0.0,0.0,60.0,60.0,60.0,60.0,74.1789,60.0,60.0,60.0
5,0.075,0.6032,0.607,0.003,0.0294,60.4145,64.1167,26.4368,32.7485,0.5875,0.7776,3.8798,-0.4664,-4.5409,704.6998,0.0118,0.0,0.0,0.0,0.0999,0.0177,0.0,0.0,61.6578,60.0,60.0,60.0,73.9904,62.4765,60.0,60.0
6,0.09,0.6041,0.6051,0.0,0.0377,60.0,65.2832,33.908,37.4269,0.5986,0.7737,3.9723,-0.3291,0.6565,704.5372,0.0,0.0,0.0,0.0,0.1233,0.0276,0.0,0.0,60.0,60.0,60.0,60.0,77.262,63.8708,60.0,60.0
7,0.105,0.6046,0.6043,0.0,0.0535,60.0,67.4967,31.6092,44.4444,0.6041,0.7832,4.1349,-0.2389,1.466,704.3587,0.0,0.0,0.0,0.0,0.1739,0.0403,0.0,0.0,60.0,60.0,60.0,60.0,84.3504,65.6363,60.0,60.0
8,0.12,0.6038,0.6048,0.0,0.0456,60.0,66.3777,28.1609,39.1813,0.6023,0.782,4.3839,-0.1745,0.5842,704.1377,0.0,0.0,0.0,0.0,0.1514,0.0308,0.0,0.0,60.0,60.0,60.0,60.0,81.198,64.3126,60.0,60.0
9,0.135,0.6009,0.6071,0.0112,0.0201,61.5693,62.8116,39.0805,33.3333,0.6222,0.77,4.471,-0.2803,-3.0045,704.1515,0.0448,0.0,0.0,0.0,0.0677,0.0127,0.0,0.0,66.277,60.0,60.0,60.0,69.4734,61.7728,60.0,60.0
