cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm,dark_l0,dark_l1,dark_l2,dark_l3,dark_r0,dark_r1,dark_r2,dark_r3,rate_l0,rate_l1,rate_l2,rate_l3,rate_r0,rate_r1,rate_r2,rate_r3
0,0.0,0.0218,0.0367,0.0094,0.0062,4.5297,3.9846,10.3448,22.2222,0.2148,0.4371,3.0584,-0.3695,-4.1004,7.3349,0.0,0.0,0.0199,0.0178,0.0,0.0,0.0,0.0248,2.9286,2.9286,6.3147,5.9469,2.9286,2.9286,2.9286,7.1529
1,0.015,0.0211,0.0332,0.0084,0.0058,4.1428,3.707,1.1494,1.7544,0.1967,0.3988,3.1033,-0.2678,-0.5966,7.26,0.0,0.0,0.0183,0.0153,0.0,0.0,0.0,0.0233,2.7153,2.7153,5.83,5.3108,2.7153,2.7153,2.7153,6.6821
2,0.03,0.0208,0.0306,0.0077,0.0056,3.8727,3.5226,2.2989,1.7544,0.1825,0.3641,3.3074,-0.1587,-1.5916,7.0321,0.0,0.0,0.0176,0.0131,0.0,0.0,0.0,0.0224,2.5704,2.5704,5.5589,4.791,2.5704,2.5704,2.5704,6.3792
3,0.045,0.0217,0.0287,0.0066,0.0057,3.6378,3.4838,1.1494,1.7544,0.1674,0.3328,3.3741,-0.2415,-2.8746,6.9948,0.0,0.0,0.0148,0.0116,0.0,0.0,0.0005,0.0223,2.5163,2.5163,5.0354,4.4832,2.5163,2.5163,2.5972,6.3054
4,0.06,0.0211,0.0262,0.0055,0.0058,3.3002,3.3486,1.7241,5.2632,0.1549,0.311,3.4344,-0.3003,-4.1741,6.9569,0.0,0.0,0.0125,0.0095,0.0,0.0,0.002,0.0212,2.3646,2.3646,4.4972,3.9744,2.3646,2.3646,2.7016,5.9635
5,0.075,0.0211,0.0251,0.0052,0.0061,3.1845,3.3405,0.5747,3.5088,0.1413,0.2879,3.5338,-0.3567,-3.1094,6.8823,0.0,0.0,0.0119,0.0087,0.0,0.0,0.0034,0.0209,2.3077,2.3077,4.3379,3.7845,2.3077,2.3077,2.8778,5.8686
6,0.09,0.0213,0.0241,0.005,0.006,3.1166,3.2857,2.2989,4.0936,0.1324,0.2682,3.5677,-0.2912,-0.6271,6.8282,0.0,0.0,0.0118,0.0081,0.0,0.0,0.003,0.0209,2.2698,2.2698,4.2722,3.6545,2.2698,2.2698,2.7869,5.8165
7,0.105,0.0212,0.0226,0.0046,0.0059,2.9747,3.1921,2.8736,1.7544,0.1255,0.246,3.6305,-0.2434,-0.199,6.753,0.0,0.0,0.0116,0.0068,0.0,0.0,0.0033,0.0203,2.1899,2.1899,4.1651,3.354,2.1899,2.1899,2.744,5.6444
8,0.12,0.0216,0.0218,0.0044,0.0063,2.9186,3.2392,2.8736,1.7544,0.1192,0.2258,3.7143,-0.2225,0.0104,6.667,0.0,0.0,0.0115,0.006,0.0,0.0,0.0047,0.0204,2.1725,2.1725,4.1307,3.1985,2.1725,2.1725,2.9782,5.6334
9,0.135,0.0216,0.0212,0.0039,0.0066,2.8059,3.2578,1.1494,0.5848,0.1101,0.2054,3.7418,-0.2487,-0.8946,6.65,0.0,0.0,0.0107,0.005,0.0,0.0,0.0062,0.0202,2.1376,2.1376,3.959,2.9893,2.1376,2.1376,3.1881,5.5678
10,0.15,0.0214,0.0205,0.0036,0.0068,2.7109,3.2525,1.1494,2.924,0.1019,0.1914,3.7686,-0.2864,-0.1612,6.6377,0.0,0.0,0.0104,0.0041,0.0,0.0,0.0073,0.0199,2.0945,2.0945,3.8571,2.7973,2.0945,2.0945,3.3419,5.4791
11,0.165,0.0216,0.0204,0.0036,0.0069,2.7074,3.2687,1.1494,5.2632,0.0945,0.183,3.8088,-0.2688,0.5756,6.5938,0.0,0.0,0.0103,0.004,0.0,0.0,0.0074,0.0201,2.1009,2.1009,3.8549,2.7731,2.1009,2.1009,3.3522,5.5208
12,0.18,0.0217,0.0196,0.0034,0.0068,2.6423,3.2242,1.7241,5.848,0.0889,0.1765,3.8295,-0.2371,1.6807,6.5635,0.0,0.0,0.0102,0.0033,0.0,0.0,0.0073,0.0199,2.0676,2.0676,3.8095,2.6243,2.0676,2.0676,3.31,5.4514
13,0.195,0.022,0.019,0.0033,0.0069,2.6064,3.2216,2.8736,5.2632,0.0861,0.1696,3.8634,-0.2048,2.3121,6.5207,0.0,0.0,0.0105,0.0026,0.0,0.0,0.0078,0.0198,2.049,2.049,3.8306,2.497,2.049,2.049,3.3732,5.4151
14,0.21,0.0222,0.0188,0.0031,0.0071,2.5692,3.2521,2.8736,7.6023,0.0836,0.1677,3.9079,-0.204,1.8088,6.4786,0.0,0.0,0.0102,0.0021,0.0,0.0,0.0085,0.0198,2.0466,2.0466,3.7768,2.4068,2.0466,2.0466,3.4996,5.4157
15,0.225,0.022,0.0185,0.0029,0.0072,2.5125,3.2556,4.023,4.6784,0.0836,0.1605,3.9284,-0.2235,1.5367,6.4659,0.0,0.0,0.0099,0.0015,0.0,0.0,0.0092,0.0197,2.0275,2.0275,3.7162,2.2791,2.0275,2.0275,3.596,5.3717
