cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm
0,0.0,0.5834,0.6073,0.0,0.0,60.0,60.0,34.4828,38.0117,0.6849,0.7305,3.0984,-0.3835,-4.1831,9.523
1,0.015,0.5835,0.6052,0.0,0.0087,60.0,61.2246,32.7586,31.5789,0.6816,0.7188,3.1884,-0.2654,0.2659,9.3972
2,0.03,0.5817,0.6048,0.0,0.0125,60.0,61.7513,35.0575,33.9181,0.683,0.7124,3.4366,-0.1254,-1.289,9.1159
3,0.045,0.578,0.6064,0.0,0.0,60.0,60.0,28.7356,35.6725,0.6723,0.7099,3.5621,-0.2499,-4.9643,9.0422
4,0.06,0.5749,0.6076,0.0,0.0,60.0,60.0,33.908,35.6725,0.6724,0.7076,3.6677,-0.3628,-7.961,8.9853
5,0.075,0.5737,0.6066,0.0,0.0,60.0,60.0,29.8851,38.5965,0.6649,0.7108,3.8982,-0.5052,-6.2236,8.8275
6,0.09,0.5747,0.6044,0.0,0.0162,60.0,62.2676,33.908,35.6725,0.6657,0.7084,3.9988,-0.379,-1.4916,8.6854
7,0.105,0.5748,0.6032,0.0,0.0283,60.0,63.962,32.1839,30.4094,0.6632,0.6966,4.1639,-0.296,-0.4381,8.5011
8,0.12,0.5729,0.6034,0.0029,0.0259,60.4105,63.625,37.3563,33.3333,0.6707,0.6913,4.3915,-0.2458,-1.9377,8.2719
9,0.135,0.5691,0.6053,0.042,0.0072,65.8824,61.0039,36.2069,34.5029,0.6753,0.6886,4.4705,-0.3593,-5.9042,8.2449
10,0.15,0.568,0.6061,0.0538,0.0,67.5303,60.0,39.6552,29.2398,0.686,0.6766,4.6268,-0.4836,-5.5772,8.1547
11,0.165,0.5693,0.6057,0.0399,0.0031,65.5796,60.4295,35.0575,30.9942,0.687,0.6689,4.8185,-0.4763,-3.4878,7.9786
12,0.18,0.5707,0.6034,0.025,0.026,63.5047,63.6426,28.7356,28.0702,0.6759,0.6565,4.9149,-0.3862,0.0428,7.8527
13,0.195,0.5702,0.6027,0.0309,0.0332,64.3277,64.6523,29.8851,29.8246,0.6681,0.6486,5.1002,-0.253,-0.6678,7.6281
14,0.21,0.5674,0.6044,0.0598,0.0162,68.3701,62.2638,37.3563,43.8596,0.6751,0.6671,5.2402,-0.347,-3.7527,7.543
15,0.225,0.5644,0.6058,0.0914,0.0024,72.8008,60.3363,41.954,36.8421,0.6901,0.671,5.3276,-0.4465,-7.1435,7.5099
16,0.24,0.563,0.6059,0.1061,0.0012,74.8569,60.1654,39.6552,35.0877,0.6994,0.6713,5.5455,-0.5956,-5.6694,7.3884
17,0.255,0.5639,0.6041,0.0965,0.019,73.509,62.6633,37.931,33.9181,0.7045,0.6695,5.6588,-0.4848,-1.6023,7.2357
18,0.27,0.5641,0.6027,0.0946,0.0334,73.25,64.6723,45.4023,30.4094,0.7233,0.6614,5.7969,-0.4042,0.3988,7.0759
19,0.285,0.5617,0.6024,0.1198,0.0361,76.7658,65.049,46.5517,40.3509,0.7425,0.6722,6.0254,-0.319,-1.2613,6.8346
20,0.3,0.5574,0.6039,0.1651,0.0214,83.1082,62.989,40.2299,26.9006,0.7478,0.6575,6.1038,-0.446,-5.7655,6.8294
21,0.315,0.5559,0.6045,0.1806,0.015,85.2876,62.107,45.4023,26.3158,0.7625,0.643,6.2619,-0.5554,-6.2173,6.7503
22,0.33,0.5563,0.604,0.1758,0.0207,84.6093,62.9027,44.8276,32.7485,0.7746,0.6417,6.4848,-0.6028,-4.5887,6.5877
23,0.345,0.5583,0.6013,0.1551,0.0471,81.7154,66.5877,46.5517,32.7485,0.7889,0.6406,6.5827,-0.5093,-1.2495,6.4546
24,0.36,0.5582,0.6006,0.1568,0.0544,81.946,67.6213,47.1264,43.2749,0.8029,0.6587,6.7497,-0.3894,-1.7433,6.2493
25,0.375,0.5563,0.6022,0.1766,0.0378,84.7271,65.2852,43.1034,33.9181,0.808,0.6581,6.9117,-0.468,-4.8692,6.1577
26,0.39,0.5531,0.6039,0.2098,0.0215,89.3746,63.0103,54.5977,30.4094,0.8343,0.6511,6.9941,-0.5785,-8.8643,6.1534
27,0.405,0.5522,0.6043,0.2195,0.0173,90.7239,62.4271,41.954,31.5789,0.8342,0.6469,7.2142,-0.7515,-7.955,6.0809
28,0.42,0.5538,0.6029,0.2025,0.0311,88.3499,64.3504,50.5747,29.2398,0.8504,0.6388,7.3709,-0.6698,-4.5335,5.9073
29,0.435,0.555,0.6009,0.1898,0.051,86.5772,67.1426,50.5747,37.4269,0.865,0.6465,7.4909,-0.5778,-1.7465,5.7561
30,0.45,0.5528,0.6006,0.2133,0.0539,89.8588,67.5521,47.7011,35.0877,0.8729,0.6491,7.7304,-0.4726,-3.9335,5.5035
31,0.465,0.5483,0.6021,0.26,0.039,96.4025,65.4667,52.8736,35.0877,0.8897,0.6515,7.8057,-0.632,-9.4657,5.5483
32,0.48,0.5466,0.6031,0.2777,0.0291,98.8757,64.0795,55.1724,33.3333,0.9093,0.6505,7.9601,-0.7497,-10.5006,5.5119
33,0.495,0.5462,0.6024,0.2817,0.0364,99.4355,65.0899,55.1724,36.8421,0.9271,0.656,8.2259,-0.8675,-9.5656,5.4038
34,0.51,0.5484,0.5994,0.2585,0.066,96.1954,69.2448,53.4483,38.5965,0.9399,0.6641,8.3402,-0.767,-5.9162,5.252
35,0.525,0.5481,0.5984,0.2621,0.0753,96.6999,70.5436,45.4023,35.0877,0.9362,0.6651,8.5179,-0.6712,-7.0144,5.0599
36,0.54,0.545,0.5999,0.2943,0.061,101.1958,68.535,51.7241,30.9942,0.9449,0.6585,8.6981,-0.7404,-10.0824,4.9893
37,0.555,0.5406,0.6014,0.3406,0.0457,107.6825,66.4033,48.8506,34.5029,0.9473,0.6589,8.7666,-0.8712,-14.7363,5.0439
38,0.57,0.5394,0.6018,0.3536,0.0417,109.5069,65.844,54.023,33.9181,0.9593,0.6583,8.9781,-1.0741,-13.8693,5.0725
