cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm
0,0.0,0.6114,0.5622,0.0,0.1559,60.0,81.8219,32.1839,39.1813,0.6386,0.7455,2.7686,-0.0707,2.0602,9.6851
1,0.015,0.6098,0.5636,0.0,0.1414,60.0,79.7961,31.6092,38.0117,0.6375,0.7434,3.0319,0.0301,0.4478,9.4662
2,0.03,0.6067,0.5667,0.0,0.1092,60.0,75.2915,29.3103,54.386,0.6322,0.7712,3.128,-0.101,-4.2446,9.3336
3,0.045,0.6044,0.5681,0.0,0.0951,60.0,73.3072,33.908,44.4444,0.6361,0.7783,3.2949,-0.2128,-4.3116,9.1404
4,0.06,0.6034,0.5668,0.0,0.1085,60.0,75.1893,32.1839,33.3333,0.6363,0.7646,3.499,-0.2429,-2.2403,8.937
5,0.075,0.6043,0.5643,0.0,0.1344,60.0,78.8153,29.3103,45.0292,0.6311,0.7733,3.5873,-0.1321,2.0936,8.8881
6,0.09,0.6047,0.5644,0.0,0.1329,60.0,78.6104,31.6092,44.4444,0.6307,0.7802,3.7794,0.0053,1.8481,8.7527
7,0.105,0.6038,0.5665,0.0,0.1117,60.0,75.6338,33.908,50.2924,0.6347,0.797,3.9785,-0.0358,-0.2594,8.5517
8,0.12,0.6012,0.5686,0.0,0.0897,60.0,72.5617,31.6092,50.8772,0.634,0.8133,4.0722,-0.1414,-3.7366,8.4275
9,0.135,0.6003,0.5682,0.0,0.0941,60.0,73.1712,33.908,35.0877,0.6377,0.7995,4.2597,-0.2908,-2.3364,8.2007
10,0.15,0.6017,0.5661,0.0,0.1158,60.0,76.2084,36.7816,42.1053,0.6465,0.7996,4.3801,-0.1651,1.995,8.1302
11,0.165,0.6029,0.564,0.0,0.1373,60.0,79.2238,34.4828,47.9532,0.6501,0.8104,4.4912,-0.0677,5.181,8.061
12,0.18,0.603,0.5634,0.0,0.1439,60.0,80.1521,31.0345,43.8596,0.6468,0.8127,4.7583,0.079,4.0968,7.8691
13,0.195,0.601,0.5652,0.0,0.1246,60.0,77.4383,31.6092,42.1053,0.6449,0.8116,4.8706,-0.0345,0.02,7.7215
14,0.21,0.5997,0.5661,0.0,0.116,60.0,76.2367,34.4828,40.9357,0.6487,0.8085,5.0171,-0.1251,-0.6984,7.5516
15,0.225,0.6001,0.5637,0.0,0.1403,60.0,79.6357,32.1839,40.9357,0.6477,0.8057,5.2353,-0.1867,1.3533,7.3264
16,0.24,0.6018,0.5601,0.0,0.1782,60.0,84.9413,29.3103,43.8596,0.6414,0.8084,5.3138,-0.0574,6.1175,7.3051
17,0.255,0.6025,0.56,0.0,0.1795,60.0,85.1358,24.7126,47.9532,0.627,0.8183,5.4908,0.0703,5.951,7.197
18,0.27,0.6018,0.5615,0.0,0.163,60.0,82.8224,30.4598,47.9532,0.6249,0.8273,5.7217,0.0867,4.4758,6.996
19,0.285,0.5989,0.5638,0.0,0.1397,60.0,79.556,31.0345,44.4444,0.624,0.829,5.8218,-0.0125,1.1463,6.8626
20,0.3,0.5981,0.5633,0.0,0.1444,60.0,80.2154,35.0575,41.5205,0.6308,0.8253,5.9956,-0.146,2.2054,6.6482
21,0.315,0.5999,0.5609,0.0,0.1702,60.0,83.8328,27.5862,50.8772,0.6229,0.8389,6.1266,-0.0298,6.0601,6.5817
22,0.33,0.6012,0.5579,0.0,0.2007,60.0,88.0975,33.908,57.3099,0.6276,0.8628,6.2091,0.0818,9.9574,6.5599
23,0.345,0.6014,0.5571,0.0,0.2088,60.0,89.2294,23.5632,39.1813,0.6124,0.8517,6.464,0.2571,8.6999,6.4231
24,0.36,0.5995,0.5584,0.0,0.1953,60.0,87.3438,36.7816,43.2749,0.6236,0.849,6.6049,0.169,5.176,6.257
25,0.375,0.5979,0.5592,0.0,0.1874,60.0,86.2373,33.908,53.2164,0.6283,0.8646,6.7389,0.0822,3.4039,6.0975
26,0.39,0.5981,0.5558,0.0,0.2227,60.0,91.1721,29.8851,53.2164,0.6249,0.8787,6.9696,0.0016,5.6202,5.8579
