cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm
0,0.0,0.6106,0.6073,0.0,0.0,60.0,60.0,25.8621,37.4269,0.5371,0.7362,3.0861,-0.3783,-4.0473,705.1964
1,0.015,0.6108,0.6052,0.0,0.0082,60.0,61.1526,35.0575,32.7485,0.5553,0.7274,3.1669,-0.2599,0.3638,705.0554
2,0.03,0.6097,0.605,0.0,0.0104,60.0,61.4622,32.7586,35.0877,0.5672,0.7239,3.4158,-0.1234,-0.9623,704.7831
3,0.045,0.6071,0.6067,0.0,0.0,60.0,60.0,29.8851,38.0117,0.5723,0.7262,3.5455,-0.233,-4.1609,704.7696
4,0.06,0.6043,0.6079,0.0,0.0,60.0,60.0,33.3333,36.8421,0.5837,0.726,3.6425,-0.3402,-6.801,704.7773
5,0.075,0.6033,0.6069,0.0,0.0,60.0,60.0,29.8851,30.4094,0.5872,0.7139,3.8529,-0.4671,-4.8273,704.7192
6,0.09,0.6042,0.6049,0.0,0.0112,60.0,61.565,31.6092,36.2573,0.5938,0.7138,3.9449,-0.3396,0.002,704.564
7,0.105,0.6047,0.6039,0.0,0.0208,60.0,62.9061,29.3103,36.2573,0.5952,0.7137,4.1023,-0.256,0.8398,704.3937
8,0.12,0.604,0.6043,0.0,0.017,60.0,62.3769,27.0115,30.4094,0.5919,0.7027,4.3304,-0.1998,-0.1902,704.1932
9,0.135,0.6015,0.6063,0.0,0.0,60.0,60.0,37.3563,30.4094,0.6094,0.6928,4.4118,-0.3014,-3.7643,704.2082
10,0.15,0.6007,0.6071,0.0,0.0,60.0,60.0,33.3333,33.3333,0.6173,0.6893,4.5505,-0.4161,-3.485,704.1921
11,0.165,0.6021,0.6069,0.0,0.0,60.0,60.0,30.4598,33.3333,0.6188,0.6861,4.7246,-0.3972,-1.1994,704.0561
12,0.18,0.6038,0.6046,0.0,0.0145,60.0,62.0232,28.1609,35.6725,0.6155,0.6875,4.8148,-0.3081,2.358,703.9294
13,0.195,0.6042,0.604,0.0,0.0201,60.0,62.8172,24.1379,32.1637,0.6047,0.6823,4.9982,-0.1747,1.7744,703.7055
