cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm
0,0.0,0.6041,0.6011,0.0005,0.0119,60.0734,61.6721,32.7586,33.3333,0.6818,0.646,2.8871,0.0108,3.6042,705.0606
1,0.015,0.6061,0.5995,0.0,0.0279,60.0,63.9084,35.0575,33.9181,0.6864,0.6471,2.9611,0.1322,8.0969,704.9223
2,0.03,0.6067,0.5995,0.0,0.0274,60.0,63.8419,33.908,40.3509,0.6882,0.6599,3.1325,0.2776,7.1473,704.6984
3,0.045,0.6059,0.6019,0.0,0.0043,60.0,60.6072,33.3333,25.1462,0.6887,0.6435,3.3119,0.2477,5.1075,704.5931
4,0.06,0.6036,0.604,0.0056,0.0,60.7849,60.0,41.954,30.9942,0.7063,0.6394,3.4088,0.1529,1.0124,704.592
5,0.075,0.6027,0.6048,0.0143,0.0,62.0032,60.0,30.4598,27.4854,0.6994,0.6293,3.6161,0.0178,1.9056,704.5418
6,0.09,0.6044,0.6039,0.0,0.0,60.0,60.0,27.5862,29.8246,0.6875,0.6244,3.752,0.1211,4.9428,704.3727
7,0.105,0.6058,0.6021,0.0,0.002,60.0,60.2796,33.3333,28.655,0.6881,0.6178,3.8378,0.2242,8.2058,704.2392
8,0.12,0.6057,0.6015,0.0,0.008,60.0,61.1197,30.4598,28.655,0.6829,0.6119,4.0498,0.3725,6.4503,703.9846
9,0.135,0.6039,0.6029,0.0024,0.0,60.3413,60.0,33.3333,32.7485,0.684,0.614,4.1496,0.253,2.1296,703.9991
10,0.15,0.6026,0.6039,0.0149,0.0,62.0801,60.0,34.4828,28.655,0.6872,0.6084,4.2947,0.1785,0.426,703.9498
11,0.165,0.6026,0.6031,0.015,0.0,62.1002,60.0,28.7356,28.655,0.6787,0.6034,4.5228,0.1057,1.6022,703.8409
12,0.18,0.6045,0.6007,0.0,0.016,60.0,62.2468,36.7816,35.6725,0.687,0.6118,4.6007,0.2166,5.4685,703.7073
13,0.195,0.6053,0.5998,0.0,0.025,60.0,63.4943,33.908,32.7485,0.6888,0.6139,4.7401,0.3205,5.3778,703.5354
14,0.21,0.6049,0.6007,0.0,0.0154,60.0,62.1514,31.0345,32.7485,0.6847,0.6159,4.9248,0.3382,3.448,703.3928
