cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm
0,0.0,0.6021,0.5344,0.0,0.2883,100.0,186.4871,0.0,133.3333,0.0,1.0,2.9287,-0.2101,-5.0966,9.4907
1,0.015,0.6006,0.538,0.0,0.2498,100.0,174.9294,0.0,133.3333,0.0,1.0,3.1323,-0.1786,-3.0741,9.3057
2,0.03,0.5993,0.5417,0.0,0.21,100.0,162.9979,0.0,66.6667,0.0,1.0,3.1951,-0.289,-7.1283,9.2128
3,0.045,0.5965,0.5444,0.0,0.1812,100.0,154.3478,0.0,66.6667,0.0,1.0,3.297,-0.3604,-3.8898,9.0945
4,0.06,0.5958,0.5448,0.0,0.1775,100.0,153.2391,0.0,66.6667,0.0,1.0,3.36,-0.3078,0.6858,9.0497
5,0.075,0.598,0.5465,0.0,0.1592,100.0,147.7566,0.0,133.3333,0.0,1.0,3.3889,-0.1761,4.969,9.0624
6,0.09,0.5989,0.5508,0.0,0.1124,100.0,133.7331,0.0,66.6667,0.0,1.0,3.6234,-0.0208,7.9217,8.8907
7,0.105,0.5976,0.5546,0.0,0.0718,100.0,121.5411,0.0,0.0,0.0,1.0,3.7642,-0.0264,8.983,8.7562
8,0.12,0.5963,0.5582,0.0,0.0335,100.0,110.0619,0.0,0.0,0.0,1.0,3.8191,-0.0898,8.3328,8.6831
9,0.135,0.5959,0.559,0.0,0.0247,100.0,107.4131,66.6667,0.0,0.0875,1.0,3.8863,-0.1347,12.8793,8.6048
10,0.15,0.5972,0.5594,0.0,0.0206,100.0,106.172,0.0,66.6667,0.0792,1.0,3.8636,0.0363,19.0958,8.6844
11,0.165,0.598,0.5622,0.0,0.0,100.0,100.0,0.0,0.0,0.0717,1.0,3.9452,0.1484,21.4422,8.6483
12,0.18,0.599,0.563,0.0,0.0,100.0,100.0,66.6667,0.0,0.1524,1.0,4.1451,0.3347,25.4161,8.5335
13,0.195,0.5971,0.5668,0.0,0.0,100.0,100.0,66.6667,0.0,0.2254,1.0,4.2343,0.3143,24.2346,8.4434
14,0.21,0.5959,0.5688,0.0,0.0,100.0,100.0,0.0,0.0,0.204,1.0,4.297,0.2893,28.9515,8.3759
15,0.225,0.5982,0.5671,0.0,0.0,100.0,100.0,133.3333,0.0,0.3596,1.0,4.3684,0.3636,31.8453,8.34
16,0.24,0.5992,0.5665,0.0,0.0,100.0,100.0,66.6667,0.0,0.4129,1.0,4.3532,0.4922,36.7066,8.4065
17,0.255,0.6001,0.5685,0.0,0.0,100.0,100.0,66.6667,0.0,0.4612,0.9451,4.4528,0.7228,38.2345,8.4154
18,0.27,0.5988,0.571,0.0,0.0,100.0,100.0,0.0,0.0,0.4173,0.8552,4.6218,0.8383,37.5989,8.3169
19,0.285,0.5966,0.5741,0.0,0.0,100.0,100.0,66.6667,0.0,0.4651,0.7738,4.7229,0.8054,35.3663,8.212
20,0.3,0.596,0.5748,0.0,0.0,100.0,100.0,66.6667,0.0,0.5084,0.7002,4.8844,0.7906,37.1749,8.0623
21,0.315,0.5979,0.574,0.0,0.0,100.0,100.0,66.6667,0.0,0.5475,0.6335,4.8757,0.9486,43.0081,8.1454
22,0.33,0.5998,0.5725,0.0,0.0,100.0,100.0,66.6667,66.6667,0.583,0.7205,4.8909,1.0832,45.0153,8.1983
23,0.345,0.6005,0.5723,0.0,0.0,100.0,100.0,66.6667,0.0,0.615,0.6519,4.9821,1.3258,45.2882,8.244
24,0.36,0.5989,0.5743,0.0,0.0,100.0,100.0,0.0,0.0,0.5565,0.5899,5.1079,1.3101,41.5309,8.1288
25,0.375,0.598,0.5755,0.0,0.0,100.0,100.0,133.3333,0.0,0.6786,0.5338,5.2423,1.3393,41.3747,8.031
26,0.39,0.5987,0.5745,0.0,0.0,100.0,100.0,66.6667,0.0,0.7015,0.483,5.4097,1.4284,42.2639,7.9399
27,0.405,0.6007,0.572,0.0,0.0,100.0,100.0,66.6667,0.0,0.7223,0.437,5.4179,1.5486,45.8089,8.0009
28,0.42,0.6019,0.5708,0.0,0.0,100.0,100.0,66.6667,0.0,0.7411,0.3954,5.4481,1.7139,45.3113,8.0715
29,0.435,0.602,0.5721,0.0,0.0,100.0,100.0,66.6667,0.0,0.7581,0.3578,5.5693,1.7687,42.8048,8.0059
30,0.45,0.6008,0.5733,0.0,0.0,100.0,100.0,0.0,0.0,0.686,0.3237,5.6753,1.7471,39.1247,7.908
31,0.465,0.6011,0.5733,0.0,0.0,100.0,100.0,66.6667,0.0,0.7082,0.2929,5.8914,1.7727,39.3882,7.752
32,0.48,0.6033,0.5708,0.0,0.0,100.0,100.0,0.0,0.0,0.6408,0.2651,5.9509,1.8973,41.0617,7.783
33,0.495,0.6053,0.568,0.0,0.0,100.0,100.0,66.6667,0.0,0.6674,0.2398,5.9576,1.9956,42.7138,7.8401
34,0.51,0.6056,0.567,0.0,0.0,100.0,100.0,66.6667,0.0,0.6914,0.217,5.9853,2.1269,41.4192,7.9033
35,0.525,0.6044,0.5678,0.0,0.0,100.0,100.0,0.0,0.0,0.6256,0.1964,6.0932,2.0725,36.906,7.7859
36,0.54,0.6043,0.5682,0.0,0.0,100.0,100.0,66.6667,0.0,0.6536,0.1777,6.2051,2.0819,36.0394,7.7076
37,0.555,0.6039,0.5675,0.0,0.0,100.0,100.0,66.6667,0.0,0.6789,0.1608,6.4116,2.1406,35.0891,7.5932
38,0.57,0.6058,0.5645,0.0,0.0,100.0,100.0,66.6667,0.0,0.7019,0.1455,6.4367,2.2177,36.3772,7.6273
39,0.585,0.6068,0.5627,0.0,0.0,100.0,100.0,66.6667,0.0,0.7226,0.1316,6.4458,2.2945,33.9587,7.6734
40,0.6,0.6055,0.5644,0.0,0.0,100.0,100.0,66.6667,0.0,0.7414,0.1191,6.5136,2.3127,32.3253,7.6371
41,0.615,0.6044,0.5649,0.0,0.0,100.0,100.0,66.6667,0.0,0.7583,0.1078,6.5939,2.2556,28.6395,7.5397
42,0.63,0.6054,0.5646,0.0,0.0,100.0,100.0,66.6667,0.0,0.7737,0.0975,6.7771,2.263,27.7472,7.4147
43,0.645,0.606,0.5626,0.0,0.0,100.0,100.0,0.0,66.6667,0.7001,0.2355,6.9049,2.3308,26.8856,7.3741
44,0.66,0.6073,0.5602,0.0,0.0118,100.0,103.5543,0.0,133.3333,0.6335,0.5076,6.9206,2.4142,28.9926,7.4238
45,0.675,0.6075,0.5591,0.0,0.0243,100.0,107.3004,66.6667,66.6667,0.6607,0.6066,6.9558,2.5185,27.491,7.4764
