cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm,dark_l0,dark_l1,dark_l2,dark_l3,dark_r0,dark_r1,dark_r2,dark_r3,rate_l0,rate_l1,rate_l2,rate_l3,rate_r0,rate_r1,rate_r2,rate_r3
0,0.0,0.6299,0.5774,0.0007,0.2009,60.102,88.1288,33.908,38.5965,0.6966,0.7543,2.9486,-0.2311,-5.9814,705.1888,0.0,0.0,0.0,0.0029,0.5094,0.1783,0.1159,0.0,60.0,60.0,60.0,60.408,131.3187,84.9676,76.2289,60.0
1,0.015,0.6264,0.5805,0.0041,0.1669,60.5722,83.3643,29.3103,45.614,0.6876,0.7674,3.131,-0.2118,-4.93,705.0465,0.0,0.0,0.0,0.0163,0.4209,0.1426,0.104,0.0,60.0,60.0,60.0,62.2887,118.93,79.9607,74.5665,60.0
2,0.03,0.6222,0.5833,0.0066,0.1363,60.918,79.0754,26.4368,42.6901,0.6739,0.7737,3.1756,-0.3689,-11.88,705.1266,0.0,0.0,0.0,0.0262,0.337,0.1103,0.0978,0.0,60.0,60.0,60.0,63.672,107.1774,75.4385,73.6857,60.0
3,0.045,0.6199,0.5862,0.0,0.1181,60.0,76.5401,30.4598,39.7661,0.6693,0.7741,3.3334,-0.5016,-10.8784,705.1096,0.0,0.0,0.0,0.0,0.2916,0.1027,0.0783,0.0,60.0,60.0,60.0,60.0,100.8249,74.371,70.9647,60.0
4,0.06,0.6179,0.5874,0.0,0.1035,60.0,74.4941,24.1379,44.4444,0.6528,0.7831,3.5272,-0.5206,-8.6197,704.9866,0.0,0.0,0.0,0.0,0.2457,0.0893,0.079,0.0,60.0,60.0,60.0,60.0,94.403,72.5077,71.0659,60.0
5,0.075,0.6175,0.5873,0.0,0.1053,60.0,74.7403,21.8391,47.3684,0.6334,0.7966,3.6202,-0.4047,-4.2033,704.8388,0.0,0.0,0.0,0.0,0.254,0.0917,0.0754,0.0,60.0,60.0,60.0,60.0,95.5621,72.837,70.5621,60.0
6,0.09,0.6166,0.5888,0.0,0.0977,60.0,73.6831,27.0115,35.6725,0.6259,0.7872,3.8445,-0.282,-4.8608,704.5938,0.0,0.0,0.0,0.0,0.255,0.0823,0.0537,0.0,60.0,60.0,60.0,60.0,95.6974,71.5153,67.5196,60.0
7,0.105,0.6141,0.592,0.0,0.0647,60.0,69.0614,36.7816,42.1053,0.6382,0.7906,3.9831,-0.3887,-7.8788,704.5719,0.0,0.0,0.0,0.0,0.1765,0.0538,0.0286,0.0,60.0,60.0,60.0,60.0,84.7145,67.5319,63.9993,60.0
8,0.12,0.6107,0.5949,0.0046,0.0399,60.6434,65.5888,26.4368,38.0117,0.6292,0.786,4.0594,-0.4999,-11.1227,704.5972,0.0009,0.0175,0.0,0.0,0.1095,0.0488,0.0014,0.0,60.1294,62.4443,60.0,60.0,75.3304,66.8307,60.1941,60.0
9,0.135,0.6092,0.596,0.0216,0.0357,63.0233,64.9978,28.7356,39.7661,0.6255,0.7852,4.2662,-0.6541,-8.8349,704.5612,0.0555,0.0309,0.0,0.0,0.0819,0.0608,0.0,0.0,67.7637,64.3293,60.0,60.0,71.473,68.5181,60.0,60.0
10,0.15,0.6097,0.596,0.012,0.0328,61.6801,64.59,31.6092,46.7836,0.6278,0.7975,4.3819,-0.5294,-4.021,704.3912,0.0347,0.0133,0.0,0.0,0.0757,0.0555,0.0,0.0,64.863,61.8573,60.0,60.0,70.5933,67.7668,60.0,60.0
11,0.165,0.6101,0.5961,0.0198,0.0436,62.7694,66.1088,36.2069,35.6725,0.6388,0.7879,4.536,-0.4468,-2.1901,704.224,0.059,0.0201,0.0,0.0,0.1172,0.0573,0.0,0.0,68.2633,62.8145,60.0,60.0,76.4131,68.0221,60.0,60.0
12,0.18,0.6089,0.5971,0.0285,0.0333,63.989,64.6586,35.0575,31.5789,0.6466,0.7717,4.7951,-0.3681,-2.9155,703.9859,0.0782,0.0358,0.0,0.0,0.0957,0.0374,0.0,0.0,70.9412,65.0148,60.0,60.0,73.4018,65.2325,60.0,60.0
13,0.195,0.6059,0.6002,0.0498,0.0009,66.9678,60.1244,39.6552,36.8421,0.6625,0.7668,4.8791,-0.4913,-7.1551,704.0144,0.1419,0.0572,0.0,0.0,0.0,0.0036,0.0,0.0,79.8602,68.0112,60.0,60.0,60.0,60.4977,60.0,60.0
14,0.21,0.6044,0.6021,0.0674,0.0,69.4295,60.0,39.6552,22.2222,0.677,0.7351,5.025,-0.6046,-6.956,703.9923,0.202,0.0674,0.0,0.0,0.0,0.0,0.0,0.0,88.2773,69.4409,60.0,60.0,60.0,60.0,60.0,60.0
15,0.225,0.6048,0.6021,0.0631,0.0,68.8365,60.0,37.3563,35.0877,0.6856,0.7304,5.2247,-0.6405,-4.8865,703.8775,0.2024,0.0501,0.0,0.0,0.0,0.0,0.0,0.0,88.3364,67.0097,60.0,60.0,60.0,60.0,60.0,60.0
16,0.24,0.6062,0.6005,0.0486,0.0022,66.8043,60.305,32.1839,33.9181,0.6833,0.724,5.3238,-0.5424,-0.8381,703.7381,0.1619,0.0325,0.0,0.0,0.0087,0.0,0.0,0.0,82.671,64.5463,60.0,60.0,61.2199,60.0,60.0,60.0
17,0.255,0.6063,0.6006,0.0516,0.0084,67.2194,61.1703,37.3563,36.2573,0.6913,0.7225,5.5192,-0.4184,-1.3316,703.5125,0.1621,0.0442,0.0,0.0,0.0334,0.0,0.0,0.0,82.6934,66.1841,60.0,60.0,64.6811,60.0,60.0,60.0
18,0.27,0.605,0.6026,0.0613,0.0,68.5844,60.0,29.3103,35.6725,0.6828,0.7201,5.6981,-0.4836,-3.7659,703.4332,0.1862,0.0559,0.0032,0.0,0.0,0.0,0.0,0.0,86.0623,67.8307,60.4444,60.0,60.0,60.0,60.0,60.0
19,0.285,0.6023,0.6047,0.088,0.0,72.3161,60.0,36.7816,31.5789,0.6898,0.7103,5.7807,-0.5941,-7.4498,703.4538,0.2488,0.0852,0.0179,0.0,0.0,0.0,0.0,0.0,94.8259,71.9273,62.511,60.0,60.0,60.0,60.0,60.0
20,0.3,0.6012,0.6051,0.0989,0.0,73.8418,60.0,40.8046,33.9181,0.7039,0.7058,5.9749,-0.7587,-6.1813,703.4345,0.2767,0.0938,0.025,0.0,0.0,0.0,0.0,0.0,98.7341,73.1302,63.5029,60.0,60.0,60.0,60.0,60.0
21,0.315,0.6026,0.6037,0.0808,0.0,71.3057,60.0,31.0345,32.1637,0.6976,0.6985,6.1059,-0.6514,-2.2193,703.266,0.2302,0.0715,0.0213,0.0,0.0,0.0,0.0,0.0,92.2349,70.0042,62.9836,60.0,60.0,60.0,60.0,60.0
