cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm,dark_l0,dark_l1,dark_l2,dark_l3,dark_r0,dark_r1,dark_r2,dark_r3,rate_l0,rate_l1,rate_l2,rate_l3,rate_r0,rate_r1,rate_r2,rate_r3
0,0.0,0.5779,0.601,0.0789,0.0588,71.0462,68.2309,36.7816,31.5789,0.7554,0.63,2.5112,0.6485,9.9097,9.6828,0.0151,0.2742,0.0263,0.0,0.2006,0.0346,0.0,0.0,62.1126,98.3873,63.6851,60.0,88.0811,64.8426,60.0,60.0
1,0.015,0.5761,0.6025,0.0867,0.0347,72.1402,64.8529,37.3563,35.6725,0.7566,0.6378,2.6281,0.512,4.4496,9.8453,0.0707,0.2507,0.0255,0.0,0.1234,0.0152,0.0,0.0,69.902,95.0925,63.5662,60.0,77.279,62.1325,60.0,60.0
2,0.03,0.575,0.6036,0.099,0.0328,73.8621,64.585,43.6782,29.2398,0.7699,0.6326,2.8039,0.4239,3.2114,9.9781,0.1994,0.1839,0.0127,0.0,0.1033,0.0277,0.0,0.0,87.9196,85.7481,61.7808,60.0,74.4579,63.8823,60.0,60.0
3,0.045,0.5753,0.6027,0.0882,0.0359,72.3471,65.0222,38.5057,28.0702,0.7719,0.6257,3.0567,0.3717,4.4482,10.1019,0.2807,0.0636,0.0085,0.0,0.0969,0.0466,0.0,0.0,99.2997,68.8991,61.1894,60.0,73.5672,66.5215,60.0,60.0
4,0.06,0.5778,0.6004,0.0699,0.0491,69.7848,66.8734,33.908,38.0117,0.7647,0.6383,3.1357,0.4959,8.5985,10.0081,0.2796,0.0,0.0,0.0,0.1383,0.058,0.0,0.0,99.1392,60.0,60.0,60.0,79.3668,68.1266,60.0,60.0
5,0.075,0.5791,0.6,0.0714,0.0568,69.9935,67.9508,32.1839,36.8421,0.7549,0.6475,3.2887,0.6264,7.9894,9.9338,0.2855,0.0,0.0,0.0,0.1727,0.0544,0.0,0.0,99.9739,60.0,60.0,60.0,84.1809,67.6225,60.0,60.0
6,0.09,0.5789,0.6016,0.0872,0.0419,72.2061,65.869,36.7816,39.1813,0.7549,0.6603,3.477,0.6281,5.7929,9.9961,0.3487,0.0,0.0,0.0,0.1376,0.03,0.0,0.0,108.8245,60.0,60.0,60.0,79.2709,64.2051,60.0,60.0
7,0.105,0.5765,0.6036,0.122,0.0238,77.0769,63.3371,36.7816,38.5965,0.755,0.6707,3.5806,0.5342,1.6606,10.1203,0.4879,0.0,0.0,0.0,0.0777,0.0177,0.0,0.0,128.3076,60.0,60.0,60.0,70.8745,62.474,60.0,60.0
8,0.12,0.5758,0.6044,0.153,0.0207,81.4167,62.8993,41.954,35.0877,0.7651,0.6735,3.7908,0.4034,2.254,10.3182,0.6119,0.0,0.0,0.0,0.0577,0.0251,0.0,0.0,145.667,60.0,60.0,60.0,68.0799,63.5173,60.0,60.0
9,0.135,0.5776,0.6036,0.1561,0.0229,81.8491,63.2018,39.6552,27.4854,0.7698,0.6616,3.9563,0.4884,4.9968,10.3016,0.6243,0.0,0.0,0.0,0.0683,0.0232,0.0,0.0,147.3962,60.0,60.0,60.0,69.5646,63.2425,60.0,60.0
10,0.15,0.5797,0.6015,0.1552,0.0388,81.7296,65.4288,42.5287,26.9006,0.7797,0.6497,4.0389,0.6015,8.5665,10.2296,0.6208,0.0,0.0,0.0,0.1199,0.0352,0.0,0.0,146.9186,60.0,60.0,60.0,76.7848,64.9304,60.0,60.0
11,0.165,0.58,0.6009,0.1571,0.0407,81.9929,65.7024,48.8506,33.9181,0.801,0.6523,4.2449,0.764,6.7767,10.1648,0.6284,0.0,0.0,0.0,0.1326,0.0303,0.0,0.0,147.9716,60.0,60.0,60.0,78.5686,64.2409,60.0,60.0
