cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm,dark_l0,dark_l1,dark_l2,dark_l3,dark_r0,dark_r1,dark_r2,dark_r3,rate_l0,rate_l1,rate_l2,rate_l3,rate_r0,rate_r1,rate_r2,rate_r3
0,0.0,0.5433,0.6164,0.2132,0.0,89.8509,60.0,47.1264,38.0117,0.9567,0.7522,2.6284,-0.5356,-16.3756,7.7955,0.3233,0.1021,0.4275,0.0,0.0,0.0,0.0,0.0,105.2587,74.2897,119.8552,60.0,60.0,60.0,60.0,60.0
1,0.015,0.5457,0.6156,0.2226,0.0,91.1657,60.0,48.2759,32.1637,0.9589,0.7412,2.8443,-0.7509,-14.9307,7.6663,0.3147,0.0835,0.4923,0.0,0.0,0.0,0.0,0.0,104.0528,71.6849,128.9252,60.0,60.0,60.0,60.0,60.0
2,0.03,0.5499,0.6131,0.2073,0.0,89.0244,60.0,41.3793,32.1637,0.9476,0.7312,3.0201,-0.6639,-10.6214,7.471,0.2189,0.0382,0.5722,0.0,0.0,0.0,0.0,0.0,90.6518,65.3433,140.1027,60.0,60.0,60.0,60.0,60.0
3,0.045,0.5532,0.6101,0.1905,0.0048,86.6675,60.6651,39.0805,30.9942,0.9329,0.72,3.1627,-0.5753,-7.3277,7.3062,0.1589,0.0191,0.584,0.0,0.0,0.019,0.0,0.0,82.2419,62.6721,141.756,60.0,60.0,62.6603,60.0,60.0
4,0.06,0.5532,0.6086,0.1845,0.0117,85.8347,61.6322,41.3793,33.3333,0.9241,0.7143,3.4472,-0.4942,-9.548,7.0114,0.1414,0.0239,0.5728,0.0,0.0264,0.0202,0.0,0.0,79.7973,63.3505,140.1909,60.0,63.7027,62.826,60.0,60.0
5,0.075,0.5508,0.6091,0.1958,0.0011,87.4094,60.1495,44.2529,39.1813,0.9216,0.7201,3.5127,-0.679,-15.6664,7.0187,0.1477,0.0296,0.6058,0.0,0.0,0.0043,0.0,0.0,80.6744,64.1481,144.8151,60.0,60.0,60.598,60.0,60.0
6,0.09,0.5512,0.6092,0.2251,0.0088,91.5084,61.2331,51.1494,34.5029,0.9327,0.7165,3.6643,-0.8251,-16.6459,6.937,0.1826,0.0354,0.6823,0.0,0.014,0.0212,0.0,0.0,85.5591,64.9563,155.5181,60.0,61.966,62.9663,60.0,60.0
7,0.105,0.5524,0.6074,0.238,0.0214,93.3242,62.9915,47.1264,36.8421,0.935,0.7177,3.9221,-0.9696,-15.57,6.7645,0.1512,0.0147,0.7862,0.0,0.0428,0.0426,0.0,0.0,81.1709,62.0514,170.0746,60.0,65.9963,65.9696,60.0,60.0
8,0.12,0.5559,0.604,0.2257,0.05,91.5937,66.9982,46.5517,33.3333,0.936,0.7122,4.0513,-0.8677,-11.3042,6.6038,0.0386,0.0,0.8641,0.0,0.1138,0.0665,0.0196,0.0,65.4045,60.0,180.9703,60.0,75.9353,69.3097,62.7479,60.0
9,0.135,0.5568,0.6029,0.2352,0.0662,92.9343,69.2633,41.3793,33.3333,0.9268,0.7072,4.2583,-0.7791,-11.9409,6.3789,0.0046,0.0,0.9363,0.0,0.1721,0.0708,0.0218,0.0,60.6507,60.0,191.0864,60.0,84.0911,69.9138,63.0481,60.0
10,0.15,0.5551,0.604,0.2551,0.0577,95.7162,68.074,54.5977,42.1053,0.9441,0.7192,4.4471,-0.8652,-15.0844,6.2486,0.0205,0.0,1.0,0.0,0.1622,0.0571,0.0114,0.0,62.8647,60.0,200.0,60.0,82.7105,67.9907,61.5948,60.0
11,0.165,0.552,0.6054,0.2683,0.0456,97.5618,66.3844,51.7241,36.2573,0.9542,0.719,4.5046,-1.008,-19.7804,6.2648,0.0732,0.0,1.0,0.0,0.1259,0.0565,0.0,0.0,70.2471,60.0,200.0,60.0,77.632,67.9058,60.0,60.0
12,0.18,0.5519,0.6057,0.2752,0.0509,98.532,67.1231,52.2989,35.6725,0.9644,0.7178,4.6942,-1.2395,-19.2525,6.2166,0.1009,0.0,1.0,0.0,0.1308,0.0728,0.0,0.0,74.128,60.0,200.0,60.0,78.3051,70.1872,60.0,60.0
13,0.195,0.5542,0.6042,0.2568,0.0598,95.9502,68.3789,44.8276,37.4269,0.9592,0.72,4.9077,-1.2225,-16.1389,6.0263,0.0271,0.0,1.0,0.0,0.1607,0.0784,0.0003,0.0,63.8009,60.0,200.0,60.0,82.4958,70.9758,60.044,60.0
14,0.21,0.5569,0.6013,0.25,0.0873,95.0,72.2161,41.954,41.5205,0.949,0.7296,5.0357,-1.1212,-12.0329,5.8639,0.0,0.0,1.0,0.0,0.2354,0.1032,0.0104,0.0,60.0,60.0,200.0,60.0,92.9575,74.4543,61.4528,60.0
15,0.225,0.5559,0.6006,0.25,0.0928,95.0,72.9926,40.2299,36.8421,0.9364,0.7296,5.3236,-1.03,-14.2438,5.5722,0.0,0.0,1.0,0.0,0.2558,0.1006,0.0148,0.0,60.0,60.0,200.0,60.0,95.811,74.089,62.0705,60.0
16,0.24,0.5516,0.6023,0.25,0.068,95.0,69.5149,44.2529,39.7661,0.9328,0.735,5.3836,-1.2253,-20.2544,5.6315,0.0,0.0,1.0,0.0,0.1879,0.0739,0.01,0.0,60.0,60.0,200.0,60.0,86.3077,70.3452,61.4066,60.0
17,0.255,0.5498,0.6035,0.2617,0.0665,96.6427,69.3156,50.0,34.5029,0.9406,0.7301,5.4954,-1.3692,-22.366,5.6252,0.013,0.0339,1.0,0.0,0.1829,0.0832,0.0,0.0,61.8237,64.7471,200.0,60.0,85.6081,71.6545,60.0,60.0
18,0.27,0.5491,0.6028,0.2823,0.071,99.5162,69.9446,50.5747,37.4269,0.9488,0.7311,5.7482,-1.5844,-21.1616,5.5611,0.0106,0.1184,1.0,0.0,0.182,0.1022,0.0,0.0,61.4851,76.5797,200.0,60.0,85.4746,74.3037,60.0,60.0
19,0.285,0.5513,0.6002,0.3104,0.0889,103.4497,72.4469,52.8736,38.0117,0.9607,0.7331,5.8942,-1.4922,-16.7386,5.3901,0.0,0.2414,1.0,0.0,0.227,0.1152,0.0134,0.0,60.0,93.7988,200.0,60.0,91.7782,76.1276,61.8817,60.0
20,0.3,0.5516,0.5993,0.3204,0.1015,104.8591,74.2116,52.8736,42.6901,0.9714,0.7437,6.1004,-1.439,-16.9625,5.1994,0.0,0.2817,1.0,0.0,0.277,0.1163,0.0127,0.0,60.0,99.4364,200.0,60.0,98.7794,76.2838,61.7831,60.0
21,0.315,0.5482,0.6005,0.3375,0.0915,107.2467,72.8098,49.4253,40.3509,0.9744,0.7489,6.3232,-1.5016,-19.9445,5.0774,0.0,0.3499,1.0,0.0,0.2645,0.0954,0.0061,0.0,60.0,108.987,200.0,60.0,97.0304,73.358,60.8507,60.0
22,0.33,0.543,0.6027,0.3767,0.0694,112.7417,69.7113,55.1724,39.7661,0.9883,0.7526,6.3613,-1.6558,-24.8495,5.158,0.0,0.5069,1.0,0.0,0.1996,0.0779,0.0,0.0,60.0,130.9668,200.0,60.0,87.9459,70.8993,60.0,60.0
23,0.345,0.5416,0.6037,0.43,0.0704,120.2037,69.8573,52.2989,40.9357,0.9953,0.758,6.5223,-1.8897,-24.4494,5.2177,0.0337,0.6864,1.0,0.0,0.1973,0.0843,0.0,0.0,64.7124,156.1024,200.0,60.0,87.6272,71.8021,60.0,60.0
24,0.36,0.543,0.603,0.4749,0.0735,126.4807,70.2872,57.4713,35.6725,1.0,0.7531,6.7621,-1.9385,-21.9424,5.0986,0.0,0.8994,1.0,0.0,0.2155,0.0784,0.0,0.0,60.0,185.9226,200.0,60.0,90.1684,70.9803,60.0,60.0
25,0.375,0.5451,0.6,0.4666,0.097,125.3188,73.5786,51.1494,44.4444,1.0,0.7651,6.9055,-1.8437,-17.5809,4.9346,0.0,1.0,0.8663,0.0,0.2848,0.1016,0.0015,0.0,60.0,200.0,181.2752,60.0,99.8753,74.2247,60.2143,60.0
26,0.39,0.5434,0.5992,0.4512,0.1061,123.1748,74.8532,54.5977,42.6901,1.0,0.7727,7.1874,-1.7549,-19.2525,4.6915,0.0,1.0,0.805,0.0,0.3083,0.0961,0.0199,0.0,60.0,200.0,172.6992,60.0,103.1653,73.4549,62.7928,60.0
27,0.405,0.538,0.6012,0.4328,0.0821,120.5873,71.4932,50.0,40.9357,1.0,0.7763,7.2555,-1.9577,-24.9591,4.8162,0.0,1.0,0.7311,0.0,0.238,0.0674,0.023,0.0,60.0,200.0,162.3492,60.0,93.3181,69.4409,63.2137,60.0
28,0.42,0.5335,0.6026,0.3977,0.0764,115.6727,70.7011,49.4253,31.5789,1.0,0.7618,7.3238,-2.1157,-28.4959,4.9093,0.0,1.0,0.5906,0.0,0.2236,0.072,0.0102,0.0,60.0,200.0,142.6909,60.0,91.3031,70.0763,61.4252,60.0
29,0.435,0.5308,0.6024,0.3741,0.0787,112.3723,71.016,60.9195,35.6725,1.0,0.7565,7.5589,-2.3942,-27.3302,5.0268,0.0537,1.0,0.4426,0.0,0.2143,0.0871,0.0133,0.0,67.519,200.0,121.9703,60.0,90.0063,72.1996,61.8583,60.0
30,0.45,0.532,0.6,0.3414,0.0937,107.7917,73.1138,54.5977,35.0877,1.0,0.7506,7.7322,-2.3179,-22.4393,4.8772,0.0523,1.0,0.3131,0.0,0.2445,0.0991,0.0311,0.0,67.3278,200.0,103.839,60.0,94.2293,73.8693,64.3565,60.0
31,0.465,0.5323,0.5988,0.3083,0.1097,103.1631,75.3642,47.7011,31.5789,1.0,0.7387,7.9354,-2.2863,-21.6717,4.7576,0.0425,1.0,0.1907,0.0,0.2957,0.1066,0.0367,0.0,65.9531,200.0,86.6993,60.0,101.3932,74.9258,65.1377,60.0
32,0.48,0.5284,0.5995,0.3035,0.1044,102.4833,74.6205,55.7471,38.0117,1.0,0.7399,8.1938,-2.3287,-24.7196,4.6904,0.1113,1.0,0.1025,0.0,0.2897,0.0913,0.0367,0.0,75.5806,200.0,74.3528,60.0,100.5558,72.7846,65.1416,60.0
