cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm
0,0.0,0.5841,0.5951,0.0,0.1156,100.0,134.6878,66.6667,133.3333,0.9949,1.0,2.7906,-0.071,2.2709,9.708
1,0.015,0.5818,0.5959,0.0,0.1069,100.0,132.0582,0.0,66.6667,0.9002,1.0,3.086,0.0424,0.3961,9.3918
2,0.03,0.5773,0.5989,0.0,0.0781,100.0,123.4231,0.0,66.6667,0.8146,1.0,3.1988,-0.115,-5.0809,9.3362
3,0.045,0.5753,0.601,0.0,0.0572,100.0,117.1523,0.0,0.0,0.737,1.0,3.3955,-0.2433,-5.0984,9.1954
4,0.06,0.5752,0.6004,0.0,0.0628,100.0,118.8274,66.6667,0.0,0.7616,1.0,3.6385,-0.2803,-2.511,8.9819
5,0.075,0.5767,0.5988,0.0,0.0789,100.0,123.663,0.0,200.0,0.6891,1.0,3.728,-0.133,3.0002,8.8455
6,0.09,0.5757,0.5994,0.0,0.0723,100.0,121.6769,66.6667,0.0,0.7182,1.0,3.9709,0.0367,2.7683,8.5584
7,0.105,0.5728,0.6014,0.0205,0.053,106.1616,115.8944,0.0,66.6667,0.6499,1.0,4.2185,-0.001,0.6467,8.3402
8,0.12,0.5677,0.6045,0.0736,0.0222,122.093,106.6548,66.6667,0.0,0.6827,1.0,4.3182,-0.1342,-3.4877,8.2966
9,0.135,0.5661,0.605,0.0911,0.0172,127.3343,105.1525,66.6667,0.0,0.7124,1.0,4.5426,-0.3135,-1.3331,8.1604
10,0.15,0.5673,0.6047,0.0782,0.0205,123.4748,106.1562,66.6667,66.6667,0.7393,1.0,4.6717,-0.1513,3.8791,7.9771
11,0.165,0.5672,0.6036,0.079,0.0306,123.6952,109.1879,66.6667,0.0,0.7636,1.0,4.7938,-0.0293,7.6775,7.817
12,0.18,0.5648,0.6026,0.1039,0.0408,131.1562,112.2328,0.0,66.6667,0.6909,1.0,5.1227,0.1586,6.5047,7.4412
13,0.195,0.5593,0.6037,0.162,0.0301,148.5911,109.0201,66.6667,0.0,0.7199,1.0,5.2601,0.0355,2.2587,7.3631
14,0.21,0.5556,0.6061,0.2002,0.0066,160.0588,101.9826,133.3333,66.6667,0.8407,1.0,5.425,-0.0719,0.6558,7.2572
15,0.225,0.5546,0.6049,0.2105,0.0186,163.1622,105.5741,66.6667,0.0,0.8554,1.0,5.7019,-0.1502,3.8892,7.042
16,0.24,0.5556,0.6026,0.2,0.041,160.015,112.2903,133.3333,0.0,0.9633,1.0,5.7933,0.0074,9.1138,6.8905
17,0.255,0.5543,0.6021,0.2139,0.0464,164.1732,113.9224,66.6667,0.0,0.9663,1.0,6.009,0.1733,9.286,6.6244
18,0.27,0.5506,0.6024,0.252,0.0432,175.6032,112.9668,66.6667,0.0,0.9691,1.0,6.2914,0.2092,6.8853,6.3543
19,0.285,0.5446,0.6047,0.3146,0.0201,194.3923,106.0276,133.3333,0.0,1.0,1.0,6.4085,0.0621,1.9002,6.3164
20,0.3,0.5427,0.6056,0.3347,0.0117,200.4231,103.5144,66.6667,0.0,1.0,1.0,6.6759,-0.1169,3.0064,6.1694
21,0.315,0.5441,0.6055,0.3206,0.0122,196.1848,103.6485,133.3333,0.0,1.0,1.0,6.8734,0.0151,7.1372,5.9322
22,0.33,0.5444,0.603,0.317,0.0366,195.0979,110.9724,66.6667,0.0,1.0,1.0,6.9603,0.1764,12.5521,5.7768
23,0.345,0.5412,0.6011,0.3507,0.0563,205.2147,116.8773,66.6667,0.0,1.0,0.9165,7.2566,0.4162,10.5127,5.4014
24,0.36,0.5359,0.6016,0.4059,0.0512,221.7782,115.3563,133.3333,0.0,1.0,0.8293,7.4153,0.2591,4.6831,5.3416
25,0.375,0.5317,0.6035,0.45,0.0319,235.0015,109.5596,133.3333,0.0,1.0,0.7504,7.5868,0.1395,1.1769,5.2592
26,0.39,0.5296,0.6028,0.4712,0.0394,241.3511,111.8157,66.6667,0.0,1.0,0.679,7.9446,0.0167,3.2376,5.0345
27,0.405,0.531,0.6002,0.4574,0.0649,237.2101,119.4662,133.3333,0.0,1.0,0.6144,8.0392,0.1781,7.7687,4.8632
28,0.42,0.529,0.5996,0.478,0.0707,243.4064,121.2188,133.3333,0.0,1.0,0.5559,8.2082,0.3121,8.1357,4.6478
29,0.435,0.5235,0.601,0.5349,0.0566,260.4555,116.9924,133.3333,0.0,1.0,0.503,8.417,0.3496,4.6612,4.4568
30,0.45,0.5176,0.6031,0.5971,0.0361,279.129,110.8288,133.3333,0.0,1.0,0.4551,8.497,0.2101,-0.7244,4.4782
31,0.465,0.5164,0.6035,0.6096,0.032,282.8855,109.6131,200.0,0.0,1.0,0.4118,8.7686,0.0773,-0.3555,4.3571
32,0.48,0.5175,0.6015,0.5982,0.0516,279.4669,115.4862,133.3333,0.0,1.0,0.3726,8.9972,0.1014,0.2244,4.1736
33,0.495,0.5186,0.5984,0.5866,0.0821,275.9704,124.6274,133.3333,0.0,1.0,0.3372,9.0832,0.2105,2.9818,4.036
34,0.51,0.5152,0.5971,0.622,0.0953,286.5959,128.5855,133.3333,0.0,1.0,0.3051,9.2289,0.3492,-0.0656,3.8348
35,0.525,0.5101,0.5986,0.675,0.0807,302.504,124.2246,133.3333,0.0,1.0,0.2761,9.2947,0.1795,-6.0876,3.9082
36,0.54,0.5071,0.5994,0.707,0.0724,312.1033,121.7229,200.0,0.0,1.0,0.2498,9.3589,0.0549,-9.3614,3.9558
37,0.555,0.5065,0.6001,0.7126,0.0659,313.7769,119.7806,133.3333,0.0,1.0,0.226,9.6808,-0.0951,-10.0048,3.8676
38,0.57,0.508,0.5973,0.6967,0.0933,308.9987,127.9813,133.3333,0.0,1.0,0.2045,9.7994,-0.0433,-9.1116,3.7556
39,0.585,0.5072,0.5957,0.705,0.1087,311.4886,132.6214,200.0,0.0,1.0,0.185,9.8845,-0.0039,-11.5387,3.6741
40,0.6,0.5005,0.5971,0.7751,0.0955,332.5344,128.6539,133.3333,0.0,1.0,0.1674,10.0063,-0.0004,-14.3559,3.6024
41,0.615,0.4948,0.5977,0.835,0.0897,350.4916,126.912,133.3333,0.0,1.0,0.1515,10.0003,-0.1412,-20.2886,3.7237
42,0.63,0.4934,0.5984,0.8497,0.0825,354.9028,124.7549,200.0,0.0,1.0,0.1371,10.1488,-0.3169,-22.3818,3.7985
43,0.645,0.4922,0.5972,0.8621,0.0948,358.6388,128.4426,133.3333,0.0,1.0,0.124,10.3552,-0.425,-23.8039,3.7995
44,0.66,0.4927,0.595,0.8568,0.116,357.0311,134.7879,133.3333,0.0,1.0,0.1122,10.4395,-0.3775,-22.6314,3.7206
45,0.675,0.4902,0.5943,0.8833,0.1232,364.9799,136.9633,133.3333,0.0,1.0,0.1016,10.525,-0.3137,-26.5587,3.6271
46,0.69,0.4863,0.5969,0.924,0.0974,377.1951,129.2341,200.0,0.0,1.0,0.0919,10.4919,-0.4641,-31.7097,3.7782
47,0.705,0.483,0.5979,0.9585,0.0872,387.5571,126.1577,133.3333,0.0,1.0,0.0831,10.4725,-0.5786,-35.3551,3.891
48,0.72,0.4823,0.5985,0.9652,0.0814,389.5579,124.4216,133.3333,0.0,1.0,0.0752,10.649,-0.8192,-37.4395,4.0512
49,0.735,0.4821,0.597,0.9671,0.0968,390.1231,129.0311,200.0,0.0,1.0,0.0681,10.7638,-0.8667,-37.2063,4.0595
