cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm,dark_l0,dark_l1,dark_l2,dark_l3,dark_r0,dark_r1,dark_r2,dark_r3,rate_l0,rate_l1,rate_l2,rate_l3,rate_r0,rate_r1,rate_r2,rate_r3
0,0.0,0.5889,0.5948,0.0,0.1747,60.0,84.4542,27.0115,45.0292,0.5571,0.8646,2.766,-0.0668,2.1911,10.4399,0.0,0.0,0.0,0.0,0.5382,0.1227,0.0378,0.0,60.0,60.0,60.0,60.0,135.3464,77.1751,65.2953,60.0
1,0.015,0.587,0.596,0.0,0.1585,60.0,82.1856,36.2069,47.9532,0.5752,0.87,3.0432,0.038,0.8308,10.4165,0.0,0.0,0.0,0.0,0.4883,0.1066,0.039,0.0,60.0,60.0,60.0,60.0,128.359,74.9296,65.4537,60.0
2,0.03,0.5829,0.5992,0.0,0.1163,60.0,76.2887,31.0345,50.2924,0.5814,0.8791,3.1481,-0.0883,-3.6338,10.5681,0.0,0.0,0.0,0.0,0.3565,0.0793,0.0296,0.0,60.0,60.0,60.0,60.0,109.9081,71.0991,64.1476,60.0
3,0.045,0.5802,0.6013,0.0271,0.0965,63.7953,73.5098,32.7586,43.2749,0.5903,0.8745,3.3148,-0.1933,-3.1407,10.7187,0.1084,0.0,0.0,0.0,0.2902,0.0798,0.016,0.0,75.1813,60.0,60.0,60.0,100.6304,71.1669,62.2421,60.0
4,0.06,0.5798,0.601,0.0333,0.0958,64.6552,73.4116,27.5862,43.2749,0.5883,0.8703,3.5078,-0.2113,-0.8252,10.797,0.133,0.0,0.0,0.0,0.2745,0.0897,0.019,0.0,78.6207,60.0,60.0,60.0,98.4287,72.5597,62.6582,60.0
5,0.075,0.5807,0.6,0.0254,0.1004,63.5589,74.0621,28.7356,42.1053,0.5887,0.8645,3.5929,-0.0893,4.153,10.71,0.1017,0.0,0.0,0.0,0.2876,0.093,0.0212,0.0,74.2356,60.0,60.0,60.0,100.266,73.0141,62.9683,60.0
6,0.09,0.5806,0.6008,0.0245,0.096,63.4361,73.4456,35.0575,43.8596,0.6015,0.8623,3.8018,0.0572,3.4744,10.6448,0.0982,0.0,0.0,0.0,0.2922,0.0861,0.0059,0.0,73.7444,60.0,60.0,60.0,100.9052,72.0515,60.8255,60.0
7,0.105,0.5785,0.6032,0.0387,0.0672,65.4131,69.4128,22.4138,38.5965,0.5883,0.8508,4.0181,0.0295,1.7272,10.7497,0.1547,0.0,0.0,0.0,0.2084,0.0605,0.0,0.0,81.6525,60.0,60.0,60.0,89.1787,68.4724,60.0,60.0
8,0.12,0.5746,0.6062,0.0689,0.038,69.6399,65.3254,33.3333,42.1053,0.5977,0.8468,4.1108,-0.0801,-1.5242,10.8861,0.2754,0.0,0.0,0.0,0.1137,0.0384,0.0,0.0,98.5596,60.0,60.0,60.0,75.919,65.3827,60.0,60.0
9,0.135,0.5732,0.6067,0.082,0.0313,71.4796,64.3837,33.908,29.2398,0.6074,0.8196,4.2909,-0.2342,-0.4307,11.0973,0.328,0.0,0.0,0.0,0.0778,0.0475,0.0,0.0,105.9184,60.0,60.0,60.0,70.8905,66.6442,60.0,60.0
10,0.15,0.5747,0.6061,0.0693,0.0313,69.7028,64.3774,33.3333,43.2749,0.615,0.8207,4.4035,-0.0998,4.4216,11.018,0.2772,0.0,0.0,0.0,0.0781,0.047,0.0,0.0,98.8114,60.0,60.0,60.0,70.9361,66.5736,60.0,60.0
11,0.165,0.5761,0.6045,0.063,0.0487,68.8159,66.8151,39.6552,31.5789,0.6343,0.8003,4.5099,-0.0009,7.4232,10.9707,0.2519,0.0,0.0,0.0,0.1332,0.0615,0.0,0.0,95.2636,60.0,60.0,60.0,78.6536,68.6068,60.0,60.0
12,0.18,0.5764,0.6039,0.0544,0.0507,67.6192,67.0912,35.0575,42.1053,0.6428,0.8011,4.7737,0.1548,6.6075,10.9415,0.2177,0.0,0.0,0.0,0.1408,0.0552,0.0066,0.0,90.4769,60.0,60.0,60.0,79.7053,67.7291,60.9305,60.0
13,0.195,0.5742,0.6057,0.0644,0.0253,69.0199,63.5381,30.4598,39.7661,0.6414,0.7975,4.8889,0.05,2.6987,11.0862,0.2577,0.0,0.0,0.0,0.0573,0.032,0.0119,0.0,96.0796,60.0,60.0,60.0,68.0191,64.473,61.6601,60.0
14,0.21,0.5727,0.6071,0.0805,0.0152,71.2755,62.1216,43.6782,32.7485,0.6661,0.7815,5.0359,-0.033,2.0604,11.2259,0.3222,0.0,0.0,0.0,0.024,0.0314,0.0052,0.0,105.1022,60.0,60.0,60.0,63.3628,64.3919,60.7315,60.0
