cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm,dark_l0,dark_l1,dark_l2,dark_l3,dark_r0,dark_r1,dark_r2,dark_r3,rate_l0,rate_l1,rate_l2,rate_l3,rate_r0,rate_r1,rate_r2,rate_r3
0,0.0,0.0161,0.0111,0.0041,0.0084,2.0512,2.7835,14.9425,19.883,0.3033,0.3935,2.5955,-0.5144,-15.2813,7.8198,0.0127,0.0,0.0,0.0036,0.0,0.0103,0.0095,0.0136,3.5118,1.3601,1.3601,1.9729,1.3601,3.1184,2.983,3.6723
1,0.015,0.0165,0.0114,0.004,0.0087,2.068,2.8744,0.5747,0.5848,0.2756,0.3571,2.7654,-0.6866,-13.6615,7.7173,0.0109,0.0,0.0,0.005,0.0,0.0111,0.0098,0.0139,3.2492,1.3937,1.3937,2.2356,1.3937,3.2813,3.0597,3.7629
2,0.03,0.0172,0.0133,0.0038,0.0077,2.1739,2.8241,0.0,1.1696,0.2494,0.3253,2.8485,-0.5908,-11.0182,7.6063,0.0081,0.0,0.0,0.0072,0.0,0.0078,0.0076,0.0152,2.9048,1.5225,1.5225,2.746,1.5225,2.8503,2.8131,4.1107
3,0.045,0.017,0.013,0.0031,0.0065,2.0255,2.604,1.7241,1.1696,0.229,0.2966,2.9367,-0.5348,-8.7323,7.5044,0.0052,0.0,0.0,0.0072,0.0,0.0046,0.0063,0.015,2.3797,1.5021,1.5021,2.718,1.5021,2.2862,2.5719,4.0557
4,0.06,0.0178,0.0134,0.0023,0.0062,1.9591,2.6121,2.2989,1.7544,0.2116,0.2717,3.0964,-0.4908,-9.3681,7.3392,0.0018,0.0,0.0,0.0075,0.0,0.002,0.0071,0.0156,1.8757,1.5636,1.5636,2.8335,1.5636,1.9,2.7631,4.2217
5,0.075,0.0184,0.0141,0.0024,0.0061,2.0338,2.6656,1.7241,4.0936,0.1948,0.2535,3.1249,-0.5636,-11.3857,7.3375,0.0019,0.0,0.0,0.0077,0.0,0.0,0.0083,0.0162,1.9516,1.6242,1.6242,2.935,1.6242,1.6242,3.0286,4.3853
6,0.09,0.0183,0.014,0.0027,0.0062,2.0677,2.6666,0.5747,3.5088,0.1774,0.236,3.1845,-0.6245,-11.2924,7.3034,0.0028,0.0,0.0,0.0079,0.0,0.0,0.0086,0.0161,2.0907,1.6147,1.6147,2.9507,1.6147,1.6147,3.0772,4.3598
7,0.105,0.0188,0.015,0.0027,0.0064,2.1438,2.7696,1.1494,2.924,0.1627,0.2191,3.2565,-0.6482,-10.6132,7.2448,0.0018,0.0,0.0,0.009,0.0,0.0,0.0086,0.0169,1.988,1.6862,1.6862,3.2149,1.6862,1.6862,3.1534,4.5527
8,0.12,0.0193,0.015,0.0024,0.0063,2.1218,2.7836,1.1494,2.3392,0.1495,0.2026,3.2898,-0.6102,-8.9093,7.2,0.0001,0.0,0.0,0.0095,0.0,0.0,0.0081,0.0171,1.7246,1.7131,1.7131,3.3362,1.7131,1.7131,3.0825,4.6255
9,0.135,0.0195,0.0149,0.0024,0.0063,2.1223,2.7906,0.0,2.3392,0.1352,0.1877,3.3443,-0.5696,-8.3137,7.1345,0.0,0.0,0.0,0.0095,0.0,0.0,0.008,0.0172,1.7206,1.7206,1.7206,3.3276,1.7206,1.7206,3.0756,4.6455
10,0.15,0.02,0.0152,0.0024,0.0066,2.1684,2.8831,0.0,0.5848,0.1224,0.171,3.4013,-0.5867,-8.6809,7.0876,0.0,0.0,0.0,0.0095,0.0,0.0,0.0087,0.0176,1.7635,1.7635,1.7635,3.3831,1.7635,1.7635,3.2442,4.7614
11,0.165,0.0199,0.0155,0.0023,0.0067,2.1688,2.9184,1.1494,3.5088,0.1129,0.1613,3.423,-0.6146,-9.504,7.0776,0.0,0.0,0.0,0.0094,0.0,0.0,0.0093,0.0177,1.7709,1.7709,1.7709,3.3624,1.7709,1.7709,3.3504,4.7814
12,0.18,0.0199,0.0158,0.0024,0.0069,2.1887,2.9637,2.8736,5.2632,0.1077,0.1559,3.4447,-0.6502,-9.1175,7.0708,0.0,0.0,0.0,0.0095,0.0,0.0,0.0099,0.0178,1.7842,1.7842,1.7842,3.4023,1.7842,1.7842,3.469,4.8173
13,0.195,0.0202,0.0162,0.0025,0.007,2.2408,3.0,3.4483,2.3392,0.1042,0.1454,3.4801,-0.6339,-8.0721,7.0318,0.0,0.0,0.0,0.01,0.0,0.0,0.0096,0.0182,1.8176,1.8176,1.8176,3.5103,1.8176,1.8176,3.4573,4.9075
14,0.21,0.0204,0.0159,0.0025,0.0069,2.2325,2.9877,4.5977,4.0936,0.1031,0.1393,3.5045,-0.6119,-7.3957,7.001,0.0,0.0,0.0,0.0098,0.0,0.0,0.0094,0.0182,1.8159,1.8159,1.8159,3.4821,1.8159,1.8159,3.4159,4.903
15,0.225,0.0207,0.016,0.0026,0.007,2.2677,3.0219,1.7241,4.0936,0.0966,0.1338,3.5366,-0.5983,-6.9146,6.9661,0.0,0.0,0.0006,0.0097,0.0,0.0,0.0097,0.0183,1.8318,1.8318,1.9309,3.4764,1.8318,1.8318,3.4782,4.9458
16,0.24,0.0208,0.0162,0.0026,0.0071,2.2883,3.0676,1.1494,1.7544,0.0897,0.1243,3.5639,-0.6099,-7.7561,6.9452,0.0,0.0,0.0007,0.0095,0.0,0.0,0.0101,0.0185,1.8521,1.8521,1.976,3.4728,1.8521,1.8521,3.5655,5.0007
17,0.255,0.0207,0.0164,0.0026,0.0072,2.2927,3.0833,1.1494,0.5848,0.0834,0.1136,3.5766,-0.6331,-8.0698,6.9421,0.0,0.0,0.0009,0.0094,0.0,0.0,0.0103,0.0186,1.8551,1.8551,2.0077,3.4528,1.8551,1.8551,3.6145,5.0087
18,0.27,0.0208,0.0167,0.0027,0.0073,2.3363,3.1224,0.0,1.7544,0.0754,0.1061,3.5964,-0.6354,-7.6899,6.9247,0.0,0.0,0.0012,0.0096,0.0,0.0,0.0106,0.0188,1.8757,1.8757,2.0859,3.5079,1.8757,1.8757,3.6737,5.0645
19,0.285,0.021,0.0167,0.0028,0.0073,2.3585,3.1316,1.7241,5.2632,0.0716,0.1059,3.615,-0.6249,-6.907,6.9035,0.0,0.0,0.0014,0.0097,0.0,0.0,0.0104,0.0189,1.8863,1.8863,2.1311,3.5304,1.8863,1.8863,3.6608,5.0931
20,0.3,0.0212,0.0166,0.0028,0.0074,2.3725,3.1416,1.1494,5.848,0.067,0.1068,3.6295,-0.6074,-6.3748,6.8835,0.0,0.0,0.0018,0.0095,0.0,0.0,0.0105,0.0189,1.8901,1.8901,2.2011,3.5086,1.8901,1.8901,3.683,5.1032
21,0.315,0.0215,0.0167,0.0029,0.0075,2.394,3.1783,0.5747,2.924,0.0617,0.1022,3.6552,-0.6119,-6.5987,6.8614,0.0,0.0,0.002,0.0094,0.0,0.0,0.0108,0.0191,1.9082,1.9082,2.2463,3.5132,1.9082,1.9082,3.7446,5.1522
22,0.33,0.0215,0.0168,0.0028,0.0075,2.3961,3.1961,0.0,1.7544,0.0558,0.0958,3.6673,-0.6252,-6.9349,6.8553,0.0,0.0,0.002,0.0093,0.0,0.0,0.011,0.0191,1.9149,1.9149,2.2575,3.4973,1.9149,1.9149,3.7843,5.1702
23,0.345,0.0215,0.017,0.0029,0.0076,2.4149,3.219,2.2989,4.6784,0.055,0.0955,3.6625,-0.6387,-7.6884,6.8649,0.0,0.0,0.0022,0.0093,0.0,0.0,0.0112,0.0192,1.9244,1.9244,2.3024,3.5082,1.9244,1.9244,3.8313,5.196
24,0.36,0.0215,0.0173,0.003,0.0076,2.4544,3.24,1.1494,1.1696,0.052,0.0886,3.6799,-0.6294,-7.0186,6.8453,0.0,0.0,0.0025,0.0096,0.0,0.0,0.0111,0.0194,1.9422,1.9422,2.3624,3.5709,1.9422,1.9422,3.8318,5.2438
25,0.375,0.0216,0.0172,0.003,0.0076,2.4532,3.2281,1.7241,3.5088,0.0503,0.0868,3.6963,-0.6221,-6.6154,6.8273,0.0,0.0,0.0026,0.0095,0.0,0.0,0.0109,0.0194,1.9405,1.9405,2.3749,3.5571,1.9405,1.9405,3.7923,5.2392
26,0.39,0.0218,0.0172,0.0031,0.0076,2.4694,3.2429,2.2989,2.924,0.05,0.084,3.7042,-0.6171,-6.349,6.8181,0.0,0.0,0.0028,0.0094,0.0,0.0,0.011,0.0195,1.948,1.948,2.4271,3.5544,1.948,1.948,3.8159,5.2595
27,0.405,0.022,0.0173,0.0031,0.0077,2.4871,3.2699,0.0,3.5088,0.0452,0.0826,3.7205,-0.6236,-6.7413,6.8055,0.0,0.0,0.0028,0.0095,0.0,0.0,0.0111,0.0196,1.9641,1.9641,2.4479,3.5726,1.9641,1.9641,3.8485,5.3029
28,0.42,0.022,0.0174,0.0031,0.0077,2.4916,3.2804,0.5747,1.7544,0.042,0.0781,3.7257,-0.6357,-6.9109,6.8054,0.0,0.0,0.0029,0.0094,0.0,0.0,0.0112,0.0197,1.9686,1.9686,2.4571,3.5719,1.9686,1.9686,3.8692,5.3153
29,0.435,0.022,0.0176,0.0032,0.0078,2.5233,3.3094,0.0,0.5848,0.038,0.0717,3.7218,-0.6391,-6.9966,6.8103,0.0,0.0,0.0031,0.0096,0.0,0.0,0.0113,0.0198,1.9846,1.9846,2.5069,3.617,1.9846,1.9846,3.91,5.3583
30,0.45,0.0222,0.0178,0.0032,0.0078,2.5448,3.3178,0.5747,2.924,0.0355,0.0704,3.7313,-0.6301,-6.5272,6.7981,0.0,0.0,0.0031,0.0098,0.0,0.0,0.0111,0.02,1.9962,1.9962,2.5279,3.6589,1.9962,1.9962,3.889,5.3897
31,0.465,0.0222,0.0177,0.0032,0.0078,2.5461,3.3167,0.0,1.7544,0.0322,0.067,3.7364,-0.6279,-6.25,6.7925,0.0,0.0,0.0032,0.0097,0.0,0.0,0.0111,0.02,1.9978,1.9978,2.5355,3.6532,1.9978,1.9978,3.8773,5.394
32,0.48,0.0224,0.0178,0.0032,0.0078,2.5602,3.3348,1.1494,7.6023,0.0313,0.075,3.7436,-0.6291,-6.4272,6.7864,0.0,0.0,0.0032,0.0097,0.0,0.0,0.0111,0.0201,2.0081,2.0081,2.5594,3.6652,2.0081,2.0081,3.9008,5.422
33,0.495,0.0224,0.0179,0.0033,0.0078,2.5682,3.3463,1.7241,0.5848,0.0317,0.0689,3.7522,-0.6366,-6.6627,6.7814,0.0,0.0,0.0032,0.0098,0.0,0.0,0.0112,0.0202,2.0157,2.0157,2.5676,3.6739,2.0157,2.0157,3.9115,5.4424
34,0.51,0.0225,0.018,0.0033,0.0079,2.584,3.3615,1.7241,5.848,0.032,0.0734,3.7427,-0.6431,-7.0068,6.7926,0.0,0.0,0.0034,0.0098,0.0,0.0,0.0112,0.0202,2.024,2.024,2.5935,3.6945,2.024,2.024,3.9334,5.4647
35,0.525,0.0225,0.0182,0.0034,0.0079,2.6104,3.3771,0.5747,3.5088,0.03,0.073,3.7397,-0.6337,-6.8193,6.7918,0.0,0.0,0.0035,0.01,0.0,0.0,0.0112,0.0204,2.0368,2.0368,2.6242,3.7439,2.0368,2.0368,3.9354,5.4994
36,0.54,0.0226,0.0181,0.0034,0.0078,2.6074,3.367,1.7241,1.7544,0.0305,0.0694,3.7513,-0.6298,-6.4823,6.7795,0.0,0.0,0.0034,0.0101,0.0,0.0,0.011,0.0204,2.0352,2.0352,2.6146,3.7444,2.0352,2.0352,3.9025,5.4952
37,0.555,0.0227,0.0181,0.0034,0.0079,2.6119,3.3747,1.1494,0.0,0.0298,0.0628,3.7495,-0.6306,-6.3871,6.7815,0.0,0.0,0.0034,0.01,0.0,0.0,0.011,0.0204,2.0387,2.0387,2.6248,3.7455,2.0387,2.0387,3.917,5.5045
38,0.57,0.0228,0.0182,0.0034,0.0079,2.6206,3.3867,3.4483,7.0175,0.0337,0.07,3.7551,-0.632,-6.5838,6.7768,0.0,0.0,0.0034,0.0101,0.0,0.0,0.0111,0.0205,2.0462,2.0462,2.6326,3.7573,2.0462,2.0462,3.9297,5.5246
39,0.585,0.0227,0.0182,0.0034,0.0079,2.6187,3.3875,2.8736,2.924,0.036,0.0688,3.7599,-0.642,-6.6571,6.7764,0.0,0.0,0.0034,0.01,0.0,0.0,0.0111,0.0205,2.0463,2.0463,2.6305,3.7516,2.0463,2.0463,3.9321,5.5251
40,0.6,0.0228,0.0183,0.0034,0.0079,2.6373,3.4034,2.8736,2.924,0.0381,0.0678,3.7457,-0.6423,-7.016,6.7895,0.0,0.0,0.0036,0.0101,0.0,0.0,0.0112,0.0206,2.055,2.055,2.6611,3.7781,2.055,2.055,3.9549,5.5486
41,0.615,0.0228,0.0184,0.0035,0.0079,2.6498,3.4046,1.1494,2.3392,0.0367,0.0658,3.7494,-0.6325,-6.6478,6.7823,0.0,0.0,0.0036,0.0103,0.0,0.0,0.011,0.0206,2.061,2.061,2.6665,3.8107,2.061,2.061,3.9317,5.5647
42,0.63,0.0228,0.0183,0.0034,0.0079,2.64,3.3941,1.1494,3.5088,0.0354,0.0661,3.7567,-0.6302,-6.4295,6.7747,0.0,0.0,0.0035,0.0102,0.0,0.0,0.0109,0.0206,2.0559,2.0559,2.6539,3.7946,2.0559,2.0559,3.9137,5.5508
43,0.645,0.0229,0.0183,0.0034,0.0079,2.6454,3.4045,1.7241,6.4327,0.0354,0.0719,3.7561,-0.631,-6.4473,6.7756,0.0,0.0,0.0036,0.0102,0.0,0.0,0.011,0.0206,2.06,2.06,2.6639,3.7975,2.06,2.06,3.9359,5.5621
