cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm
0,0.0,0.6024,0.6008,0.0265,0.0195,63.7035,62.7351,37.3563,29.8246,0.7673,0.595,2.5095,0.6476,9.8743,704.8756
1,0.015,0.6011,0.6023,0.0396,0.0048,65.5494,60.6768,36.2069,31.5789,0.765,0.5983,2.6233,0.5095,4.3794,704.8931
2,0.03,0.6005,0.6034,0.046,0.0,66.4341,60.0,43.6782,33.3333,0.7776,0.6047,2.7971,0.4214,3.2187,704.833
3,0.045,0.6011,0.6026,0.0395,0.0018,65.5256,60.2545,36.2069,29.8246,0.7743,0.6038,3.0508,0.3694,4.3165,704.6909
4,0.06,0.6038,0.6002,0.0127,0.0256,61.7766,63.5856,27.5862,32.7485,0.7546,0.6085,3.1292,0.4911,8.3654,704.5493
5,0.075,0.6051,0.5996,0.0002,0.0315,60.0304,64.4116,31.6092,37.4269,0.7445,0.6216,3.2771,0.6196,7.7515,704.3539
6,0.09,0.6051,0.6013,0.0005,0.0153,60.069,62.1429,28.1609,38.5965,0.7287,0.6358,3.4592,0.6185,5.5467,704.2263
7,0.105,0.6032,0.6032,0.0191,0.0,62.6712,60.0,32.7586,33.3333,0.7234,0.6385,3.5601,0.5276,1.4973,704.2196
8,0.12,0.603,0.604,0.0214,0.0,62.9989,60.0,28.7356,33.9181,0.7107,0.6422,3.7653,0.4,2.1218,704.1655
9,0.135,0.6049,0.6032,0.0018,0.0,60.2457,60.0,38.5057,30.4094,0.7184,0.6388,3.9224,0.4832,4.7658,703.9957
10,0.15,0.6069,0.6012,0.0,0.0162,60.0,62.262,35.6322,35.0877,0.7196,0.6446,4.001,0.5927,8.3143,703.8626
11,0.165,0.6072,0.6005,0.0,0.0225,60.0,63.1488,36.7816,35.0877,0.7231,0.6499,4.1987,0.7508,6.8188,703.6112
12,0.18,0.6054,0.602,0.0,0.0084,60.0,61.1713,32.7586,30.9942,0.7183,0.6469,4.3122,0.6339,2.376,703.6141
13,0.195,0.6038,0.603,0.0128,0.0,61.786,60.0,34.4828,34.5029,0.7173,0.6508,4.4482,0.5575,0.2071,703.5726
14,0.21,0.6033,0.6024,0.0182,0.0045,62.5543,60.6279,35.0575,38.0117,0.7176,0.6611,4.6962,0.4638,1.4668,703.4645
15,0.225,0.6049,0.6001,0.0025,0.0273,60.3446,63.8268,31.6092,27.4854,0.7111,0.6503,4.7783,0.5852,5.6081,703.3205
16,0.24,0.6057,0.5991,0.0,0.0365,60.0,65.1086,32.7586,35.0877,0.7074,0.6551,4.9234,0.6879,5.7596,703.1454
17,0.255,0.6049,0.6,0.0026,0.028,60.3702,63.9181,30.4598,48.538,0.6996,0.6849,5.1265,0.7331,3.9656,702.9703
18,0.27,0.6025,0.6019,0.0255,0.0093,63.5659,61.3031,32.1839,35.0877,0.696,0.6863,5.22,0.635,0.1078,702.9741
19,0.285,0.602,0.6027,0.0306,0.0014,64.2794,60.1939,31.6092,30.4094,0.6915,0.6787,5.3957,0.5182,0.4668,702.9335
20,0.3,0.6038,0.6024,0.0132,0.0044,61.8434,60.6124,33.908,32.1637,0.692,0.6752,5.5757,0.5703,2.7917,702.7698
21,0.315,0.6057,0.6004,0.0,0.0239,60.0,63.3528,39.6552,34.5029,0.7036,0.6765,5.6628,0.6729,6.3133,702.6356
