cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm,dark_l0,dark_l1,dark_l2,dark_l3,dark_r0,dark_r1,dark_r2,dark_r3,rate_l0,rate_l1,rate_l2,rate_l3,rate_r0,rate_r1,rate_r2,rate_r3
0,0.0,0.5862,0.6074,0.0836,0.0366,71.702,65.1289,33.3333,39.7661,0.6923,0.7822,3.0994,-0.3834,-4.1294,10.4415,0.3343,0.0,0.0,0.0,0.1465,0.0,0.0,0.0,106.8081,60.0,60.0,60.0,80.5155,60.0,60.0,60.0
1,0.015,0.5866,0.6052,0.0753,0.0496,70.5377,66.9404,35.6322,37.4269,0.6968,0.7778,3.1912,-0.2623,0.4565,10.3312,0.3011,0.0,0.0,0.0,0.1983,0.0,0.0,0.0,102.1507,60.0,60.0,60.0,87.7615,60.0,60.0,60.0
2,0.03,0.5857,0.6049,0.0636,0.0536,68.9049,67.5049,41.954,40.3509,0.7134,0.7793,3.4466,-0.1186,-1.0593,10.2215,0.2544,0.0,0.0,0.0,0.2144,0.0,0.0,0.0,95.6197,60.0,60.0,60.0,90.0195,60.0,60.0,60.0
3,0.045,0.583,0.6065,0.0727,0.0366,70.182,65.1266,33.908,40.3509,0.7125,0.7807,3.583,-0.2433,-4.8196,10.3649,0.2909,0.0,0.0,0.0,0.1465,0.0,0.0,0.0,100.7279,60.0,60.0,60.0,80.5065,60.0,60.0,60.0
4,0.06,0.58,0.6077,0.1005,0.0285,74.0739,63.987,36.7816,39.7661,0.7174,0.7809,3.6899,-0.3624,-8.0078,10.4993,0.4021,0.0,0.0,0.0,0.1139,0.0,0.0,0.0,116.2955,60.0,60.0,60.0,75.948,60.0,60.0,60.0
5,0.075,0.5786,0.6066,0.1187,0.034,76.6126,64.7607,35.6322,29.2398,0.7196,0.7613,3.9324,-0.5121,-6.0606,10.6883,0.4746,0.0,0.0,0.0,0.1123,0.0237,0.0,0.0,126.4505,60.0,60.0,60.0,75.7249,63.3178,60.0,60.0
6,0.09,0.5799,0.6045,0.1119,0.0438,75.661,66.1348,39.0805,42.1053,0.7283,0.7676,4.0396,-0.3763,-1.0143,10.5749,0.4475,0.0,0.0,0.0,0.139,0.0362,0.0,0.0,122.6442,60.0,60.0,60.0,79.4646,65.0747,60.0,60.0
7,0.105,0.5809,0.6033,0.1089,0.0614,75.2464,68.5912,41.3793,40.9357,0.7408,0.7712,4.2176,-0.2876,0.1379,10.5239,0.4356,0.0,0.0,0.0,0.1941,0.0513,0.0,0.0,120.9856,60.0,60.0,60.0,87.1765,67.1881,60.0,60.0
8,0.12,0.58,0.6036,0.1113,0.057,75.5811,67.9801,37.931,31.5789,0.7453,0.7569,4.4659,-0.2303,-1.5559,10.5232,0.4452,0.0,0.0,0.0,0.1834,0.0446,0.0,0.0,122.3246,60.0,60.0,60.0,85.6725,66.2478,60.0,60.0
9,0.135,0.5771,0.6056,0.1371,0.0338,79.187,64.7276,52.8736,38.0117,0.7788,0.7561,4.5504,-0.3557,-5.8403,10.6651,0.5482,0.0,0.0,0.0,0.1062,0.0288,0.0,0.0,136.7481,60.0,60.0,60.0,74.8734,64.037,60.0,60.0
