cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm
0,0.0,0.6039,0.5771,0.0,0.1909,60.0,86.7237,34.4828,40.9357,0.6854,0.7856,2.9488,-0.2302,-5.932,9.6104
1,0.015,0.5999,0.5803,0.0,0.1585,60.0,82.1912,26.4368,45.614,0.6702,0.7941,3.1342,-0.2098,-4.8506,9.429
2,0.03,0.595,0.5832,0.0,0.1296,60.0,78.1395,33.3333,48.538,0.6695,0.8072,3.1811,-0.3664,-11.7578,9.4396
3,0.045,0.5927,0.5861,0.0,0.1001,60.0,74.0153,34.4828,38.5965,0.671,0.8009,3.3391,-0.4991,-10.6541,9.3411
4,0.06,0.5906,0.5873,0.0,0.0884,60.0,72.3723,32.7586,48.538,0.6691,0.8133,3.5333,-0.5154,-8.3044,9.1675
5,0.075,0.59,0.5873,0.0,0.0887,60.0,72.4158,27.0115,35.0877,0.6565,0.8,3.6296,-0.399,-3.828,9.0342
6,0.09,0.5886,0.5888,0.0,0.0732,60.0,70.2516,27.0115,38.0117,0.6451,0.7933,3.8578,-0.2728,-4.4942,8.7753
7,0.105,0.585,0.5921,0.0005,0.0402,60.0762,65.6265,36.7816,35.6725,0.6533,0.7829,3.9982,-0.3807,-7.5765,8.6866
8,0.12,0.581,0.5951,0.0423,0.0097,65.9225,61.3607,27.5862,37.4269,0.6433,0.7768,4.0741,-0.4938,-10.9268,8.6618
9,0.135,0.5792,0.5962,0.0604,0.0,68.4606,60.0,35.6322,36.8421,0.6495,0.7701,4.2862,-0.6511,-8.641,8.5342
10,0.15,0.5794,0.5962,0.0577,0.0,68.0803,60.0,37.931,36.8421,0.6594,0.7641,4.405,-0.5265,-3.9074,8.3738
11,0.165,0.5792,0.5961,0.0601,0.0,68.4094,60.0,37.931,35.6725,0.6684,0.7565,4.5595,-0.4439,-2.0936,8.1989
12,0.18,0.5769,0.5972,0.0843,0.0,71.7963,60.0,40.2299,33.9181,0.6809,0.7465,4.8153,-0.3662,-3.0287,7.9341
13,0.195,0.5723,0.6002,0.1308,0.0,78.3171,60.0,44.2529,33.9181,0.6998,0.7374,4.8971,-0.493,-7.4376,7.9153
14,0.21,0.5702,0.6021,0.1523,0.0,81.3237,60.0,42.5287,30.9942,0.7137,0.7238,5.0481,-0.6094,-7.3387,7.8331
15,0.225,0.5702,0.6021,0.1524,0.0,81.3401,60.0,42.5287,32.7485,0.7262,0.7147,5.2567,-0.6507,-5.3799,7.668
16,0.24,0.5712,0.6004,0.1423,0.0,79.9209,60.0,40.8046,29.2398,0.7343,0.7001,5.3588,-0.5537,-1.4736,7.5322
17,0.255,0.5703,0.6003,0.1512,0.0,81.1705,60.0,42.5287,30.9942,0.7449,0.6901,5.5497,-0.4312,-2.054,7.3061
18,0.27,0.5676,0.6023,0.179,0.0,85.059,60.0,45.977,35.0877,0.7609,0.6885,5.7218,-0.5052,-4.7646,7.1904
