cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm,dark_l0,dark_l1,dark_l2,dark_l3,dark_r0,dark_r1,dark_r2,dark_r3,rate_l0,rate_l1,rate_l2,rate_l3,rate_r0,rate_r1,rate_r2,rate_r3
0,0.0,0.5922,0.5356,0.0267,0.1977,63.7334,87.6816,36.2069,48.538,0.7366,0.9489,3.1273,0.5764,9.5259,6.8969,0.0,0.1067,0.0,0.0,0.213,0.0446,0.0118,0.5215,60.0,74.9335,60.0,60.0,89.8199,66.2504,61.646,133.0102
1,0.015,0.592,0.5379,0.0288,0.1775,64.0303,84.8446,36.2069,46.7836,0.7366,0.9457,3.2955,0.4698,5.2685,6.7209,0.0,0.1152,0.0,0.0,0.1188,0.0183,0.0219,0.5509,60.0,76.1211,60.0,60.0,76.6381,62.5571,63.0609,137.1225
2,0.03,0.5878,0.5387,0.0314,0.1745,64.3908,84.4321,33.3333,51.462,0.731,0.9514,3.4453,0.3685,2.1276,6.565,0.0,0.1255,0.0,0.0,0.0681,0.0123,0.0001,0.6175,60.0,77.5631,60.0,60.0,69.5332,61.7263,60.0191,146.4499
3,0.045,0.583,0.5363,0.0292,0.2113,64.0891,89.5784,33.3333,40.9357,0.726,0.937,3.729,0.2578,4.4511,6.2762,0.0103,0.1066,0.0,0.0,0.0572,0.0251,0.0,0.7629,61.4375,74.919,60.0,60.0,68.0011,63.5105,60.0,166.802
4,0.06,0.5808,0.5332,0.0152,0.2562,62.123,95.8651,38.5057,51.462,0.7315,0.9436,3.8072,0.4335,10.291,6.208,0.0,0.0607,0.0,0.0,0.0751,0.0238,0.0103,0.9155,60.0,68.4922,60.0,60.0,70.5108,63.3308,61.4485,188.1705
5,0.075,0.5828,0.5317,0.0127,0.2749,61.7817,98.4816,31.0345,42.1053,0.7219,0.9321,3.9836,0.5714,11.5591,6.0435,0.0,0.0509,0.0,0.0,0.1119,0.0246,0.005,0.9579,60.0,67.1268,60.0,60.0,75.671,63.4499,60.7034,194.1023
6,0.09,0.5845,0.5312,0.0122,0.2823,61.7046,99.5164,33.908,52.0468,0.7189,0.9403,4.2592,0.685,10.0456,5.7815,0.0,0.0487,0.0,0.0,0.0809,0.0086,0.0449,0.9946,60.0,66.8184,60.0,60.0,71.3249,61.204,66.2874,199.2494
7,0.105,0.584,0.5325,0.0225,0.2786,63.1501,99.0046,31.6092,47.9532,0.7117,0.94,4.3758,0.5733,6.0794,5.6534,0.0214,0.0634,0.0052,0.0,0.0,0.0,0.1355,0.9789,62.9939,68.8718,60.7347,60.0,60.0,60.0,78.9661,197.0522
8,0.12,0.582,0.5304,0.0335,0.2819,64.6958,99.4707,37.931,50.8772,0.7174,0.9452,4.5789,0.4588,6.8386,5.4405,0.0596,0.0591,0.0155,0.0,0.0,0.0,0.1277,1.0,68.3437,68.2721,62.1673,60.0,60.0,60.0,77.883,200.0
9,0.135,0.5815,0.5268,0.0203,0.2802,62.838,99.2222,24.7126,53.8012,0.697,0.9554,4.7661,0.5432,10.225,5.262,0.0342,0.031,0.0159,0.0,0.0,0.0023,0.1183,1.0,64.7858,64.3386,62.2276,60.0,60.0,60.3249,76.5637,200.0
10,0.15,0.5837,0.5221,0.0079,0.2937,61.1021,101.1236,33.3333,55.5556,0.6952,0.9678,4.8357,0.682,15.0007,5.2091,0.0,0.019,0.0125,0.0,0.0274,0.0259,0.1217,1.0,60.0,62.6569,61.7514,60.0,63.8361,63.6212,77.0371,200.0
11,0.165,0.5866,0.5202,0.0117,0.3301,61.641,106.2166,29.8851,56.7251,0.6869,0.9812,5.0578,0.9043,14.2384,5.0242,0.0,0.0321,0.0148,0.0,0.0578,0.0264,0.2363,1.0,60.0,64.4959,62.0683,60.0,68.0859,63.6964,93.084,200.0
12,0.18,0.5873,0.5206,0.0195,0.367,62.7284,111.3826,33.3333,56.7251,0.686,0.9934,5.2631,0.8594,11.1417,4.8142,0.0076,0.0499,0.0205,0.0,0.0,0.0069,0.4612,1.0,61.0591,66.9868,62.8677,60.0,60.0,60.966,124.5646,200.0
13,0.195,0.5867,0.5203,0.046,0.3999,66.444,115.9852,31.6092,56.7251,0.6819,1.0,5.3881,0.7509,7.2195,4.6726,0.0774,0.0772,0.0295,0.0,0.0,0.0,0.5996,1.0,70.8428,70.8043,64.1288,60.0,60.0,60.0,143.941,200.0
14,0.21,0.5862,0.516,0.05,0.4083,66.9939,117.1639,39.6552,65.4971,0.6938,1.0,5.6649,0.6389,9.7411,4.3819,0.0884,0.0799,0.0315,0.0,0.0,0.0065,0.6268,1.0,72.3786,71.1872,64.4095,60.0,60.0,60.9046,147.7508,200.0
15,0.225,0.5879,0.5108,0.022,0.4179,63.0789,118.5066,24.7126,61.9883,0.6756,1.0,5.7273,0.8346,16.1405,4.3535,0.0171,0.0455,0.0253,0.0,0.0,0.0037,0.6679,1.0,62.3947,66.3744,63.5466,60.0,60.0,60.5219,153.5047,200.0
16,0.24,0.5908,0.5074,0.0182,0.4632,62.5431,124.8491,27.5862,58.4795,0.6648,1.0,5.8589,0.9698,17.6687,4.2531,0.0193,0.0461,0.0073,0.0,0.0017,0.0096,0.8415,1.0,62.7027,66.4536,61.016,60.0,60.2376,61.3464,177.8125,200.0
17,0.255,0.5917,0.5049,0.0212,0.5,62.9729,130.0,35.6322,70.1754,0.6705,1.0,6.1428,1.1615,16.7812,4.0282,0.0166,0.0547,0.0137,0.0,0.0,0.0,1.0,1.0,62.3272,67.6527,61.9119,60.0,60.0,60.0,200.0,200.0
18,0.27,0.5902,0.505,0.0405,0.4357,65.6707,120.9957,34.4828,57.8947,0.6734,1.0,6.2755,1.0642,12.9786,3.8735,0.0718,0.069,0.0212,0.0,0.0,0.0,1.0,0.7427,70.0573,69.6596,62.9661,60.0,60.0,60.0,200.0,163.9827
19,0.285,0.5904,0.5019,0.0513,0.4163,67.1857,118.2799,33.908,56.1404,0.675,1.0,6.4694,0.9976,14.0475,3.6689,0.1153,0.0729,0.0171,0.0,0.0,0.0,1.0,0.6651,76.146,70.2074,62.3895,60.0,60.0,60.0,200.0,153.1194
20,0.3,0.5928,0.4957,0.0393,0.4201,65.5033,118.809,31.0345,60.8187,0.6708,1.0,6.6651,1.0666,17.2195,3.5013,0.0981,0.0498,0.0094,0.0,0.0,0.0002,1.0,0.6801,73.7329,66.9662,61.314,60.0,60.0,60.0276,200.0,155.2083
21,0.315,0.5954,0.4889,0.0201,0.4047,62.8083,116.6631,33.908,61.9883,0.6726,1.0,6.7091,1.213,22.2235,3.5074,0.048,0.031,0.0012,0.0,0.0,0.0158,1.0,0.6031,66.7218,64.3445,60.1668,60.0,60.0,62.2133,200.0,144.439
22,0.33,0.5968,0.4859,0.0225,0.311,63.1471,103.539,32.1839,57.3099,0.6709,1.0,6.8956,1.4426,21.52,3.4232,0.0458,0.0441,0.0,0.0,0.0,0.0182,1.0,0.2257,66.4143,66.174,60.0,60.0,60.0,62.5549,200.0,91.6012
23,0.345,0.5963,0.4849,0.029,0.2823,64.0657,99.5277,33.908,50.2924,0.6727,1.0,7.1284,1.4724,19.3937,3.2271,0.0596,0.0565,0.0,0.0,0.0,0.1294,1.0,0.0,68.3461,67.9168,60.0,60.0,60.0,78.1108,200.0,60.0
