cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm,dark_l0,dark_l1,dark_l2,dark_l3,dark_r0,dark_r1,dark_r2,dark_r3,rate_l0,rate_l1,rate_l2,rate_l3,rate_r0,rate_r1,rate_r2,rate_r3
0,0.0,0.6025,0.601,0.0756,0.0588,70.5881,68.2309,37.931,32.1637,0.7791,0.6417,2.5119,0.6491,9.9102,704.8728,0.1364,0.1398,0.0263,0.0,0.2006,0.0346,0.0,0.0,79.0978,79.5695,63.6851,60.0,88.0812,64.8426,60.0,60.0
1,0.015,0.6011,0.6025,0.0791,0.0346,71.0785,64.8496,39.6552,39.7661,0.7824,0.6561,2.6302,0.5118,4.3875,704.8866,0.1494,0.1417,0.0255,0.0,0.1232,0.0153,0.0,0.0,80.9101,79.8388,63.5649,60.0,77.2514,62.147,60.0,60.0
2,0.03,0.6004,0.6036,0.0887,0.0327,72.424,64.5746,47.7011,34.5029,0.8012,0.6592,2.8092,0.4227,3.1764,704.8235,0.195,0.1474,0.0126,0.0,0.103,0.0277,0.0,0.0,87.2992,80.6391,61.7578,60.0,74.4248,63.8734,60.0,60.0
3,0.045,0.601,0.6028,0.0784,0.036,70.9712,65.0452,45.4023,30.4094,0.8137,0.6542,3.0688,0.3697,4.4053,704.678,0.1782,0.1271,0.0082,0.0,0.0975,0.0467,0.0,0.0,84.9493,77.7941,61.1414,60.0,73.6462,66.5348,60.0,60.0
4,0.06,0.6037,0.6005,0.0461,0.0495,66.4609,66.932,26.4368,32.1637,0.7879,0.653,3.1498,0.4978,8.6683,704.53,0.0894,0.0952,0.0,0.0,0.1397,0.0584,0.0,0.0,72.5202,73.3234,60.0,60.0,79.5516,68.1764,60.0,60.0
5,0.075,0.6049,0.6,0.0406,0.0571,65.6905,67.9906,36.7816,37.4269,0.7848,0.6619,3.3055,0.6319,8.1366,704.3251,0.0661,0.0965,0.0,0.0,0.1739,0.0544,0.0,0.0,69.2587,73.5034,60.0,60.0,84.3466,67.6158,60.0,60.0
6,0.09,0.6048,0.6016,0.0409,0.0422,65.7262,65.9025,34.4828,42.6901,0.7776,0.68,3.499,0.635,5.8225,704.1865,0.0788,0.0848,0.0,0.0,0.1388,0.0299,0.0,0.0,71.0349,71.8699,60.0,60.0,79.4278,64.1824,60.0,60.0
7,0.105,0.6028,0.6037,0.0588,0.0234,68.2315,63.2825,33.3333,30.9942,0.7687,0.6741,3.6026,0.5375,1.6167,704.1826,0.1365,0.0987,0.0,0.0,0.0767,0.017,0.0,0.0,79.1071,73.8187,60.0,60.0,70.744,62.3862,60.0,60.0
8,0.12,0.6026,0.6045,0.0641,0.0204,68.971,62.8584,34.4828,33.9181,0.763,0.6743,3.8186,0.4025,2.2583,704.1262,0.1708,0.0855,0.0,0.0,0.0571,0.0246,0.0,0.0,83.9139,71.97,60.0,60.0,67.991,63.4426,60.0,60.0
9,0.135,0.6047,0.6036,0.0417,0.0226,65.8315,63.1637,35.0575,36.8421,0.7589,0.6801,3.9843,0.4897,5.0351,703.9476,0.1164,0.0502,0.0,0.0,0.068,0.0224,0.0,0.0,76.2985,67.0276,60.0,60.0,69.515,63.1396,60.0,60.0
10,0.15,0.6067,0.6015,0.0239,0.0392,63.3489,65.4828,35.6322,31.5789,0.7563,0.6754,4.0645,0.6067,8.7716,703.808,0.0647,0.031,0.0,0.0,0.121,0.0357,0.0,0.0,69.0511,64.3446,60.0,60.0,76.9345,64.9969,60.0,60.0
11,0.165,0.607,0.6008,0.0192,0.0414,62.6869,65.7915,36.7816,36.2573,0.7562,0.6799,4.2757,0.7748,7.0443,703.5399,0.0436,0.0332,0.0,0.0,0.134,0.0315,0.0,0.0,66.1015,64.6461,60.0,60.0,78.7579,64.4082,60.0,60.0
12,0.18,0.6054,0.6022,0.0261,0.0198,63.6492,62.7762,28.7356,33.3333,0.7404,0.6785,4.3943,0.6509,2.4719,703.5443,0.0605,0.0438,0.0,0.0,0.068,0.0098,0.0016,0.0,68.4717,66.1253,60.0,60.0,69.5166,61.3666,60.2218,60.0
13,0.195,0.6038,0.6032,0.0434,0.0162,66.0802,62.2709,34.4828,40.3509,0.7374,0.6905,4.5382,0.5708,0.0746,703.4998,0.1138,0.0599,0.0,0.0,0.0477,0.0172,0.0,0.0,75.9283,68.3923,60.0,60.0,66.6798,62.4038,60.0,60.0
14,0.21,0.6031,0.6024,0.0422,0.02,65.908,62.8052,33.3333,32.7485,0.7323,0.687,4.7979,0.4712,1.4843,703.3877,0.1138,0.055,0.0,0.0,0.0361,0.0343,0.0098,0.0,75.9291,67.7027,60.0,60.0,65.0588,64.7966,61.3655,60.0
15,0.225,0.6048,0.6,0.0172,0.0363,62.4088,65.0779,41.954,33.3333,0.7446,0.6849,4.8825,0.599,5.753,703.2373,0.0378,0.031,0.0,0.0,0.0691,0.0458,0.0302,0.0,65.2952,64.3399,60.0,60.0,69.6692,66.4125,64.2298,60.0
16,0.24,0.6056,0.5992,0.0157,0.0482,62.1949,66.7417,27.5862,35.6725,0.7277,0.6875,5.0345,0.7081,6.1381,703.0528,0.0237,0.039,0.0,0.0,0.1151,0.0525,0.025,0.0,63.3228,65.4569,60.0,60.0,76.1207,67.3452,63.5007,60.0
17,0.255,0.6047,0.6001,0.0213,0.0381,62.9773,65.3366,32.1839,39.1813,0.7214,0.6964,5.2472,0.7583,4.1498,702.8674,0.0379,0.0471,0.0,0.0,0.0954,0.0406,0.0165,0.0,65.3099,66.5992,60.0,60.0,73.3583,65.6789,62.3094,60.0
18,0.27,0.6023,0.6021,0.0415,0.0147,65.8092,62.0538,32.7586,37.4269,0.7167,0.7012,5.3422,0.6559,0.2566,702.8733,0.0947,0.0713,0.0,0.0,0.027,0.03,0.0017,0.0,73.2553,69.9815,60.0,60.0,63.7811,64.1934,60.2408,60.0
19,0.285,0.6018,0.6029,0.0526,0.0149,67.3695,62.0803,39.0805,29.2398,0.7249,0.69,5.5274,0.5321,0.474,702.8309,0.1382,0.0723,0.0,0.0,0.0135,0.0459,0.0,0.0,79.3533,70.1246,60.0,60.0,61.8907,66.4303,60.0,60.0
20,0.3,0.6037,0.6027,0.0378,0.0176,65.2913,62.4583,35.0575,33.9181,0.7244,0.6887,5.7153,0.5836,2.899,702.6622,0.1041,0.0471,0.0,0.0,0.0307,0.0396,0.0,0.0,74.5719,66.5931,60.0,60.0,64.2919,65.5413,60.0,60.0
21,0.315,0.6058,0.6006,0.0215,0.0361,63.0061,65.0518,34.4828,28.0702,0.7229,0.6765,5.8025,0.6903,6.4746,702.525,0.0538,0.032,0.0,0.0,0.0931,0.0512,0.0,0.0,67.5384,64.4858,60.0,60.0,73.0393,67.1679,60.0,60.0
