cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm
0,0.0,0.5761,0.5694,0.0054,0.1487,60.7608,80.8155,32.7586,33.9181,0.6531,0.6603,2.8255,0.3035,7.7992,9.5625
1,0.015,0.5748,0.5704,0.0181,0.1388,62.5398,79.432,34.4828,47.3684,0.6563,0.6852,3.0103,0.3144,6.5819,9.3823
2,0.03,0.5717,0.5728,0.0514,0.114,67.1899,75.9637,35.0575,44.4444,0.6604,0.7024,3.1075,0.2151,1.7017,9.3184
3,0.045,0.5707,0.5773,0.0615,0.0678,68.6158,69.4914,36.2069,41.5205,0.6662,0.7125,3.31,0.0938,3.0068,9.1631
4,0.06,0.5715,0.5804,0.0526,0.0355,67.3703,64.9695,37.931,39.1813,0.6748,0.7172,3.4573,0.1846,5.7732,8.9946
5,0.075,0.5721,0.5808,0.0469,0.0323,66.5609,64.5267,33.908,36.2573,0.6749,0.7162,3.5317,0.2989,9.6423,8.8886
6,0.09,0.5707,0.5793,0.0613,0.0476,68.5766,66.6638,37.931,32.1637,0.6826,0.7076,3.7444,0.4647,8.2656,8.6361
7,0.105,0.567,0.5795,0.0993,0.0448,73.9086,66.2697,38.5057,33.3333,0.6907,0.702,3.8724,0.36,4.218,8.5456
8,0.12,0.5642,0.5823,0.1292,0.0164,78.0949,62.3003,40.8046,38.5965,0.7024,0.7067,4.0039,0.2796,1.8496,8.4462
9,0.135,0.5632,0.5846,0.1398,0.0,79.5685,60.0,41.954,40.3509,0.7151,0.7142,4.2477,0.1902,3.3555,8.2458
10,0.15,0.5641,0.5852,0.1304,0.0,78.2602,60.0,37.931,35.6725,0.719,0.7123,4.3284,0.3257,8.0341,8.1243
11,0.165,0.5635,0.5838,0.1362,0.0013,79.067,60.1799,44.8276,30.9942,0.7357,0.702,4.4832,0.435,8.4191,7.9424
