cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm,dark_l0,dark_l1,dark_l2,dark_l3,dark_r0,dark_r1,dark_r2,dark_r3,rate_l0,rate_l1,rate_l2,rate_l3,rate_r0,rate_r1,rate_r2,rate_r3
0,0.0,0.5857,0.5774,0.0343,0.009,63.9842,59.6854,33.908,26.3158,0.6966,0.5143,2.9433,-0.2347,-6.2844,7.4021,0.0,0.0,0.0432,0.094,0.036,0.0,0.0,0.0,58.1535,58.1535,65.5002,74.1295,64.281,58.1535,58.1535,58.1535
1,0.015,0.5811,0.5806,0.0359,0.0066,64.191,59.2025,32.7586,27.4854,0.6944,0.5165,3.0975,-0.2221,-5.4549,7.2513,0.0,0.0,0.0433,0.1004,0.0263,0.0,0.0,0.0,58.0851,58.0851,65.4406,75.1532,62.5546,58.0851,58.0851,58.0851
2,0.03,0.576,0.5832,0.037,0.0044,64.2494,58.7059,33.908,30.4094,0.6946,0.5239,3.1257,-0.3777,-12.3182,7.2738,0.0,0.0,0.0418,0.106,0.0174,0.0,0.0,0.0,57.9643,57.9643,65.0769,75.9921,60.9306,57.9643,57.9643,57.9643
3,0.045,0.5742,0.5859,0.0358,0.0036,64.0862,58.6171,37.931,34.5029,0.7026,0.5382,3.2746,-0.5035,-11.9088,7.1762,0.0,0.0,0.0482,0.0949,0.0144,0.0,0.0,0.0,58.0054,58.0054,66.2038,74.1302,60.4521,58.0054,58.0054,58.0054
4,0.06,0.5722,0.5875,0.0364,0.0023,64.1786,58.367,29.3103,35.0877,0.6931,0.5522,3.4683,-0.5431,-10.6271,7.0094,0.0,0.0,0.0595,0.0862,0.009,0.0,0.0,0.0,57.9837,57.9837,68.1015,72.6456,59.517,57.9837,57.9837,57.9837
5,0.075,0.5718,0.587,0.0364,0.0023,64.1356,58.3375,37.3563,31.5789,0.7001,0.5584,3.5574,-0.4527,-7.3873,6.8937,0.0,0.0,0.0682,0.0775,0.0093,0.0,0.0,0.0,57.9431,57.9431,69.5359,71.1204,59.5209,57.9431,57.9431,57.9431
6,0.09,0.5702,0.5883,0.0363,0.0022,64.0957,58.2964,28.1609,32.7485,0.6886,0.5662,3.7318,-0.36,-8.6061,6.6977,0.0,0.0,0.0696,0.0756,0.0087,0.0,0.0,0.0,57.9249,57.9249,69.759,70.7741,59.411,57.9249,57.9249,57.9249
7,0.105,0.5667,0.5911,0.0373,0.0005,64.2258,57.9681,39.6552,27.4854,0.7006,0.5634,3.8253,-0.4757,-12.2384,6.6525,0.0,0.0,0.0717,0.0774,0.0019,0.0,0.0,0.0,57.8864,57.8864,70.0791,71.0516,58.2132,57.8864,57.8864,57.8864
8,0.12,0.5628,0.5936,0.0373,0.0,64.1556,57.8187,35.0575,39.1813,0.7024,0.5827,3.8866,-0.5852,-15.1379,6.6375,0.0,0.0,0.0787,0.0704,0.0,0.0,0.0,0.0,57.8187,57.8187,71.2039,69.7811,57.8187,57.8187,57.8187,57.8187
9,0.135,0.5616,0.5945,0.0369,0.0,64.08,57.808,28.7356,36.2573,0.6918,0.5947,4.0851,-0.7474,-14.163,6.5218,0.0,0.0,0.0899,0.0577,0.0,0.0,0.0,0.0,57.808,57.808,73.0885,67.6154,57.808,57.808,57.808,57.808
