cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm
0,0.0,0.6041,0.5709,0.0002,0.0689,60.0272,69.6489,28.7356,36.8421,0.5752,0.7195,2.8793,0.0131,3.7672,9.6055
1,0.015,0.606,0.5691,0.0,0.0874,60.0,72.2398,35.0575,40.9357,0.5873,0.7271,2.9448,0.1385,8.522,9.5837
2,0.03,0.6066,0.5697,0.0,0.0816,60.0,71.4307,36.2069,44.4444,0.6004,0.7405,3.1225,0.2897,7.8438,9.4674
3,0.045,0.6056,0.5723,0.0,0.0542,60.0,67.5907,28.7356,36.8421,0.598,0.7385,3.3165,0.274,6.1878,9.2802
4,0.06,0.603,0.5749,0.0113,0.0277,61.5753,63.8811,40.8046,39.1813,0.6188,0.7411,3.4179,0.184,2.4521,9.1538
5,0.075,0.6021,0.5754,0.0205,0.0222,62.8674,63.1035,31.0345,32.1637,0.619,0.7303,3.6083,0.0553,3.4684,8.9306
6,0.09,0.6036,0.574,0.0057,0.037,60.7988,65.1758,33.908,34.5029,0.6247,0.7249,3.7259,0.1756,7.0637,8.8625
7,0.105,0.6047,0.5723,0.0,0.0548,60.0,67.6657,37.931,36.8421,0.6375,0.7244,3.8119,0.2795,10.3436,8.8204
8,0.12,0.6047,0.5719,0.0,0.0587,60.0,68.2131,23.5632,35.6725,0.6217,0.7218,4.0405,0.4398,9.1209,8.671
9,0.135,0.6027,0.5735,0.014,0.0424,61.9585,65.9372,32.1839,43.2749,0.6239,0.7335,4.1593,0.3402,5.2292,8.5225
10,0.15,0.6012,0.5743,0.0294,0.0343,64.1125,64.8068,39.6552,30.9942,0.64,0.7213,4.3014,0.2662,3.7623,8.3628
11,0.165,0.6012,0.5722,0.0291,0.0557,64.0687,67.7925,31.0345,31.5789,0.6383,0.7114,4.5211,0.2078,5.4031,8.1378
12,0.18,0.6027,0.5689,0.0138,0.0902,61.9344,72.6218,28.7356,39.7661,0.6323,0.7176,4.5894,0.3361,9.9464,8.1269
13,0.195,0.6033,0.568,0.0079,0.099,61.1003,73.8634,30.4598,43.8596,0.6301,0.7308,4.7398,0.4561,9.9771,8.0409
14,0.21,0.6027,0.5689,0.0139,0.0902,61.9486,72.6276,33.908,40.9357,0.6347,0.7373,4.9497,0.5013,8.4891,7.8718
15,0.225,0.6003,0.5708,0.0381,0.07,65.3352,69.797,36.2069,35.6725,0.6433,0.7335,5.0515,0.4167,5.1424,7.7431
16,0.24,0.5997,0.5709,0.0442,0.0695,66.1909,69.7346,45.977,43.2749,0.6697,0.7441,5.2237,0.304,5.5924,7.5389
17,0.255,0.6014,0.5693,0.0272,0.086,63.8087,72.0469,26.4368,32.1637,0.6563,0.7331,5.371,0.3974,8.6695,7.4489
18,0.27,0.6029,0.5665,0.0125,0.1145,61.7486,76.0324,36.7816,46.7836,0.6639,0.7502,5.4465,0.5051,12.3044,7.432
19,0.285,0.6031,0.5657,0.0099,0.1229,61.3869,77.2003,32.7586,36.2573,0.6631,0.7462,5.6485,0.6803,11.2255,7.3408
20,0.3,0.6018,0.5673,0.0229,0.1064,63.2101,74.9008,33.908,47.3684,0.6646,0.7633,5.7911,0.5959,7.5138,7.175
21,0.315,0.6003,0.5684,0.038,0.0948,65.3257,73.2714,35.6322,40.9357,0.6693,0.7667,5.9222,0.5196,5.0514,7.0233
22,0.33,0.6003,0.5668,0.0381,0.1113,65.3281,75.5833,35.0575,42.1053,0.6724,0.772,6.163,0.4382,6.7309,6.7743
23,0.345,0.6022,0.5633,0.0196,0.1479,62.7488,80.7128,30.4598,44.4444,0.6664,0.7811,6.2313,0.5856,11.7316,6.7922
24,0.36,0.6033,0.5621,0.0081,0.1607,61.1353,82.4919,35.6322,53.2164,0.6709,0.8057,6.3789,0.7036,12.3889,6.7315
