cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm,dark_l0,dark_l1,dark_l2,dark_l3,dark_r0,dark_r1,dark_r2,dark_r3,rate_l0,rate_l1,rate_l2,rate_l3,rate_r0,rate_r1,rate_r2,rate_r3
0,0.0,0.5815,0.5995,0.0418,0.0676,65.851,69.4671,36.7816,43.8596,0.7483,0.8575,3.1236,0.5745,9.4525,9.4922,0.0,0.1672,0.0,0.0,0.213,0.0446,0.0128,0.0,60.0,83.4039,60.0,60.0,89.8199,66.2504,61.7981,60.0
1,0.015,0.5796,0.602,0.0489,0.0355,66.8441,64.968,37.3563,32.1637,0.7494,0.8357,3.2814,0.4613,5.103,9.6244,0.0,0.1955,0.0,0.0,0.1198,0.0181,0.004,0.0,60.0,87.3762,60.0,60.0,76.7777,62.5324,60.5617,60.0
2,0.03,0.5774,0.6041,0.0527,0.0221,67.3776,63.0949,35.0575,38.5965,0.746,0.828,3.4287,0.3618,1.9613,9.7435,0.0084,0.2024,0.0,0.0,0.0736,0.0148,0.0,0.0,61.176,88.3344,60.0,60.0,70.3032,62.0764,60.0,60.0
3,0.045,0.5766,0.6038,0.0515,0.0215,67.2037,63.0159,44.2529,32.1637,0.7606,0.809,3.7142,0.2504,3.9104,9.8992,0.0767,0.1291,0.0,0.0,0.058,0.0282,0.0,0.0,70.741,78.0736,60.0,60.0,68.1217,63.9418,60.0,60.0
4,0.06,0.5787,0.6019,0.0207,0.034,62.9028,64.7594,37.3563,33.3333,0.7606,0.7941,3.7979,0.4096,9.0994,9.7575,0.0572,0.0104,0.0,0.0153,0.0781,0.0295,0.0031,0.0253,68.0063,61.4592,60.0,62.1456,70.9378,64.1286,60.4288,63.5425
5,0.075,0.58,0.6014,0.0122,0.0393,61.7025,65.5037,29.3103,30.9942,0.7449,0.7762,3.9632,0.5371,10.1592,9.6644,0.0486,0.0,0.0,0.0,0.1159,0.0312,0.0062,0.004,66.8098,60.0,60.0,60.0,76.2269,64.3704,60.8612,60.5562
6,0.09,0.5789,0.6023,0.0189,0.0306,62.6502,64.2796,34.4828,26.3158,0.7408,0.7513,4.204,0.6269,8.202,9.6288,0.0629,0.007,0.0,0.0058,0.0879,0.014,0.0128,0.0076,68.8095,60.9775,60.0,60.8138,72.3116,61.9614,61.7879,61.0576
7,0.105,0.5757,0.6046,0.0475,0.0099,66.6526,61.3825,33.908,35.6725,0.736,0.7461,4.306,0.5158,4.119,9.7606,0.1538,0.0067,0.0,0.0296,0.0,0.0,0.0126,0.0269,81.5387,60.9336,60.0,64.1381,60.0,60.0,61.7609,63.7692
8,0.12,0.5748,0.6052,0.0699,0.0075,69.7842,61.0566,37.931,38.5965,0.7394,0.7469,4.5025,0.3978,4.0478,9.9229,0.2589,0.0,0.0056,0.0151,0.0,0.0068,0.0146,0.0088,96.2413,60.0,60.7807,62.1148,60.0,60.9579,62.0414,61.2271
9,0.135,0.5763,0.6047,0.0793,0.0096,71.0953,61.3482,37.3563,31.5789,0.7413,0.7346,4.703,0.4539,6.6922,9.9214,0.2967,0.0,0.0052,0.0151,0.0,0.0038,0.0226,0.0121,101.5365,60.0,60.7335,62.1112,60.0,60.536,63.1657,61.6913
