cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm,dark_l0,dark_l1,dark_l2,dark_l3,dark_r0,dark_r1,dark_r2,dark_r3,rate_l0,rate_l1,rate_l2,rate_l3,rate_r0,rate_r1,rate_r2,rate_r3
0,0.0,0.5913,0.5956,0.0384,0.101,65.3741,74.1387,33.3333,36.2573,0.6836,0.7074,2.8266,0.3037,7.7961,9.7315,0.0,0.1535,0.0,0.0,0.3503,0.0536,0.0,0.0,60.0,81.4964,60.0,60.0,109.0468,67.5078,60.0,60.0
1,0.015,0.5902,0.5968,0.035,0.0836,64.8966,71.7011,37.3563,41.5205,0.6915,0.7172,3.0171,0.3167,6.5437,9.7366,0.0,0.1399,0.0,0.0,0.2947,0.0396,0.0,0.0,60.0,79.5865,60.0,60.0,101.2547,65.5498,60.0,60.0
2,0.03,0.5871,0.5991,0.0496,0.0603,66.945,68.4441,35.6322,33.9181,0.6952,0.7119,3.115,0.2135,1.5632,9.8498,0.0344,0.1641,0.0,0.0,0.2089,0.0324,0.0,0.0,64.8119,82.9681,60.0,60.0,89.2421,64.5345,60.0,60.0
3,0.045,0.5855,0.6004,0.0637,0.0501,68.9197,67.0167,38.5057,33.3333,0.7042,0.7061,3.3229,0.0885,2.9452,9.9994,0.1244,0.1305,0.0,0.0,0.1583,0.0422,0.0,0.0,77.4139,78.265,60.0,60.0,82.1614,65.9053,60.0,60.0
4,0.06,0.5862,0.6004,0.0476,0.0428,66.6645,65.9978,38.5057,33.9181,0.7124,0.7019,3.4764,0.1788,5.6485,9.9315,0.133,0.0574,0.0,0.0,0.1385,0.0329,0.0,0.0,78.6152,68.0427,60.0,60.0,79.392,64.5991,60.0,60.0
5,0.075,0.5871,0.5993,0.0386,0.052,65.4017,67.2783,31.0345,37.4269,0.7051,0.7046,3.5524,0.2955,9.5544,9.8279,0.1257,0.0287,0.0,0.0,0.167,0.041,0.0,0.0,77.5937,64.013,60.0,60.0,83.3737,65.7395,60.0,60.0
6,0.09,0.5868,0.5994,0.0418,0.0486,65.8523,66.8058,34.4828,33.3333,0.7053,0.6994,3.7666,0.463,8.0324,9.6992,0.1229,0.0443,0.0,0.0,0.1636,0.0309,0.0,0.0,77.2045,66.2048,60.0,60.0,82.8974,64.3259,60.0,60.0
7,0.105,0.5843,0.6014,0.0576,0.0199,68.0601,62.7832,42.5287,39.1813,0.7212,0.7056,3.8949,0.3525,3.8481,9.8318,0.1677,0.0625,0.0,0.0,0.0795,0.0,0.0,0.0,83.4842,68.7561,60.0,60.0,71.1327,60.0,60.0,60.0
8,0.12,0.5818,0.603,0.0814,0.009,71.4021,61.2592,34.4828,33.3333,0.7199,0.7003,4.0282,0.2678,1.3323,9.9413,0.2825,0.0432,0.0,0.0,0.036,0.0,0.0,0.0,99.5537,66.0548,60.0,60.0,65.0366,60.0,60.0,60.0
9,0.135,0.5807,0.6026,0.094,0.0053,73.1639,60.7408,42.5287,35.0877,0.7344,0.6988,4.2798,0.1744,2.8077,10.0866,0.3761,0.0,0.0,0.0,0.016,0.0051,0.0,0.0,112.6556,60.0,60.0,60.0,62.2436,60.7197,60.0,60.0
10,0.15,0.582,0.6006,0.0974,0.0106,73.6296,61.4855,38.5057,36.8421,0.7396,0.7007,4.3643,0.309,7.4094,9.9752,0.3894,0.0,0.0,0.0,0.0376,0.0048,0.0,0.0,114.5185,60.0,60.0,60.0,65.2645,60.6777,60.0,60.0
11,0.165,0.5826,0.5997,0.0975,0.0216,73.6503,63.0277,41.3793,35.6725,0.75,0.7003,4.5202,0.4182,7.7333,9.9077,0.39,0.0,0.0,0.0,0.0779,0.0086,0.0,0.0,114.6011,60.0,60.0,60.0,70.9029,61.2078,60.0,60.0
12,0.18,0.5812,0.6003,0.1055,0.0136,74.7699,61.8994,36.7816,28.655,0.7504,0.6869,4.7332,0.4819,5.9223,9.9027,0.422,0.0,0.0,0.0,0.0543,0.0,0.0,0.0,119.0795,60.0,60.0,60.0,67.5977,60.0,60.0,60.0
13,0.195,0.5781,0.6022,0.1327,0.0,78.5827,60.0,42.5287,32.1637,0.762,0.6812,4.8292,0.3759,1.7366,10.0313,0.5309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.331,60.0,60.0,60.0,60.0,60.0,60.0,60.0
14,0.21,0.5771,0.603,0.1621,0.0,82.6895,60.0,39.0805,25.1462,0.7658,0.6631,5.0164,0.2602,1.9088,10.1962,0.6483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.7581,60.0,60.0,60.0,60.0,60.0,60.0,60.0
15,0.225,0.5784,0.6027,0.1726,0.0,84.159,60.0,44.8276,30.9942,0.7804,0.6575,5.2174,0.3042,4.0356,10.2156,0.6903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.636,60.0,60.0,60.0,60.0,60.0,60.0,60.0
16,0.24,0.5803,0.6004,0.1727,0.0123,84.1712,61.7174,45.977,30.4094,0.7959,0.6514,5.3067,0.4132,7.5321,10.141,0.6906,0.0,0.0,0.0,0.0337,0.0154,0.0,0.0,156.6849,60.0,60.0,60.0,64.7194,62.1503,60.0,60.0
17,0.255,0.5806,0.6,0.1736,0.0176,84.3069,62.4622,40.2299,36.2573,0.7986,0.6568,5.4831,0.5788,6.4889,10.0445,0.6945,0.0,0.0,0.0,0.056,0.0144,0.0,0.0,157.2276,60.0,60.0,60.0,67.8346,62.0141,60.0,60.0
18,0.27,0.5792,0.602,0.191,0.0,86.7338,60.0,43.6782,35.6725,0.8079,0.6605,5.6225,0.4745,2.4307,10.191,0.7638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.9351,60.0,60.0,60.0,60.0,60.0,60.0,60.0
19,0.285,0.5769,0.6035,0.2237,0.0,91.313,60.0,42.5287,38.0117,0.814,0.6682,5.7339,0.3802,-1.2464,10.3191,0.8947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.2522,60.0,60.0,60.0,60.0,60.0,60.0,60.0
20,0.3,0.5756,0.6038,0.2447,0.0005,94.2532,60.0635,41.3793,34.5029,0.8173,0.6687,6.0087,0.2436,-0.1268,10.5478,0.9787,0.0,0.0,0.0,0.0,0.0018,0.0,0.0,197.013,60.0,60.0,60.0,60.0,60.2539,60.0,60.0
21,0.315,0.5774,0.602,0.2377,0.0013,93.2834,60.1875,47.1264,36.2573,0.8315,0.6724,6.1203,0.3661,4.0347,10.478,0.951,0.0,0.0,0.0,0.0,0.0054,0.0,0.0,193.1338,60.0,60.0,60.0,60.0,60.7499,60.0,60.0
22,0.33,0.579,0.6006,0.2384,0.0085,93.3692,61.1946,47.1264,30.9942,0.8444,0.6659,6.2591,0.4669,5.3359,10.4413,0.9534,0.0,0.0,0.0,0.024,0.0102,0.0,0.0,193.4769,60.0,60.0,60.0,63.3566,61.4217,60.0,60.0
23,0.345,0.578,0.6009,0.2489,0.0035,94.8426,60.4854,44.8276,25.731,0.8515,0.6503,6.4809,0.5626,3.0613,10.4472,0.9955,0.0,0.0,0.0,0.0139,0.0,0.0,0.0,199.3702,60.0,60.0,60.0,61.9415,60.0,60.0,60.0
24,0.36,0.5754,0.6025,0.25,0.0,95.0,60.0,51.1494,31.5789,0.8703,0.6471,6.5695,0.4298,-1.9437,10.6052,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
