cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm
0,0.0,0.6049,0.5993,0.0,0.0594,60.0,68.3213,33.3333,43.2749,0.6781,0.846,3.1228,0.5732,9.4672,704.4956
1,0.015,0.6035,0.6018,0.0,0.0346,60.0,64.8459,35.0575,37.4269,0.6815,0.8352,3.278,0.4632,5.3078,704.4642
2,0.03,0.6016,0.604,0.0155,0.0131,62.1734,61.8408,32.1839,35.0877,0.6789,0.821,3.4183,0.3652,2.2052,704.4347
3,0.045,0.6013,0.6036,0.019,0.0167,62.6588,62.3348,39.6552,29.2398,0.6911,0.7972,3.6907,0.2605,4.2342,704.3171
4,0.06,0.6032,0.6019,0.0,0.0335,60.0,64.6958,39.0805,34.5029,0.701,0.7856,3.7683,0.4177,9.3973,704.1508
5,0.075,0.6044,0.6015,0.0,0.0376,60.0,65.2679,27.5862,26.9006,0.6877,0.7609,3.9286,0.5421,10.4966,703.9496
6,0.09,0.6037,0.6024,0.0,0.0284,60.0,63.9696,34.4828,36.2573,0.689,0.7559,4.1654,0.6334,8.8254,703.718
7,0.105,0.601,0.6048,0.0222,0.0043,63.1026,60.6056,33.3333,29.2398,0.688,0.7384,4.266,0.5304,5.0036,703.7202
8,0.12,0.6002,0.6056,0.0301,0.0,64.2175,60.0,34.4828,44.4444,0.6893,0.7508,4.4506,0.4213,5.1963,703.6676
9,0.135,0.6017,0.6051,0.0147,0.0019,62.0631,60.2611,29.8851,25.1462,0.6815,0.7261,4.6341,0.4851,7.8307,703.4931
10,0.15,0.6034,0.6026,0.0,0.0261,60.0,63.6594,32.7586,36.8421,0.6801,0.7256,4.7102,0.5983,11.6249,703.3591
11,0.165,0.6037,0.6019,0.0,0.0333,60.0,64.6629,31.6092,31.5789,0.6766,0.7153,4.8904,0.7795,10.9044,703.1036
12,0.18,0.6025,0.6036,0.0073,0.0164,61.0153,62.2947,29.3103,38.5965,0.6689,0.719,5.0482,0.7085,7.5513,703.0429
13,0.195,0.6005,0.6052,0.0268,0.0008,63.7483,60.1182,37.931,35.0877,0.6787,0.7159,5.1604,0.6207,4.1441,703.0262
14,0.21,0.6,0.605,0.0313,0.0026,64.3762,60.3616,37.931,36.2573,0.6876,0.7152,5.4069,0.5162,5.6607,702.927
15,0.225,0.6018,0.6032,0.0133,0.0207,61.8627,62.9022,27.0115,35.6725,0.6744,0.7135,5.4877,0.6594,10.2741,702.7684
16,0.24,0.6031,0.602,0.001,0.0321,60.1468,64.4902,28.1609,30.4094,0.6648,0.7022,5.6156,0.7668,11.8479,702.6021
17,0.255,0.6026,0.6022,0.0061,0.0307,60.8589,64.2925,33.908,34.5029,0.6671,0.6996,5.8337,0.8897,10.2838,702.3613
18,0.27,0.6006,0.6043,0.026,0.0099,63.6401,61.3879,40.2299,32.7485,0.6815,0.6939,5.9355,0.7878,6.2103,702.3621
