cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm,dark_l0,dark_l1,dark_l2,dark_l3,dark_r0,dark_r1,dark_r2,dark_r3,rate_l0,rate_l1,rate_l2,rate_l3,rate_r0,rate_r1,rate_r2,rate_r3
0,0.0,0.583,0.5303,0.0283,0.1578,63.9565,82.0861,34.4828,39.1813,0.7072,0.7645,2.8273,0.3038,7.8139,7.1791,0.0,0.113,0.0,0.0,0.3503,0.0536,0.0,0.2271,60.0,75.8259,60.0,60.0,109.0468,67.5078,60.0,91.7898
1,0.015,0.5829,0.5312,0.024,0.1525,63.3575,81.3463,37.3563,43.2749,0.7128,0.7721,3.0259,0.3206,6.5477,6.9815,0.0,0.0959,0.0,0.0,0.2949,0.0397,0.0,0.2754,60.0,73.4301,60.0,60.0,101.2816,65.5521,60.0,98.5513
2,0.03,0.5804,0.5329,0.0377,0.1449,65.2825,80.2875,33.908,45.0292,0.7112,0.7822,3.1284,0.2156,1.5522,6.875,0.0377,0.1132,0.0,0.0,0.2058,0.0325,0.0,0.3414,65.2753,75.8546,60.0,60.0,88.8101,64.5503,60.0,107.7896
3,0.045,0.5757,0.5328,0.0502,0.1564,67.0246,81.8917,31.0345,42.1053,0.7041,0.786,3.3391,0.0887,3.037,6.6614,0.0951,0.1056,0.0,0.0,0.1535,0.0414,0.0,0.4306,73.308,74.7904,60.0,60.0,81.4838,65.8015,60.0,120.2814
4,0.06,0.573,0.5321,0.0366,0.1734,65.1288,84.2692,33.3333,45.614,0.7021,0.7959,3.4925,0.1865,6.029,6.5102,0.0705,0.076,0.0,0.0,0.1316,0.0298,0.0,0.5321,69.8761,70.639,60.0,60.0,78.4177,64.1699,60.0,134.4893
5,0.075,0.5727,0.5295,0.0302,0.2067,64.2243,88.9403,30.4598,48.538,0.6947,0.8102,3.5676,0.3111,10.2925,6.4399,0.0554,0.0653,0.0,0.0,0.1612,0.0384,0.0,0.6274,67.7555,69.1417,60.0,60.0,82.5614,65.3704,60.0,147.8293
6,0.09,0.5749,0.5289,0.0337,0.2176,64.7177,90.4614,33.908,43.2749,0.6948,0.8135,3.8013,0.4911,8.9117,6.2181,0.0607,0.0741,0.0,0.0,0.1591,0.0273,0.0,0.6839,68.4996,70.3712,60.0,60.0,82.2726,63.8206,60.0,155.7523
7,0.105,0.576,0.5298,0.0452,0.2107,66.3226,89.5012,36.2069,50.8772,0.6994,0.8305,3.9474,0.3874,4.8418,6.065,0.0948,0.0859,0.0,0.0,0.07,0.0,0.0,0.7729,73.2661,72.0244,60.0,60.0,69.7968,60.0,60.0,168.2081
8,0.12,0.5734,0.5293,0.0666,0.2324,69.331,92.5409,36.2069,46.1988,0.7035,0.8373,4.0863,0.3,2.3378,5.9213,0.1651,0.1015,0.0,0.0,0.0206,0.0,0.0,0.9092,83.1121,74.2118,60.0,60.0,62.8821,60.0,60.0,187.2815
9,0.135,0.5701,0.5266,0.0682,0.2523,69.5449,95.3189,39.6552,53.8012,0.7139,0.8575,4.3424,0.2075,4.3715,5.6614,0.1799,0.0928,0.0,0.0,0.0091,0.0,0.0,1.0,85.1888,72.9906,60.0,60.0,61.2757,60.0,60.0,200.0
