cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm,dark_l0,dark_l1,dark_l2,dark_l3,dark_r0,dark_r1,dark_r2,dark_r3,rate_l0,rate_l1,rate_l2,rate_l3,rate_r0,rate_r1,rate_r2,rate_r3
0,0.0,0.5483,0.5519,0.175,0.2099,84.4974,89.3811,45.4023,42.1053,0.9312,0.8215,2.8318,0.3018,7.775,7.3666,0.0,0.113,0.0,0.5869,0.3503,0.0536,0.0,0.4355,60.0,75.8259,60.0,142.1638,109.0468,67.5078,60.0,120.9698
1,0.015,0.5469,0.5528,0.1851,0.2028,85.9168,88.3883,47.7011,48.538,0.9356,0.8335,3.0432,0.3206,6.0366,7.1566,0.0,0.1,0.0,0.6405,0.2968,0.0404,0.0,0.4739,60.0,73.9939,60.0,149.6733,101.551,65.6503,60.0,126.3519
2,0.03,0.5435,0.5553,0.2147,0.1813,90.0556,85.3855,48.2759,46.7836,0.9408,0.841,3.1505,0.1971,0.4245,7.0828,0.0428,0.1198,0.0,0.6961,0.205,0.0324,0.0,0.4879,65.9962,76.7722,60.0,157.454,88.701,64.5299,60.0,128.3113
3,0.045,0.5428,0.5609,0.2175,0.1162,90.4524,76.2716,51.1494,42.6901,0.9511,0.8403,3.393,0.0533,1.6511,6.8878,0.1037,0.1099,0.0,0.6565,0.1577,0.0407,0.0,0.2665,74.5112,75.3824,60.0,151.9159,82.0831,65.6932,60.0,97.3101
4,0.06,0.5438,0.5657,0.2042,0.0583,88.5876,68.1601,47.7011,38.5965,0.9537,0.832,3.5964,0.1367,4.5218,6.6691,0.0743,0.0787,0.0,0.6638,0.1366,0.0301,0.0,0.0665,70.4039,71.0178,60.0,152.9286,79.1185,64.2166,60.0,69.3055
5,0.075,0.5448,0.5662,0.2003,0.055,88.0408,67.7004,44.8276,40.9357,0.9504,0.8288,3.6768,0.287,9.2507,6.5511,0.036,0.0596,0.0,0.7056,0.1741,0.0459,0.0,0.0,65.0408,68.3387,60.0,158.7836,84.3713,66.4302,60.0,60.0
6,0.09,0.5423,0.5643,0.2348,0.0669,92.8718,69.3604,54.023,36.2573,0.9654,0.8172,3.9299,0.4808,6.9633,6.2574,0.0537,0.0622,0.0,0.8233,0.1769,0.0349,0.0,0.0556,67.5136,68.7125,60.0,175.2611,84.7707,64.892,60.0,67.7788
7,0.105,0.5391,0.5643,0.2781,0.0728,98.9283,70.1986,52.2989,40.3509,0.9756,0.8144,4.0748,0.3278,1.5331,6.1566,0.0799,0.0744,0.0,0.958,0.0879,0.0023,0.0,0.2013,71.1802,70.4177,60.0,194.1154,72.2997,60.3176,60.0,88.1771
8,0.12,0.5358,0.5682,0.3103,0.0294,103.4442,64.1094,55.7471,32.7485,0.9916,0.7977,4.2313,0.2135,-1.8927,6.039,0.1504,0.0908,0.0,1.0,0.0581,0.0005,0.0,0.0588,81.0602,72.7165,60.0,200.0,68.1361,60.0631,60.0,68.2383
9,0.135,0.534,0.5723,0.3124,0.0136,103.7371,61.8971,63.7931,34.5029,1.0,0.7859,4.5638,0.0729,-0.4657,5.7677,0.1639,0.0858,0.0,1.0,0.0436,0.0106,0.0,0.0,82.9413,72.0072,60.0,200.0,66.0998,61.4886,60.0,60.0
