cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm,dark_l0,dark_l1,dark_l2,dark_l3,dark_r0,dark_r1,dark_r2,dark_r3,rate_l0,rate_l1,rate_l2,rate_l3,rate_r0,rate_r1,rate_r2,rate_r3
0,0.0,0.5909,0.5948,0.0,0.1747,60.0,84.4542,27.0115,45.0292,0.5571,0.8646,2.766,-0.0668,2.1911,10.0959,0.0,0.0,0.0,0.0,0.5382,0.1227,0.0378,0.0,60.0,60.0,60.0,60.0,135.3464,77.1751,65.2953,60.0
1,0.015,0.5889,0.596,0.0,0.1585,60.0,82.1856,36.2069,47.9532,0.5752,0.87,3.0432,0.038,0.8308,10.0165,0.0,0.0,0.0,0.0,0.4883,0.1066,0.039,0.0,60.0,60.0,60.0,60.0,128.359,74.9296,65.4537,60.0
2,0.03,0.5849,0.5992,0.0,0.1163,60.0,76.2887,31.0345,50.2924,0.5814,0.8791,3.1481,-0.0883,-3.6338,10.1535,0.0,0.0,0.0,0.0,0.3565,0.0793,0.0296,0.0,60.0,60.0,60.0,60.0,109.9081,71.0991,64.1476,60.0
3,0.045,0.5823,0.6013,0.0211,0.0965,62.9516,73.5098,32.7586,43.2749,0.5903,0.8745,3.3148,-0.1933,-3.1407,10.2777,0.0843,0.0,0.0,0.0,0.2902,0.0798,0.016,0.0,71.8063,60.0,60.0,60.0,100.6304,71.1669,62.2421,60.0
4,0.06,0.582,0.601,0.0362,0.0958,65.0671,73.4116,29.3103,43.8596,0.5917,0.8714,3.5081,-0.2114,-0.8276,10.3221,0.1448,0.0,0.0,0.0,0.2745,0.0897,0.019,0.0,80.2684,60.0,60.0,60.0,98.4287,72.5597,62.6582,60.0
5,0.075,0.5828,0.6,0.0371,0.1003,65.199,74.048,31.0345,39.7661,0.5963,0.8612,3.5939,-0.0896,4.1429,10.2147,0.1485,0.0,0.0,0.0,0.2874,0.0929,0.0211,0.0,80.7958,60.0,60.0,60.0,100.2329,73.0084,62.9506,60.0
6,0.09,0.5827,0.6008,0.0344,0.0961,64.8155,73.4476,29.3103,40.9357,0.5971,0.854,3.803,0.0561,3.4037,10.1061,0.1376,0.0,0.0,0.0,0.2921,0.0861,0.006,0.0,79.2622,60.0,60.0,60.0,100.8908,72.0547,60.845,60.0
7,0.105,0.5805,0.6032,0.0459,0.0672,66.422,69.4126,31.6092,46.1988,0.6023,0.8571,4.0193,0.0278,1.6665,10.1746,0.1835,0.0,0.0,0.0,0.2084,0.0605,0.0,0.0,85.688,60.0,60.0,60.0,89.1828,68.4677,60.0,60.0
8,0.12,0.5766,0.6062,0.0775,0.0381,70.8525,65.3398,35.0575,38.5965,0.6138,0.8461,4.1124,-0.0824,-1.6334,10.3013,0.3101,0.0,0.0,0.0,0.114,0.0385,0.0,0.0,103.4101,60.0,60.0,60.0,75.9649,65.3943,60.0,60.0
9,0.135,0.5752,0.6067,0.1021,0.0314,74.2982,64.3967,36.7816,30.9942,0.6276,0.8222,4.2939,-0.2389,-0.6386,10.4927,0.4085,0.0,0.0,0.0,0.0782,0.0474,0.0,0.0,117.1928,60.0,60.0,60.0,70.9465,66.6401,60.0,60.0
10,0.15,0.5766,0.6061,0.1047,0.0314,74.6604,64.393,43.1034,33.3333,0.6525,0.8049,4.4112,-0.1066,4.1926,10.3902,0.4189,0.0,0.0,0.0,0.0784,0.0471,0.0,0.0,118.6416,60.0,60.0,60.0,70.9769,66.595,60.0,60.0
11,0.165,0.5779,0.6044,0.1013,0.0492,74.1766,66.8828,41.3793,33.9181,0.6716,0.7903,4.5199,-0.0075,7.2438,10.3199,0.405,0.0,0.0,0.0,0.1345,0.0621,0.0,0.0,116.7063,60.0,60.0,60.0,78.8318,68.6994,60.0,60.0
12,0.18,0.578,0.6038,0.0921,0.0512,72.8928,67.1667,31.6092,35.6725,0.6697,0.7802,4.7829,0.1482,6.276,10.2373,0.3684,0.0,0.0,0.0,0.1412,0.0559,0.0077,0.0,111.5712,60.0,60.0,60.0,79.7688,67.8263,61.072,60.0
