cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm,dark_l0,dark_l1,dark_l2,dark_l3,dark_r0,dark_r1,dark_r2,dark_r3,rate_l0,rate_l1,rate_l2,rate_l3,rate_r0,rate_r1,rate_r2,rate_r3
0,0.0,0.5857,0.5774,0.0744,0.2009,70.4173,88.1288,35.0575,38.5965,0.7202,0.7543,2.9491,-0.2319,-6.0025,7.3957,0.0,0.0,0.2976,0.0,0.5094,0.1783,0.1159,0.0,60.0,60.0,101.6691,60.0,131.3187,84.9676,76.2289,60.0
1,0.015,0.5812,0.5806,0.0754,0.1663,70.5548,83.2797,30.4598,49.7076,0.7112,0.775,3.1323,-0.2122,-4.9732,7.2152,0.0,0.0,0.3016,0.0,0.4202,0.142,0.1029,0.0,60.0,60.0,102.2194,60.0,118.8313,79.8837,74.4037,60.0
2,0.03,0.5758,0.5834,0.0823,0.1358,71.521,79.0066,36.2069,43.8596,0.7143,0.7828,3.1774,-0.3717,-12.0419,7.2231,0.0,0.0,0.2957,0.0334,0.3364,0.1098,0.0968,0.0,60.0,60.0,101.4032,64.6809,107.1011,75.3766,73.5486,60.0
3,0.045,0.5736,0.5862,0.0898,0.1178,72.5748,76.4957,43.6782,42.1053,0.7317,0.7866,3.3385,-0.5063,-11.0865,7.1174,0.0,0.0,0.3593,0.0,0.2916,0.1023,0.0774,0.0,60.0,60.0,110.2991,60.0,100.8288,74.3195,70.8343,60.0
4,0.06,0.5714,0.5874,0.1182,0.1035,76.5536,74.4909,31.6092,43.2749,0.7239,0.7922,3.5447,-0.5335,-8.9074,6.9346,0.0,0.0,0.473,0.0,0.2466,0.0894,0.078,0.0,60.0,60.0,126.2146,60.0,94.5187,72.5199,70.9249,60.0
5,0.075,0.5708,0.5873,0.1387,0.1056,79.4165,74.7804,37.931,39.1813,0.7292,0.7897,3.644,-0.4145,-4.4957,6.7992,0.0,0.0,0.5548,0.0,0.2549,0.0929,0.0745,0.0,60.0,60.0,137.6662,60.0,95.6867,73.0029,70.4321,60.0
6,0.09,0.5689,0.5887,0.1323,0.0986,78.5189,73.8013,29.8851,39.1813,0.7182,0.7874,3.8719,-0.2904,-5.3432,6.5421,0.0,0.0,0.5291,0.0,0.2568,0.0839,0.0536,0.0,60.0,60.0,134.0757,60.0,95.9565,71.7476,67.5012,60.0
7,0.105,0.5645,0.5919,0.129,0.0665,78.0539,69.3103,41.3793,42.1053,0.7308,0.7908,4.0087,-0.4072,-8.6909,6.4568,0.0,0.0,0.5158,0.0,0.1814,0.0558,0.0288,0.0,60.0,60.0,132.2157,60.0,85.3989,67.8107,64.0316,60.0
8,0.12,0.5598,0.5948,0.1464,0.0434,80.4934,66.0749,38.5057,35.6725,0.7365,0.7819,4.0854,-0.5286,-12.3272,6.4325,0.0,0.0163,0.5692,0.0,0.1199,0.0525,0.0011,0.0,60.0,62.2822,139.6913,60.0,76.7919,67.3491,60.1588,60.0
9,0.135,0.558,0.5958,0.1918,0.0405,86.8487,65.6676,43.1034,40.9357,0.7507,0.7836,4.3133,-0.6987,-10.2309,6.2945,0.0477,0.0267,0.6928,0.0,0.0967,0.0653,0.0,0.0,66.6719,63.7334,156.9894,60.0,73.5321,69.1383,60.0,60.0
