cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm
0,0.0,0.536,0.5408,0.1383,0.2465,79.3582,94.5137,39.6552,49.1228,0.8068,0.9604,3.128,0.5777,9.5041,7.0176
1,0.015,0.5356,0.5424,0.1427,0.23,79.9755,92.2065,37.3563,52.0468,0.8023,0.9658,3.2989,0.4689,5.0759,6.8737
2,0.03,0.5329,0.5465,0.1718,0.1862,84.0545,86.0632,49.4253,45.0292,0.8216,0.9577,3.4543,0.364,1.863,6.747
3,0.045,0.5321,0.551,0.1809,0.1383,85.3222,79.3665,44.8276,38.0117,0.8302,0.9373,3.7542,0.2474,4.0489,6.4871
4,0.06,0.5332,0.554,0.1686,0.1061,83.6101,74.8548,47.1264,38.0117,0.8425,0.9188,3.8429,0.4244,9.8595,6.3555
5,0.075,0.5325,0.5527,0.1766,0.1204,84.7228,76.8491,37.931,35.6725,0.8357,0.8977,4.0226,0.5658,11.0612,6.147
6,0.09,0.5308,0.5512,0.1954,0.1366,87.3582,79.1179,47.1264,44.4444,0.8474,0.895,4.2973,0.6736,9.0523,5.8549
7,0.105,0.528,0.5513,0.2252,0.1356,91.5331,78.9868,40.8046,43.2749,0.8458,0.8903,4.4129,0.5461,4.511,5.7732
8,0.12,0.5249,0.5539,0.2597,0.1077,96.3595,75.0795,48.8506,42.1053,0.8599,0.8839,4.6419,0.4174,4.8839,5.587
9,0.135,0.5238,0.5565,0.271,0.0796,97.9421,71.1427,45.977,35.6725,0.8671,0.8662,4.8672,0.4856,7.787,5.3515
10,0.15,0.5225,0.5553,0.2862,0.0929,100.0672,73.0064,56.8966,43.8596,0.8947,0.8653,4.9508,0.6281,12.4014,5.2322
11,0.165,0.5216,0.5516,0.2961,0.1322,101.4478,78.5118,56.3218,37.4269,0.9186,0.8526,5.1649,0.8454,11.4058,4.971
12,0.18,0.5215,0.549,0.297,0.1591,101.5756,82.2779,48.2759,42.6901,0.9246,0.8509,5.3547,0.7537,7.121,4.8095
13,0.195,0.5167,0.55,0.3496,0.1485,108.9383,80.7914,49.4253,43.2749,0.9323,0.8505,5.4844,0.6337,2.448,4.7178
14,0.21,0.5124,0.5537,0.3959,0.1092,115.4289,75.292,64.9425,40.3509,0.9693,0.8446,5.8228,0.486,4.2759,4.4431
15,0.225,0.51,0.5568,0.4226,0.0767,119.1589,70.7343,53.4483,36.8421,0.9806,0.8328,5.9379,0.6558,9.4599,4.2787
16,0.24,0.507,0.5549,0.4547,0.0972,123.6603,73.612,59.7701,34.5029,1.0,0.8177,6.0907,0.7923,11.6335,4.0916
17,0.255,0.5043,0.5519,0.4848,0.1291,127.8788,78.0699,63.7931,43.2749,1.0,0.8204,6.3574,0.9423,8.7999,3.793
18,0.27,0.5009,0.5508,0.5224,0.1409,133.1427,79.7249,63.7931,43.2749,1.0,0.8228,6.4741,0.7879,3.1724,3.7284
19,0.285,0.494,0.5542,0.5975,0.1047,143.6518,74.6552,63.7931,39.1813,1.0,0.8174,6.7164,0.6692,2.337,3.543
20,0.3,0.4881,0.5579,0.6624,0.0645,152.7412,69.0274,69.5402,34.5029,1.0,0.8038,7.0154,0.6668,4.6425,3.2688
21,0.315,0.4816,0.5589,0.7327,0.054,162.5722,67.562,77.0115,33.9181,1.0,0.7904,7.0997,0.8124,8.7195,3.134
22,0.33,0.4764,0.5568,0.7903,0.0764,170.641,70.7024,76.4368,35.6725,1.0,0.7816,7.2905,1.0076,7.7071,2.8855
23,0.345,0.4725,0.5548,0.8329,0.0975,176.6017,73.6546,76.4368,32.7485,1.0,0.7681,7.4847,0.9207,3.5955,2.7371
24,0.36,0.4625,0.5571,0.9419,0.0739,191.872,70.3429,78.7356,43.8596,1.0,0.7766,7.5939,0.7893,-1.6659,2.6936
25,0.375,0.4511,0.5631,1.0,0.0097,200.0,61.3544,85.6322,30.4094,1.0,0.7593,7.9212,0.6094,-0.3529,2.501
26,0.39,0.44,0.5668,1.0,0.0,200.0,60.0,82.7586,34.5029,1.0,0.7512,8.0824,0.7399,3.7384,2.2945
27,0.405,0.4276,0.5687,1.0,0.0,200.0,60.0,86.2069,24.5614,1.0,0.7254,8.2042,0.8774,7.1099,2.1178
28,0.42,0.4159,0.5678,1.0,0.0,200.0,60.0,86.7816,25.731,1.0,0.7043,8.472,1.043,4.0874,1.8029
29,0.435,0.3978,0.5677,1.0,0.0,200.0,60.0,90.2299,26.9006,1.0,0.6873,8.5698,0.8637,-2.0924,1.8266
30,0.45,0.375,0.5734,1.0,0.0,200.0,60.0,86.7816,30.4094,1.0,0.6785,8.7685,0.7494,-3.2249,1.7552
31,0.465,0.3468,0.5764,1.0,0.0,200.0,60.0,83.3333,28.655,1.0,0.6672,9.0884,0.6703,-1.8202,1.6122
32,0.48,0.386,0.5767,1.0,0.0,200.0,60.0,84.4828,30.9942,1.0,0.6614,9.189,0.7946,1.6126,1.4528
33,0.495,0.4178,0.5789,1.0,0.0,200.0,60.0,83.3333,28.0702,1.0,0.6507,9.3583,0.9446,1.5307,1.2352
34,0.51,0.4406,0.5831,1.0,0.0,200.0,60.0,79.8851,27.4854,1.0,0.6399,9.5507,0.8945,-2.7218,1.1933
35,0.525,0.4611,0.5871,0.9567,0.0,193.9349,60.0,89.0805,25.1462,1.0,0.6258,9.6327,0.7652,-7.3772,1.2882
36,0.54,0.4807,0.5894,0.7433,0.0,164.0572,60.0,74.7126,26.3158,1.0,0.6152,9.8921,0.5684,-7.1309,1.4357
37,0.555,0.4998,0.5896,0.5337,0.0,134.7239,60.0,72.9885,32.7485,1.0,0.6176,10.0923,0.6246,-4.7428,1.3785
38,0.57,0.5156,0.5885,0.3607,0.0,110.4981,60.0,64.3678,29.8246,1.0,0.6143,10.1963,0.7464,-1.0152,1.2689
39,0.585,0.5282,0.5892,0.2236,0.0,91.3015,60.0,54.5977,28.655,1.0,0.6091,10.4403,0.8766,-4.2495,1.2066
40,0.6,0.5368,0.5921,0.1295,0.0,78.1309,60.0,45.977,25.1462,1.0,0.598,10.5144,0.6859,-10.7279,1.4112
41,0.615,0.5092,0.5944,0.4317,0.0,120.4335,60.0,58.046,31.5789,1.0,0.5998,10.6616,0.5652,-12.0859,1.58
42,0.63,0.4956,0.5951,0.5797,0.0,141.1524,60.0,71.8391,34.5029,1.0,0.6069,10.9639,0.4047,-11.5743,1.8639
43,0.645,0.4939,0.5929,0.5984,0.0,143.7774,60.0,72.4138,28.655,1.0,0.6025,11.081,0.5028,-8.3676,1.8466
