cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm,dark_l0,dark_l1,dark_l2,dark_l3,dark_r0,dark_r1,dark_r2,dark_r3,rate_l0,rate_l1,rate_l2,rate_l3,rate_r0,rate_r1,rate_r2,rate_r3
0,0.0,0.6041,0.6011,0.0247,0.048,63.4607,66.7259,33.3333,36.8421,0.6938,0.714,2.8886,0.0107,3.6535,705.0596,0.0952,0.0037,0.0,0.0,0.0904,0.1018,0.0,0.0,73.3316,60.5113,60.0,60.0,72.6567,74.2471,60.0,60.0
1,0.015,0.6061,0.5995,0.0069,0.0584,60.9716,68.1747,34.4828,40.9357,0.6961,0.7215,2.9638,0.1363,8.3377,704.9175,0.0278,0.0,0.0,0.0,0.1324,0.0983,0.0028,0.0,63.8865,60.0,60.0,60.0,78.5359,73.7661,60.3966,60.0
2,0.03,0.6067,0.5997,0.0047,0.0628,60.6622,68.7892,37.931,42.6901,0.7049,0.7316,3.1442,0.2878,7.4688,704.6829,0.0157,0.0032,0.0,0.0,0.1624,0.0888,0.0,0.0,62.1944,60.4545,60.0,60.0,82.7299,72.4269,60.0,60.0
3,0.045,0.606,0.602,0.01,0.0426,61.4044,65.9617,31.6092,34.5029,0.7005,0.7256,3.338,0.2643,5.4718,704.5629,0.0317,0.0085,0.0,0.0,0.1126,0.0577,0.0,0.0,64.4321,61.1857,60.0,60.0,75.7661,68.0808,60.0,60.0
4,0.06,0.6034,0.6042,0.0337,0.0229,64.7177,63.2099,35.6322,39.7661,0.7044,0.7299,3.4419,0.1658,1.3129,704.5595,0.0967,0.0381,0.0,0.0,0.0504,0.0413,0.0,0.0,73.5431,65.3278,60.0,60.0,67.0611,65.7784,60.0,60.0
5,0.075,0.6025,0.6051,0.0425,0.0168,65.9559,62.349,33.3333,34.5029,0.7034,0.7241,3.6559,0.0261,2.3937,704.5079,0.1322,0.038,0.0,0.0,0.0226,0.0445,0.0,0.0,78.5048,65.3189,60.0,60.0,63.1694,66.2268,60.0,60.0
6,0.09,0.6041,0.6042,0.0223,0.0188,63.1247,62.6329,32.7586,29.2398,0.7013,0.7091,3.7911,0.1416,5.7868,704.3307,0.0809,0.0084,0.0,0.0,0.0313,0.0439,0.0,0.0,71.322,61.1768,60.0,60.0,64.3806,66.1508,60.0,60.0
7,0.105,0.6055,0.6025,0.0139,0.0336,61.9515,64.7057,31.6092,38.0117,0.6972,0.7117,3.8802,0.253,9.4111,704.1888,0.0548,0.0009,0.0,0.0,0.0825,0.0519,0.0,0.0,67.6741,60.132,60.0,60.0,71.5562,67.2668,60.0,60.0
8,0.12,0.6054,0.602,0.0128,0.0333,61.7938,64.6626,28.1609,30.9942,0.6866,0.7012,4.1121,0.4169,7.8499,703.9092,0.0413,0.0099,0.0,0.0,0.0918,0.0415,0.0,0.0,65.7849,61.3904,60.0,60.0,72.8465,65.804,60.0,60.0
9,0.135,0.6034,0.6034,0.0229,0.0081,63.2012,61.1285,36.2069,33.9181,0.693,0.697,4.2265,0.3004,3.5167,703.9113,0.0671,0.0244,0.0,0.0,0.0197,0.0126,0.0,0.0,69.3955,63.4095,60.0,60.0,62.7521,61.7618,60.0,60.0
