cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm,dark_l0,dark_l1,dark_l2,dark_l3,dark_r0,dark_r1,dark_r2,dark_r3,rate_l0,rate_l1,rate_l2,rate_l3,rate_r0,rate_r1,rate_r2,rate_r3
0,0.0,0.5433,0.6164,0.0396,0.0,64.7126,57.9855,37.3563,38.0117,0.7583,0.7522,2.6282,-0.5296,-16.0231,7.7937,0.0118,0.0,0.0664,0.0801,0.0,0.0,0.0,0.0,59.9874,57.9855,69.2665,71.6108,57.9855,57.9855,57.9855,57.9855
1,0.015,0.5457,0.6156,0.0383,0.0,64.5662,58.0607,35.6322,31.5789,0.755,0.7401,2.8298,-0.7343,-14.4019,7.6739,0.0115,0.0,0.0728,0.0688,0.0,0.0,0.0,0.0,60.0094,58.0607,70.4416,69.7532,58.0607,58.0607,58.0607,58.0607
2,0.03,0.5498,0.6131,0.0359,0.0,64.2446,58.144,32.7586,35.0877,0.7465,0.7358,2.9841,-0.636,-10.0377,7.4947,0.0029,0.0,0.0808,0.0599,0.0,0.0,0.0,0.0,58.6301,58.144,71.8725,68.3317,58.144,58.144,58.144,58.144
3,0.045,0.5528,0.6103,0.034,0.0,63.9268,58.1517,26.4368,30.9942,0.7265,0.7241,3.119,-0.5499,-6.8135,7.3383,0.0,0.0,0.081,0.0548,0.0,0.0,0.0,0.0,58.1517,58.1517,71.9277,67.476,58.1517,58.1517,58.1517,58.1517
4,0.06,0.5527,0.6089,0.0342,0.0,63.8913,58.0799,33.908,31.5789,0.7229,0.7147,3.3968,-0.4677,-8.2632,7.0493,0.0,0.0,0.0786,0.0581,0.0,0.0,0.0,0.0,58.0799,58.0799,71.4483,67.957,58.0799,58.0799,58.0799,58.0799
5,0.075,0.55,0.6095,0.0359,0.0,64.0862,57.9777,35.0575,35.6725,0.7218,0.7138,3.4701,-0.6212,-13.2449,7.0364,0.0,0.0,0.0789,0.0649,0.0,0.0,0.0,0.0,57.9777,57.9777,71.3857,69.0036,57.9777,57.9777,57.9777,57.9777
6,0.09,0.5494,0.6098,0.0353,0.0,63.969,57.961,35.6322,32.7485,0.7219,0.7076,3.6091,-0.7465,-14.0324,6.9561,0.0,0.0,0.0842,0.0571,0.0,0.0,0.0,0.0,57.961,57.961,72.2804,67.6739,57.961,57.961,57.961,57.961
7,0.105,0.5504,0.6082,0.0353,0.0,63.9328,57.9264,33.908,35.0877,0.7187,0.7063,3.821,-0.8529,-12.4167,6.8058,0.0,0.0,0.0934,0.0479,0.0,0.0,0.0,0.0,57.9264,57.9264,73.8033,66.0749,57.9264,57.9264,57.9264,57.9264
8,0.12,0.5529,0.6053,0.0355,0.0,63.9419,57.9079,37.931,28.655,0.7236,0.6931,3.9306,-0.7554,-8.1598,6.6656,0.0,0.0,0.1014,0.0405,0.0,0.0,0.0,0.0,57.9079,57.9079,75.1508,64.8012,57.9079,57.9079,57.9079,57.9079
9,0.135,0.5534,0.6043,0.0353,0.0,63.888,57.887,32.7586,29.8246,0.718,0.6833,4.1215,-0.6668,-8.2146,6.4551,0.0,0.0,0.103,0.0382,0.0,0.0,0.0,0.0,57.887,57.887,75.4039,64.374,57.887,57.887,57.887,57.887
