cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm
0,0.0,0.605,0.5994,0.0,0.0591,100.0,117.7324,0.0,0.0,0.0,0.0,3.0854,0.5448,9.0981,704.5422
1,0.015,0.6033,0.6017,0.0,0.0363,100.0,110.8868,66.6667,0.0,0.091,0.0,3.1368,0.4236,6.6054,704.5918
2,0.03,0.603,0.6025,0.0022,0.0275,100.6621,108.2587,66.6667,0.0,0.1733,0.0,3.1994,0.3804,5.4505,704.5783
3,0.045,0.6035,0.6021,0.0,0.0315,100.0,109.4604,66.6667,66.6667,0.2477,0.1687,3.3487,0.3385,5.9195,704.5027
4,0.06,0.6055,0.6003,0.0,0.0497,100.0,114.9171,66.6667,133.3333,0.3151,0.49,3.3818,0.3976,7.4318,704.4375
5,0.075,0.6066,0.5996,0.0,0.0569,100.0,117.0771,0.0,0.0,0.2851,0.4434,3.4383,0.4726,8.4948,704.3445
6,0.09,0.6059,0.6,0.0,0.053,100.0,115.9008,0.0,66.6667,0.258,0.5699,3.5563,0.5131,8.412,704.2326
7,0.105,0.6042,0.6012,0.0,0.041,100.0,112.2936,66.6667,0.0,0.3244,0.5157,3.6148,0.474,6.9476,704.2191
8,0.12,0.6035,0.6019,0.0,0.0337,100.0,110.11,66.6667,66.6667,0.3845,0.6353,3.6959,0.4305,7.7072,704.1928
9,0.135,0.6044,0.6019,0.0,0.0342,100.0,110.2512,66.6667,0.0,0.4389,0.5748,3.7915,0.4739,9.0627,704.0946
10,0.15,0.6052,0.601,0.0,0.0425,100.0,112.7495,0.0,66.6667,0.3971,0.6888,3.8427,0.554,11.8289,704.0017
11,0.165,0.6054,0.6013,0.0,0.0399,100.0,111.9595,0.0,0.0,0.3593,0.6233,3.9643,0.6703,11.7557,703.8334
12,0.18,0.604,0.6028,0.0,0.0254,100.0,107.6079,0.0,0.0,0.3251,0.564,4.0789,0.6441,10.2519,703.7713
13,0.195,0.6023,0.604,0.0098,0.0136,102.949,104.065,66.6667,66.6667,0.3852,0.679,4.1617,0.5961,8.6373,703.747
14,0.21,0.6015,0.604,0.017,0.0127,105.108,103.8055,0.0,0.0,0.3485,0.6144,4.2878,0.5498,10.1583,703.691
15,0.225,0.6023,0.603,0.0093,0.0232,102.8037,106.9624,0.0,0.0,0.3153,0.5559,4.3246,0.6585,14.0741,703.588
16,0.24,0.6029,0.6026,0.0036,0.0275,101.0915,108.247,66.6667,133.3333,0.3763,0.8404,4.4089,0.7491,14.9544,703.4642
17,0.255,0.6024,0.6026,0.0082,0.0272,102.4572,108.1499,66.6667,0.0,0.4315,0.7604,4.5893,0.8687,15.1759,703.2523
18,0.27,0.6,0.6046,0.0321,0.007,109.6213,102.1109,66.6667,0.0,0.4814,0.6881,4.6757,0.812,12.8647,703.2317
19,0.285,0.599,0.6056,0.0426,0.0,112.7825,100.0,0.0,0.0,0.4356,0.6226,4.785,0.7778,14.597,703.179
