cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm
0,0.0,0.6021,0.5344,0.0,0.2883,60.0,100.3606,35.6322,45.614,0.7083,0.8753,2.9513,-0.2296,-5.8494,9.4633
1,0.015,0.6005,0.5379,0.0,0.2508,60.0,95.1133,24.7126,46.7836,0.6876,0.8775,3.1469,-0.2065,-4.7349,9.2834
2,0.03,0.5984,0.5412,0.0,0.2158,60.0,90.2162,35.6322,49.1228,0.6896,0.8837,3.1983,-0.3664,-11.7616,9.1872
3,0.045,0.5937,0.5434,0.0,0.1915,60.0,86.8144,31.6092,47.9532,0.6837,0.8872,3.3613,-0.5022,-10.4871,8.9926
4,0.06,0.5899,0.5434,0.0,0.1919,60.0,86.8717,34.4828,52.6316,0.6839,0.8989,3.5615,-0.5164,-7.8716,8.7964
5,0.075,0.5888,0.5426,0.0,0.2008,60.0,88.115,21.8391,43.2749,0.6601,0.8923,3.6595,-0.3893,-3.0361,8.7395
6,0.09,0.5909,0.5445,0.0,0.1802,60.0,85.2302,24.1379,39.1813,0.643,0.879,3.9086,-0.2507,-3.6009,8.5457
7,0.105,0.5916,0.5481,0.0,0.1413,60.0,79.7879,41.3793,43.8596,0.6601,0.8754,4.0652,-0.356,-6.5864,8.3637
8,0.12,0.5896,0.551,0.0,0.1101,60.0,75.4201,29.8851,47.9532,0.6538,0.8797,4.1451,-0.4766,-10.1476,8.2502
9,0.135,0.5865,0.5509,0.0,0.1122,60.0,75.704,31.6092,47.3684,0.6513,0.8825,4.3644,-0.638,-7.4987,7.9926
10,0.15,0.5863,0.5492,0.0,0.1296,60.0,78.1381,29.3103,47.3684,0.6448,0.885,4.4807,-0.493,-2.0852,7.9262
11,0.165,0.5893,0.5493,0.0,0.1285,60.0,77.9919,36.7816,47.9532,0.653,0.8884,4.6371,-0.3995,-0.2907,7.8087
12,0.18,0.5907,0.5505,0.0,0.1161,60.0,76.2581,35.0575,40.9357,0.6572,0.8786,4.9337,-0.3015,-0.9579,7.5641
13,0.195,0.5897,0.554,0.0,0.0787,60.0,71.0235,32.7586,41.5205,0.6566,0.8708,5.0285,-0.4275,-5.0861,7.431
14,0.21,0.5898,0.5552,0.0,0.0654,60.0,69.1526,33.3333,37.4269,0.6572,0.8563,5.1814,-0.5446,-4.8732,7.2473
15,0.225,0.591,0.553,0.0,0.089,60.0,72.4562,33.908,44.4444,0.6588,0.856,5.3859,-0.5713,-2.2249,7.0459
16,0.24,0.5936,0.5497,0.0,0.1251,60.0,77.5125,32.1839,40.3509,0.657,0.8482,5.4783,-0.4565,2.2987,7.0002
17,0.255,0.5952,0.5497,0.0,0.1242,60.0,77.394,29.8851,42.1053,0.651,0.8444,5.6928,-0.3103,1.9671,6.8568
