cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm,dark_l0,dark_l1,dark_l2,dark_l3,dark_r0,dark_r1,dark_r2,dark_r3,rate_l0,rate_l1,rate_l2,rate_l3,rate_r0,rate_r1,rate_r2,rate_r3
0,0.0,0.5489,0.5307,0.2274,0.2356,91.8291,92.985,45.977,43.2749,0.9569,0.8387,2.9104,0.0057,3.5337,7.0896,0.0952,0.0037,0.0,0.8105,0.0904,0.1018,0.0,0.7503,73.3316,60.5113,60.0,173.4736,72.6567,74.2471,60.0,165.0361
1,0.015,0.5505,0.5292,0.2195,0.2514,90.7304,95.2019,57.4713,51.462,0.9797,0.8538,3.0102,0.1395,8.4158,6.9912,0.0195,0.0,0.0,0.8585,0.1349,0.1007,0.0032,0.7669,62.7294,60.0,60.0,180.1921,78.8891,74.096,60.4541,167.3685
2,0.03,0.5545,0.529,0.1662,0.2537,83.2732,95.5243,53.4483,56.7251,0.9923,0.8771,3.2057,0.3019,7.2207,6.801,0.0028,0.0007,0.0,0.6615,0.1701,0.0932,0.0,0.7518,60.3873,60.094,60.0,152.6115,83.8092,73.0416,60.0,165.2464
3,0.045,0.5574,0.5309,0.1235,0.2419,77.2902,93.8684,45.977,49.7076,0.989,0.8853,3.4316,0.2757,4.5102,6.5742,0.0295,0.0047,0.0,0.4598,0.1282,0.064,0.0,0.7754,64.1314,60.6559,60.0,124.3735,77.9537,68.9584,60.0,168.5616
4,0.06,0.5567,0.5319,0.1234,0.2436,77.277,94.1093,45.977,46.7836,0.9859,0.8874,3.5468,0.1424,-0.8432,6.4548,0.0984,0.0357,0.0,0.3595,0.0669,0.0478,0.0,0.8599,73.7812,64.9933,60.0,110.3337,69.3631,66.6943,60.0,180.3798
5,0.075,0.5534,0.5322,0.1625,0.2454,82.7494,94.3527,45.977,51.462,0.9832,0.8978,3.8251,-0.0334,0.4086,6.175,0.1386,0.0315,0.0,0.4799,0.0495,0.0515,0.0,0.8805,79.4102,64.4071,60.0,127.1803,66.9356,67.2106,60.0,183.2645
6,0.09,0.5517,0.5325,0.1936,0.2379,87.1018,93.3101,48.8506,52.6316,0.9864,0.9095,4.0145,0.0891,4.2459,5.9862,0.073,0.0014,0.0,0.7,0.0573,0.0519,0.0,0.8425,70.2174,60.1924,60.0,157.9975,68.0209,67.2644,60.0,177.955
7,0.105,0.5527,0.5285,0.1928,0.2842,86.9873,99.7811,43.1034,45.614,0.9779,0.907,4.114,0.2414,8.998,5.891,0.0274,0.0,0.0,0.7436,0.1208,0.0674,0.0,0.9485,63.8415,60.0,60.0,164.1078,76.9057,69.4301,60.0,192.7885
8,0.12,0.5559,0.5257,0.1462,0.2991,80.4683,101.8766,47.7011,49.7076,0.9793,0.9124,4.4096,0.4461,6.5187,5.6082,0.0277,0.0,0.0,0.5571,0.1388,0.0577,0.0,1.0,63.8804,60.0,60.0,137.9927,79.4281,68.0784,60.0,200.0
9,0.135,0.558,0.5245,0.1102,0.2776,75.4346,98.8609,50.5747,48.538,0.9863,0.9151,4.5501,0.2751,0.5922,5.4569,0.0499,0.0052,0.0,0.3859,0.0517,0.0314,0.0272,1.0,66.983,60.7326,60.0,114.0227,67.2403,64.3913,63.812,200.0
