cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm,dark_l0,dark_l1,dark_l2,dark_l3,dark_r0,dark_r1,dark_r2,dark_r3,rate_l0,rate_l1,rate_l2,rate_l3,rate_r0,rate_r1,rate_r2,rate_r3
0,0.0,0.5601,0.6164,0.2303,0.0,92.2388,60.0,44.2529,38.0117,0.8983,0.7522,2.6282,-0.5338,-16.2723,10.5525,0.9107,0.0,0.0105,0.0,0.0,0.0,0.0,0.0,187.4913,60.0,61.4641,60.0,60.0,60.0,60.0,60.0
1,0.015,0.5616,0.6156,0.2299,0.0,92.1853,60.0,41.3793,30.4094,0.8928,0.7379,2.8392,-0.7454,-14.7831,10.7781,0.915,0.0,0.0046,0.0,0.0,0.0,0.0,0.0,188.1027,60.0,60.6384,60.0,60.0,60.0,60.0,60.0
2,0.03,0.5654,0.6131,0.2022,0.0,88.3149,60.0,50.0,39.7661,0.9044,0.7426,3.0111,-0.6554,-10.4602,10.7033,0.809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.2595,60.0,60.0,60.0,60.0,60.0,60.0,60.0
3,0.045,0.5689,0.6101,0.182,0.0045,85.4765,60.6358,51.1494,32.7485,0.9172,0.7336,3.154,-0.5684,-7.1555,10.6312,0.7279,0.0,0.0,0.0,0.0,0.0182,0.0,0.0,161.9061,60.0,60.0,60.0,60.0,62.543,60.0,60.0
4,0.06,0.5698,0.6087,0.1692,0.0108,83.6871,61.5106,41.954,33.3333,0.9109,0.7265,3.4395,-0.4855,-9.212,10.5838,0.6768,0.0,0.0,0.0,0.024,0.0191,0.0,0.0,154.7486,60.0,60.0,60.0,63.3662,62.6763,60.0,60.0
5,0.075,0.5686,0.6092,0.1751,0.0008,84.5096,60.1092,36.2069,33.9181,0.8942,0.7213,3.5067,-0.6655,-15.1501,10.7714,0.7003,0.0,0.0,0.0,0.0,0.0031,0.0,0.0,158.0383,60.0,60.0,60.0,60.0,60.437,60.0,60.0
6,0.09,0.5686,0.6093,0.1895,0.0065,86.5326,60.9061,43.1034,32.7485,0.8924,0.7143,3.6577,-0.8093,-16.2097,10.9356,0.7581,0.0,0.0,0.0,0.0065,0.0194,0.0,0.0,166.1303,60.0,60.0,60.0,60.9147,62.7099,60.0,60.0
7,0.105,0.5697,0.6076,0.1853,0.019,85.9417,62.6559,43.1034,32.1637,0.8907,0.7069,3.9063,-0.946,-15.0122,11.1107,0.7412,0.0,0.0,0.0,0.035,0.0409,0.0,0.0,163.7666,60.0,60.0,60.0,64.8992,65.7243,60.0,60.0
8,0.12,0.5731,0.6043,0.1566,0.0465,81.9191,66.5157,41.954,29.8246,0.887,0.6958,4.0305,-0.8438,-10.7583,11.0323,0.6263,0.0,0.0,0.0,0.1043,0.0632,0.0186,0.0,147.6765,60.0,60.0,60.0,74.6081,68.8506,62.6042,60.0
9,0.135,0.5748,0.6032,0.1466,0.0627,80.5279,68.772,35.0575,42.1053,0.8703,0.7089,4.235,-0.7586,-11.4001,10.9883,0.5865,0.0,0.0,0.0,0.1626,0.0679,0.0201,0.0,142.1116,60.0,60.0,60.0,82.7638,69.508,62.8162,60.0
10,0.15,0.5748,0.6043,0.1523,0.054,81.3207,67.5532,43.6782,36.8421,0.8719,0.7108,4.4219,-0.8414,-14.2758,11.1086,0.6092,0.0,0.0,0.0,0.1525,0.0542,0.0091,0.0,145.283,60.0,60.0,60.0,81.3547,67.5865,61.2717,60.0
11,0.165,0.5727,0.6057,0.1723,0.043,84.1152,66.0212,45.4023,33.3333,0.8766,0.7059,4.4814,-0.9776,-18.7608,11.2546,0.689,0.0,0.0,0.0,0.1176,0.0544,0.0,0.0,156.4608,60.0,60.0,60.0,76.4646,67.6202,60.0,60.0
12,0.18,0.5723,0.606,0.1864,0.0482,86.0912,66.7454,43.6782,30.9942,0.8776,0.6971,4.664,-1.1945,-18.07,11.5071,0.7455,0.0,0.0,0.0,0.1215,0.0713,0.0,0.0,164.3648,60.0,60.0,60.0,77.0062,69.9756,60.0,60.0
13,0.195,0.5746,0.6045,0.1693,0.0571,83.7041,67.998,40.8046,34.5029,0.8729,0.6958,4.8631,-1.1649,-14.9959,11.5261,0.6773,0.0,0.0,0.0,0.1519,0.0766,0.0,0.0,154.8166,60.0,60.0,60.0,81.2653,70.7268,60.0,60.0
14,0.21,0.5774,0.6019,0.1516,0.0818,81.2271,71.4585,42.5287,45.0292,0.872,0.7143,4.9867,-1.0706,-11.0621,11.4664,0.6065,0.0,0.0,0.0,0.2247,0.0977,0.005,0.0,144.9083,60.0,60.0,60.0,91.4542,73.6846,60.6953,60.0
