cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm
0,0.0,0.5885,0.5944,0.0,0.1264,60.0,77.6952,27.0115,42.6901,0.5571,0.8197,2.7669,-0.0687,2.1592,10.442
1,0.015,0.5865,0.5956,0.0,0.1139,60.0,75.9406,34.4828,39.1813,0.5718,0.8133,3.037,0.0343,0.7564,10.4182
2,0.03,0.5826,0.5988,0.0,0.082,60.0,71.4827,31.6092,49.1228,0.5794,0.8257,3.1381,-0.0917,-3.7219,10.5684
3,0.045,0.5798,0.6009,0.0,0.0616,60.0,68.6307,31.0345,40.9357,0.5852,0.8219,3.3025,-0.1973,-3.4372,10.7187
4,0.06,0.5794,0.6007,0.0,0.0641,60.0,68.9671,32.1839,32.7485,0.5927,0.8035,3.4951,-0.2187,-1.2269,10.7999
5,0.075,0.5804,0.5996,0.0,0.075,60.0,70.4946,29.8851,36.8421,0.595,0.7944,3.5811,-0.1048,3.3907,10.7206
6,0.09,0.5804,0.6001,0.0,0.0691,60.0,69.6779,32.1839,35.6725,0.6015,0.784,3.7767,0.0368,2.9094,10.655
7,0.105,0.5784,0.6025,0.0,0.0462,60.0,66.4632,28.7356,41.5205,0.6007,0.7852,3.9788,0.0037,1.0457,10.759
8,0.12,0.5748,0.6053,0.0,0.0184,60.0,62.5771,29.8851,33.9181,0.6022,0.7725,4.0682,-0.1018,-2.3289,10.8902
9,0.135,0.5733,0.606,0.0,0.0116,60.0,61.6192,33.3333,38.0117,0.6103,0.7684,4.2462,-0.2499,-1.2628,11.0946
10,0.15,0.5747,0.6053,0.0,0.0179,60.0,62.5115,33.3333,29.8246,0.6176,0.7498,4.3593,-0.1264,3.1294,11.0249
11,0.165,0.576,0.6037,0.0,0.0339,60.0,64.7524,35.6322,28.655,0.6288,0.7308,4.4673,-0.0342,6.0021,10.9836
12,0.18,0.5762,0.6032,0.0,0.0391,60.0,65.4779,29.3103,38.5965,0.6265,0.7318,4.7172,0.107,4.9642,10.9601
13,0.195,0.5739,0.605,0.0,0.021,60.0,62.9423,32.7586,42.1053,0.6312,0.7391,4.823,-0.0003,1.0379,11.1026
14,0.21,0.5723,0.6064,0.0043,0.0076,60.5957,61.0666,33.908,33.9181,0.6377,0.7307,4.9637,-0.0862,0.0481,11.2415
15,0.225,0.5725,0.6053,0.0021,0.018,60.2934,62.5162,32.7586,30.4094,0.6413,0.7168,5.1739,-0.1441,1.8569,11.3874
16,0.24,0.5744,0.6033,0.0,0.0382,60.0,65.3468,25.8621,43.2749,0.631,0.7276,5.2498,-0.0259,6.193,11.3172
17,0.255,0.5754,0.6032,0.0,0.0393,60.0,65.496,26.4368,33.9181,0.6229,0.7204,5.4143,0.0936,6.0186,11.2895
