cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm
0,0.0,0.5708,0.5982,0.0253,0.0,63.5438,60.0,29.8851,30.9942,0.5982,0.6053,2.8802,0.0124,3.6418,9.5967
1,0.015,0.5726,0.597,0.0068,0.0,60.9562,60.0,38.5057,35.0877,0.6147,0.6129,2.948,0.1312,8.0841,9.4957
2,0.03,0.5724,0.5942,0.0092,0.0,61.2863,60.0,39.6552,36.2573,0.6317,0.622,3.1158,0.2751,7.2342,9.2927
3,0.045,0.5703,0.5935,0.0309,0.0,64.3236,60.0,31.6092,25.731,0.6318,0.6106,3.2875,0.2461,5.3456,9.1374
4,0.06,0.567,0.5941,0.0657,0.0,69.2014,60.0,45.4023,28.655,0.6582,0.6058,3.3816,0.1586,1.49,9.0747
5,0.075,0.5658,0.5959,0.0777,0.0,70.8849,60.0,39.6552,29.8246,0.6711,0.6035,3.5761,0.0295,2.2534,8.9323
6,0.09,0.5672,0.5961,0.0629,0.0,68.8011,60.0,37.931,30.4094,0.6795,0.6026,3.7068,0.129,5.2089,8.7761
7,0.105,0.568,0.5948,0.0553,0.0,67.739,60.0,34.4828,33.9181,0.6805,0.6083,3.7927,0.2253,8.2099,8.6637
8,0.12,0.5667,0.5923,0.0686,0.0,69.6071,60.0,36.7816,32.7485,0.6858,0.6113,3.9956,0.3656,6.5288,8.4268
9,0.135,0.5633,0.5919,0.1041,0.0,74.5801,60.0,40.2299,41.5205,0.6972,0.6303,4.0962,0.2508,2.2553,8.3683
10,0.15,0.5616,0.594,0.1219,0.0,77.0628,60.0,46.5517,30.9942,0.7195,0.6279,4.2414,0.1781,0.658,8.2558
11,0.165,0.5612,0.5947,0.1261,0.0,77.6472,60.0,35.0575,27.4854,0.7178,0.6192,4.4704,0.1068,1.7419,8.0663
12,0.18,0.5627,0.5935,0.1106,0.0,75.4893,60.0,37.931,35.0877,0.7218,0.6255,4.5511,0.219,5.6884,7.9511
13,0.195,0.5625,0.5929,0.1125,0.0,75.7459,60.0,41.3793,33.9181,0.7319,0.629,4.6945,0.3226,5.3876,7.7807
14,0.21,0.5605,0.5934,0.1332,0.0,78.6515,60.0,43.1034,29.2398,0.7444,0.6235,4.8811,0.3383,3.383,7.6002
15,0.225,0.5569,0.5955,0.1711,0.0,83.9555,60.0,48.8506,34.5029,0.7666,0.6283,4.9737,0.2427,-0.5386,7.5479
16,0.24,0.5561,0.5971,0.1792,0.0,85.0866,60.0,46.5517,35.6725,0.7823,0.6348,5.16,0.1155,-0.1522,7.4233
17,0.255,0.5576,0.5972,0.1643,0.0,83.001,60.0,44.2529,28.0702,0.7922,0.6266,5.3421,0.1738,2.1866,7.2329
18,0.27,0.5588,0.5957,0.1512,0.0,81.1628,60.0,39.6552,28.655,0.7923,0.6202,5.4296,0.2774,5.4776,7.1122
19,0.285,0.5575,0.5958,0.1653,0.0,83.1455,60.0,57.4713,26.9006,0.8264,0.6112,5.6198,0.4244,3.7617,6.8804
20,0.3,0.5541,0.5977,0.2006,0.0,88.0786,60.0,50.0,30.4094,0.843,0.6095,5.7289,0.2949,-0.872,6.8297
21,0.315,0.5518,0.5996,0.2246,0.0,91.4473,60.0,47.7011,30.9942,0.8537,0.6091,5.8497,0.2025,-3.4914,6.7567
22,0.33,0.5509,0.6,0.2336,0.0,92.7023,60.0,54.5977,30.4094,0.8764,0.6077,6.1273,0.0715,-2.6526,6.5624
23,0.345,0.5529,0.5981,0.2133,0.0,89.8574,60.0,49.4253,28.655,0.8872,0.6031,6.2358,0.1824,1.0997,6.416
24,0.36,0.5533,0.5972,0.2084,0.0,89.1757,60.0,48.2759,35.6725,0.8947,0.612,6.3818,0.2722,1.0606,6.2454
25,0.375,0.5502,0.5982,0.2411,0.0,93.7505,60.0,48.2759,25.731,0.9015,0.6016,6.5847,0.3136,-1.3369,6.0451
26,0.39,0.546,0.6,0.2853,0.0,99.9424,60.0,50.0,30.9942,0.911,0.6019,6.663,0.1854,-6.278,6.0337
27,0.405,0.5457,0.6008,0.2885,0.0,100.3865,60.0,52.2989,31.5789,0.9239,0.6033,6.8607,0.044,-5.8148,5.9287
28,0.42,0.5474,0.5999,0.2708,0.0,97.9094,60.0,55.1724,32.7485,0.9411,0.6068,7.1044,0.0359,-4.4641,5.723
29,0.435,0.5497,0.5969,0.2464,0.0,94.4899,60.0,55.1724,27.4854,0.9566,0.6001,7.2064,0.1427,-1.4518,5.5806
30,0.45,0.5484,0.5962,0.2603,0.0,96.4476,60.0,50.5747,35.6725,0.9619,0.6093,7.3864,0.2806,-3.2963,5.3554
31,0.465,0.5449,0.5982,0.297,0.0,101.5827,60.0,56.3218,36.8421,0.9777,0.6198,7.4993,0.1332,-8.179,5.3362
32,0.48,0.5418,0.5996,0.3297,0.0,106.157,60.0,56.8966,36.2573,0.993,0.6282,7.5864,0.0094,-11.9727,5.3314
33,0.495,0.5409,0.6,0.3386,0.0,107.4046,60.0,58.046,36.8421,1.0,0.6369,7.8815,-0.1844,-11.0225,5.206
34,0.51,0.5424,0.5978,0.3229,0.0,105.2088,60.0,51.7241,29.2398,1.0,0.6306,8.0315,-0.0988,-7.7449,5.0351
35,0.525,0.5431,0.5963,0.3158,0.0,104.2183,60.0,56.8966,37.4269,1.0,0.6402,8.177,-0.0204,-6.5376,4.8722
36,0.54,0.5386,0.597,0.3624,0.0,110.7326,60.0,66.6667,32.1637,1.0,0.639,8.4162,0.0353,-9.5644,4.6511
