cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm,dark_l0,dark_l1,dark_l2,dark_l3,dark_r0,dark_r1,dark_r2,dark_r3,rate_l0,rate_l1,rate_l2,rate_l3,rate_r0,rate_r1,rate_r2,rate_r3
0,0.0,0.5483,0.5519,0.0483,0.0262,63.2256,59.465,32.7586,29.8246,0.6718,0.5819,2.8247,0.3026,7.7512,7.3733,0.0,0.0,0.0,0.1932,0.0,0.0,0.0,0.1048,55.013,55.013,55.013,87.8634,55.013,55.013,55.013,72.8209
1,0.015,0.5471,0.5528,0.0492,0.027,63.3612,59.5791,37.931,36.2573,0.6819,0.5939,2.9987,0.3078,6.402,7.2029,0.0,0.0,0.0,0.1968,0.0,0.0,0.0,0.1078,54.9963,54.9963,54.9963,88.4559,54.9963,54.9963,54.9963,73.3275
2,0.03,0.5442,0.5549,0.0499,0.0271,63.4446,59.558,33.3333,32.1637,0.6821,0.5971,3.089,0.2068,1.4351,7.1398,0.0,0.0,0.0,0.1997,0.0,0.0,0.0,0.1083,54.9556,54.9556,54.9556,88.9117,54.9556,54.9556,54.9556,73.3652
3,0.045,0.5433,0.5597,0.05,0.0239,63.6512,59.2073,30.4598,31.5789,0.6766,0.5989,3.293,0.0838,2.6138,6.9753,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0954,55.1519,55.1519,55.1519,89.1492,55.1519,55.1519,55.1519,71.3737
4,0.06,0.5442,0.5635,0.051,0.0211,64.0599,58.9806,44.2529,30.9942,0.6986,0.5994,3.4436,0.1625,4.9361,6.809,0.0,0.0,0.0,0.204,0.0,0.0,0.0,0.0845,55.388,55.388,55.388,90.0757,55.388,55.388,55.388,69.7584
5,0.075,0.5447,0.5641,0.0519,0.0196,64.2598,58.7643,33.3333,37.4269,0.6972,0.6119,3.5177,0.2706,8.3981,6.7091,0.0,0.0,0.0,0.2076,0.0,0.0,0.0,0.0782,55.4388,55.4388,55.4388,90.7225,55.4388,55.4388,55.4388,68.7405
6,0.09,0.5429,0.5631,0.0531,0.0205,64.3318,58.787,36.7816,30.9942,0.7026,0.6112,3.7062,0.4207,6.8837,6.4889,0.0,0.0,0.0,0.2125,0.0,0.0,0.0,0.0821,55.2994,55.2994,55.2994,91.4291,55.2994,55.2994,55.2994,69.2499
7,0.105,0.5399,0.5634,0.0547,0.0225,64.4682,58.9811,41.3793,26.9006,0.7165,0.603,3.8183,0.3091,2.6021,6.4088,0.0,0.0,0.0,0.2189,0.0,0.0,0.0,0.0898,55.1631,55.1631,55.1631,92.3837,55.1631,55.1631,55.1631,70.4351
8,0.12,0.5367,0.5665,0.0555,0.0205,64.606,58.6565,33.908,26.9006,0.7145,0.5956,3.9435,0.2282,0.3969,6.3104,0.0,0.0,0.0,0.2222,0.0,0.0,0.0,0.0822,55.1633,55.1633,55.1633,92.9343,55.1633,55.1633,55.1633,69.1361
9,0.135,0.5352,0.57,0.0567,0.0175,64.8972,58.2353,34.4828,33.9181,0.7138,0.6019,4.1834,0.1359,1.3547,6.108,0.0,0.0,0.0,0.2267,0.0,0.0,0.0,0.07,55.2621,55.2621,55.2621,93.8023,55.2621,55.2621,55.2621,67.1551
10,0.15,0.5356,0.5722,0.0574,0.0146,65.16,57.8717,32.7586,39.1813,0.7098,0.6173,4.2694,0.2511,5.4077,5.9915,0.0,0.0,0.0,0.2298,0.0,0.0,0.0,0.0583,55.3936,55.3936,55.3936,94.4592,55.3936,55.3936,55.3936,65.306
11,0.165,0.5344,0.5714,0.059,0.0139,65.3264,57.6491,38.5057,32.7485,0.7174,0.6194,4.406,0.3473,5.4676,5.833,0.0,0.0,0.0,0.2361,0.0,0.0,0.0,0.0554,55.2933,55.2933,55.2933,95.4257,55.2933,55.2933,55.2933,64.7163
12,0.18,0.5314,0.5713,0.061,0.0144,65.5077,57.577,36.7816,28.0702,0.7209,0.6126,4.5955,0.396,3.804,5.6375,0.0,0.0,0.0,0.2441,0.0,0.0,0.0,0.0575,55.1346,55.1346,55.1346,96.6269,55.1346,55.1346,55.1346,64.9041
13,0.195,0.5273,0.5726,0.0631,0.0146,65.7165,57.4768,43.1034,33.9181,0.7365,0.6173,4.6847,0.2952,-0.3841,5.582,0.0,0.0,0.0,0.2522,0.0,0.0,0.0,0.0583,54.9977,54.9977,54.9977,97.873,54.9977,54.9977,54.9977,64.914
14,0.21,0.5252,0.5765,0.0639,0.011,65.9505,56.9607,33.3333,25.1462,0.7314,0.6052,4.861,0.1836,-0.0193,5.4506,0.0,0.0,0.0,0.2556,0.0,0.0,0.0,0.044,55.0892,55.0892,55.0892,98.5344,55.0892,55.0892,55.0892,62.5751
15,0.225,0.525,0.5795,0.0635,0.008,66.0273,56.5839,41.3793,32.1637,0.7426,0.6073,5.0526,0.2181,1.7655,5.2585,0.0,0.0,0.0,0.2541,0.0,0.0,0.0,0.0319,55.2289,55.2289,55.2289,98.4224,55.2289,55.2289,55.2289,60.6491
16,0.24,0.5246,0.5801,0.0637,0.0052,66.0586,56.1245,32.1839,29.2398,0.7347,0.6038,5.139,0.3163,4.9882,5.1443,0.0,0.0,0.0,0.2546,0.0,0.0,0.0,0.0209,55.2361,55.2361,55.2361,98.5262,55.2361,55.2361,55.2361,58.7897
17,0.255,0.5219,0.5794,0.066,0.005,66.2913,55.9189,35.0575,32.1637,0.7332,0.6061,5.3014,0.4581,3.898,4.9451,0.0,0.0,0.0,0.2641,0.0,0.0,0.0,0.02,55.0679,55.0679,55.0679,99.9614,55.0679,55.0679,55.0679,58.4718
18,0.27,0.5184,0.5801,0.069,0.0061,66.6564,55.9582,33.908,28.655,0.7296,0.6016,5.425,0.3531,0.0657,4.8624,0.0,0.0,0.0,0.276,0.0,0.0,0.0,0.0243,54.9249,54.9249,54.9249,101.8511,54.9249,54.9249,54.9249,59.0581
19,0.285,0.5143,0.5836,0.0695,0.0035,66.7112,55.4967,39.6552,35.6725,0.7376,0.6106,5.5261,0.2653,-3.0653,4.7984,0.0,0.0,0.0,0.2781,0.0,0.0,0.0,0.0142,54.894,54.894,54.894,102.1629,54.894,54.894,54.894,57.3048
20,0.3,0.5118,0.5864,0.0674,0.0011,66.361,55.0921,30.4598,31.5789,0.7269,0.6111,5.7732,0.1361,-1.9848,4.6195,0.0,0.0,0.0,0.2695,0.0,0.0,0.0,0.0043,54.9085,54.9085,54.9085,100.7186,54.9085,54.9085,54.9085,55.6429
21,0.315,0.5112,0.587,0.0675,0.0,66.3767,54.9101,39.0805,30.4094,0.734,0.6094,5.8772,0.2453,1.8133,4.4807,0.0,0.0,0.0141,0.2557,0.0,0.0,0.0,0.0,54.9101,54.9101,57.3083,98.3784,54.9101,54.9101,54.9101,54.9101
22,0.33,0.5092,0.5878,0.0698,0.0,66.7209,54.8512,36.7816,34.5029,0.7359,0.6155,6.0071,0.3342,3.0181,4.3264,0.0,0.0,0.0232,0.2561,0.0,0.0,0.0,0.0,54.8512,54.8512,58.7922,98.389,54.8512,54.8512,54.8512,54.8512
