cycle,t_sec,contact_l0,contact_l1,contact_l2,contact_r0,contact_r1,contact_r2,n_contacts,fb_rate_left_hz,fb_rate_right_hz,p9_spikes_left,p9_spikes_right,p9_left_hz,p9_right_hz,p9_left_hz_ema,p9_right_hz_ema,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,thorax_z_mm,cpg_phase_0,cpg_phase_3,perturbed,heading_deg
149,2.235,0,1,1,1,0,1,4,140.0,140.0,3,2,200.0,133.3,125.65,131.64,0.698,0.7313,11.5593,5.505,1.1173,2.0604,5.202,0,170.71
150,2.25,1,1,1,1,0,1,5,200.0,140.0,3,2,200.0,133.3,136.0,131.88,0.7556,0.7327,11.5031,5.6235,1.0828,3.1914,0.0498,0,167.35
151,2.265,1,0,1,1,1,1,5,140.0,200.0,1,2,66.7,133.3,126.35,132.08,0.7019,0.7338,11.3354,5.7754,1.0552,4.3223,1.1808,0,169.61
152,2.28,1,0,1,0,1,1,4,140.0,140.0,2,3,133.3,200.0,127.32,141.54,0.7073,0.7863,11.2106,5.6682,1.138,5.4533,2.3117,0,174.52
153,2.295,1,0,1,0,1,1,4,140.0,140.0,3,2,200.0,133.3,137.44,140.4,0.7636,0.78,11.0666,5.5933,1.0761,0.3011,3.4427,0,176.64
154,2.31,0,1,1,1,0,1,4,140.0,140.0,2,2,133.3,133.3,136.87,139.41,0.7604,0.7745,10.8071,5.5127,1.0856,1.4321,4.5737,0,175.64
155,2.325,0,1,1,1,0,1,4,140.0,140.0,2,3,133.3,200.0,136.38,147.85,0.7577,0.8214,10.718,5.6459,1.1424,2.5631,5.7046,0,171.01
156,2.34,0,1,1,1,0,1,4,140.0,140.0,3,2,200.0,133.3,145.24,145.83,0.8069,0.8102,10.5633,5.7639,1.0656,3.694,0.5524,0,171.01
157,2.355,1,0,1,0,1,1,4,140.0,140.0,2,2,133.3,133.3,143.58,144.09,0.7977,0.8005,10.3398,5.8335,1.1161,4.825,1.6834,0,172.88
158,2.37,1,0,1,0,1,1,4,140.0,140.0,1,3,66.7,200.0,132.87,151.88,0.7382,0.8438,10.2352,5.7215,1.1475,5.956,2.8144,0,177.45
159,2.385,1,1,1,0,1,1,5,200.0,140.0,2,2,133.3,133.3,132.93,149.29,0.7385,0.8294,10.0245,5.5992,1.1022,0.8038,3.9454,0,177.09
160,2.4,0,1,1,1,0,1,4,140.0,140.0,2,2,133.3,133.3,132.99,147.07,0.7388,0.8171,9.8163,5.6568,1.1472,1.9347,5.0763,0,174.72
161,2.415,0,1,1,1,0,1,4,140.0,140.0,3,2,200.0,133.3,142.32,145.16,0.7907,0.8064,9.7325,5.7834,1.1236,3.0657,6.2073,0,170.61
162,2.43,1,1,1,1,1,1,6,200.0,200.0,4,2,266.7,133.3,159.64,143.51,0.8869,0.7973,9.5318,5.9735,1.0939,4.1967,1.0551,0,171.6
163,2.445,1,0,1,0,1,1,4,140.0,140.0,0,2,0.0,133.3,137.41,142.09,0.7634,0.7894,9.3702,5.873,1.1638,5.3277,2.1861,0,175.79
164,2.46,1,0,1,0,1,1,4,140.0,140.0,2,2,133.3,133.3,136.84,140.87,0.7602,0.7826,9.2495,5.7704,1.1043,0.1754,3.317,0,179.61
165,2.475,0,1,0,1,0,1,3,80.0,140.0,2,2,133.3,133.3,136.35,139.82,0.7575,0.7768,8.9616,5.6366,1.0929,1.3064,4.448,0,177.88
166,2.49,0,1,0,1,0,1,3,80.0,140.0,1,2,66.7,133.3,126.64,138.92,0.7036,0.7718,8.8645,5.7849,1.1686,2.4374,5.579,0,173.17
167,2.505,0,1,1,1,1,1,5,140.0,200.0,2,3,133.3,200.0,127.58,147.43,0.7088,0.819,8.714,5.8968,1.0774,3.5684,0.4268,0,171.64
168,2.52,1,0,1,0,1,0,3,140.0,80.0,2,2,133.3,133.3,128.38,145.46,0.7132,0.8081,8.4796,6.004,1.1099,4.6993,1.5577,0,173.76
169,2.535,1,0,1,0,1,1,4,140.0,140.0,2,2,133.3,133.3,129.07,143.77,0.717,0.7987,8.38,5.8796,1.168,5.8303,2.6887,0,178.41
170,2.55,1,1,1,0,1,1,5,200.0,140.0,2,2,133.3,133.3,129.66,142.32,0.7203,0.7907,8.1821,5.7703,1.103,0.6781,3.8197,0,178.6
171,2.565,0,1,0,1,0,1,3,80.0,140.0,2,2,133.3,133.3,130.17,141.07,0.7232,0.7837,7.9495,5.7811,1.1427,1.8091,4.9507,0,176.53
172,2.58,0,1,1,1,0,1,4,140.0,140.0,2,3,133.3,200.0,130.61,149.28,0.7256,0.8293,7.8596,5.898,1.1399,2.94,6.0816,0,172.86
173,2.595,0,1,1,1,0,1,4,140.0,140.0,3,2,200.0,133.3,140.28,147.06,0.7793,0.817,7.6849,6.0707,1.0978,4.071,0.9294,0,173.24
174,2.61,1,0,1,0,1,1,4,140.0,140.0,2,2,133.3,133.3,139.31,145.14,0.774,0.8064,7.5042,6.0002,1.1596,5.202,2.0604,0,176.83
175,2.625,1,0,1,0,1,1,4,140.0,140.0,2,2,133.3,133.3,138.48,143.5,0.7693,0.7972,7.3991,5.8934,1.1235,0.0498,3.1914,0,-178.97
176,2.64,0,1,1,1,0,1,4,140.0,140.0,3,2,200.0,133.3,147.05,142.08,0.8169,0.7894,7.1287,5.7397,1.0975,1.1808,4.3223,0,179.59
177,2.655,0,1,1,1,0,1,4,140.0,140.0,1,2,66.7,133.3,135.85,140.86,0.7547,0.7826,7.0066,5.8754,1.1692,2.3117,5.4533,0,175.18
178,2.67,0,1,1,1,0,1,4,140.0,140.0,2,2,133.3,133.3,135.5,139.82,0.7528,0.7768,6.8794,5.9892,1.0891,3.4427,0.3011,0,172.44
179,2.685,1,0,1,0,1,0,3,140.0,80.0,2,2,133.3,133.3,135.2,138.91,0.7511,0.7717,6.6255,6.1331,1.0996,4.5737,1.4321,0,174.49
180,2.7,1,0,1,0,1,0,3,140.0,80.0,3,1,200.0,66.7,144.23,128.85,0.8013,0.7158,6.5186,6.0005,1.1686,5.7046,2.5631,0,179.19
181,2.715,1,0,1,0,1,1,4,140.0,140.0,3,3,200.0,200.0,151.99,138.76,0.8444,0.7709,6.3323,5.9041,1.0879,0.5524,3.694,0,179.86
182,2.73,0,1,1,1,0,1,4,140.0,140.0,2,2,133.3,133.3,149.39,138.0,0.83,0.7667,6.0864,5.8721,1.1282,1.6834,4.825,0,177.67
183,2.745,0,1,1,1,0,1,4,140.0,140.0,2,2,133.3,133.3,147.16,137.35,0.8175,0.7631,6.0019,5.9994,1.1599,2.8144,5.956,0,173.44
184,2.76,0,1,1,1,0,1,4,140.0,140.0,2,2,133.3,133.3,145.23,136.79,0.8068,0.76,5.8163,6.1559,1.1082,3.9454,0.8038,0,173.64
185,2.775,1,0,1,0,1,1,4,140.0,140.0,3,2,200.0,133.3,152.86,136.31,0.8492,0.7573,5.5972,6.133,1.1533,5.0763,1.9347,0,176.16
186,2.79,1,0,1,0,1,1,4,140.0,140.0,2,2,133.3,133.3,150.14,135.9,0.8341,0.755,5.4898,6.0214,1.1278,6.2073,3.0657,0,-179.73
187,2.805,1,1,1,1,1,1,6,200.0,200.0,3,3,200.0,200.0,157.09,144.83,0.8727,0.8046,5.2595,5.8649,1.0975,1.0551,4.1967,0,179.01
188,2.82,0,1,1,1,0,1,4,140.0,140.0,1,2,66.7,133.3,144.49,143.22,0.8027,0.7957,5.1157,5.9946,1.1719,2.1861,5.3277,0,174.9
189,2.835,0,1,1,1,0,1,4,140.0,140.0,3,2,200.0,133.3,152.22,141.85,0.8457,0.788,5.0089,6.1169,1.1101,3.317,0.1754,0,171.02
190,2.85,1,0,1,0,1,0,3,140.0,80.0,1,1,66.7,66.7,140.31,131.38,0.7795,0.7299,4.7429,6.2932,1.0987,4.448,1.3064,0,172.75
191,2.865,1,0,1,0,1,1,4,140.0,140.0,3,3,200.0,200.0,148.62,140.93,0.8257,0.783,4.6187,6.1625,1.1707,5.579,2.4374,0,177.48
192,2.88,1,0,1,0,1,1,4,140.0,140.0,2,2,133.3,133.3,146.49,139.88,0.8138,0.7771,4.4463,6.0696,1.0797,0.4268,3.5684,0,179.24
193,2.895,0,1,0,1,0,1,3,80.0,140.0,0,2,0.0,133.3,126.09,138.96,0.7005,0.772,4.1838,5.9965,1.1104,1.5577,4.6993,0,177.18
194,2.91,0,1,1,1,0,1,4,140.0,140.0,2,2,133.3,133.3,127.1,138.18,0.7061,0.7677,4.1039,6.1323,1.1627,2.6887,5.8303,0,172.75
195,2.925,0,1,0,1,0,1,3,80.0,140.0,2,3,133.3,200.0,127.96,146.79,0.7109,0.8155,3.9317,6.2641,1.093,3.8197,0.6781,0,172.74
196,2.94,1,0,1,0,1,0,3,140.0,80.0,2,1,133.3,66.7,128.71,135.63,0.7151,0.7535,3.7158,6.2778,1.1423,4.9507,1.8091,0,175.06
197,2.955,1,0,1,0,1,1,4,140.0,140.0,2,3,133.3,200.0,129.36,144.6,0.7186,0.8033,3.6139,6.1714,1.151,6.0816,2.94,0,179.12
198,2.97,1,0,1,0,1,1,4,140.0,140.0,2,2,133.3,133.3,129.91,143.03,0.7217,0.7946,3.4022,6.0278,1.1121,0.9294,4.071,0,178.56
199,2.985,0,1,1,1,0,1,4,140.0,140.0,2,2,133.3,133.3,130.39,141.68,0.7244,0.7871,3.2278,6.1149,1.1638,2.0604,5.202,0,175.61
200,3.0,0,1,1,1,0,1,4,140.0,140.0,3,2,200.0,133.3,140.08,140.51,0.7782,0.7806,3.1418,6.2356,1.1229,3.1914,0.0498,0,171.52
201,3.015,1,1,1,0,1,1,5,200.0,140.0,3,2,200.0,133.3,148.43,139.51,0.8246,0.7751,2.9086,6.4152,1.0951,4.3223,1.1808,0,173.13
202,3.03,1,0,1,0,1,1,4,140.0,140.0,2,2,133.3,133.3,146.33,138.65,0.8129,0.7703,2.7715,6.2945,1.1695,5.4533,2.3117,0,177.63
203,3.045,1,0,1,0,1,1,4,140.0,140.0,3,2,200.0,133.3,153.8,137.91,0.8545,0.7662,2.6215,6.2029,1.0867,0.3011,3.4427,0,-179.64
204,3.06,0,1,0,1,0,1,3,80.0,140.0,2,2,133.3,133.3,150.95,137.27,0.8386,0.7626,2.349,6.0915,1.0972,1.4321,4.5737,0,178.42
205,3.075,0,1,1,1,0,1,4,140.0,140.0,3,2,200.0,133.3,157.78,136.73,0.8766,0.7596,2.2622,6.2437,1.1724,2.5631,5.7046,0,173.29
206,3.09,0,1,1,1,0,1,4,140.0,140.0,2,3,133.3,200.0,154.38,145.54,0.8577,0.8086,2.0862,6.3686,1.0893,3.694,0.5524,0,172.41
207,3.105,1,0,1,0,1,0,3,140.0,80.0,2,1,133.3,66.7,151.45,134.55,0.8414,0.7475,1.8292,6.4445,1.1231,4.825,1.6834,0,174.39
208,3.12,1,0,1,0,1,0,3,140.0,80.0,3,1,200.0,66.7,158.21,125.1,0.8789,0.695,1.7225,6.3306,1.1447,5.956,2.8144,0,178.29
209,3.135,1,0,1,0,1,1,4,140.0,140.0,2,2,133.3,133.3,154.74,126.24,0.8597,0.7014,1.5249,6.1982,1.0955,0.8038,3.9454,0,178.02
