cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm,dark_l0,dark_l1,dark_l2,dark_l3,dark_r0,dark_r1,dark_r2,dark_r3,rate_l0,rate_l1,rate_l2,rate_l3,rate_r0,rate_r1,rate_r2,rate_r3
0,0.0,0.5982,0.5487,0.0756,0.0588,70.5881,68.2309,37.931,32.1637,0.7791,0.6417,2.5119,0.6491,9.9102,7.5162,0.1364,0.1398,0.0263,0.0,0.2006,0.0346,0.0,0.0,79.098,79.5695,63.6851,60.0,88.0811,64.8426,60.0,60.0
1,0.015,0.5972,0.5497,0.0791,0.0346,71.0785,64.8496,39.6552,39.7661,0.7824,0.6561,2.6302,0.5118,4.3875,7.3875,0.1494,0.1417,0.0255,0.0,0.1232,0.0153,0.0,0.0,80.9103,79.8388,63.5649,60.0,77.2513,62.147,60.0,60.0
2,0.03,0.5926,0.5492,0.0887,0.0327,72.4241,64.5745,47.7011,34.5029,0.8012,0.6592,2.8092,0.4227,3.1764,7.2032,0.195,0.1474,0.0126,0.0,0.103,0.0277,0.0,0.0,87.2994,80.6391,61.7578,60.0,74.4247,63.8734,60.0,60.0
3,0.045,0.5886,0.5463,0.0784,0.0733,70.9713,70.2566,45.4023,31.5789,0.8137,0.6564,3.0688,0.3696,4.407,6.9411,0.1782,0.1271,0.0082,0.0,0.0975,0.0467,0.0,0.1489,84.9495,77.7941,61.1414,60.0,73.6461,66.5348,60.0,80.8455
4,0.06,0.5867,0.5421,0.0461,0.1253,66.4601,77.5367,29.8851,40.9357,0.7947,0.6717,3.1504,0.4983,8.6971,6.8677,0.0894,0.0952,0.0,0.0,0.1397,0.0584,0.0,0.303,72.5176,73.3229,60.0,60.0,79.551,68.1763,60.0,102.4196
5,0.075,0.5875,0.5401,0.0407,0.1527,65.6927,81.3844,33.908,52.0468,0.7853,0.7066,3.3078,0.6338,8.0509,6.7221,0.0662,0.0964,0.0,0.0,0.1741,0.0544,0.0,0.3824,69.2746,73.4964,60.0,60.0,84.376,67.6202,60.0,113.5414
6,0.09,0.5881,0.5403,0.0413,0.1592,65.7814,82.2871,36.7816,48.538,0.7825,0.7315,3.5088,0.6391,5.8136,6.5226,0.0801,0.085,0.0,0.0,0.1388,0.0299,0.0,0.4681,71.2208,71.9046,60.0,60.0,79.4251,64.1908,60.0,125.5326
7,0.105,0.5857,0.5406,0.06,0.17,68.3967,83.7971,36.7816,50.2924,0.7799,0.7573,3.6193,0.5411,1.5926,6.4036,0.1398,0.1001,0.0,0.0,0.0745,0.0163,0.0,0.5891,79.5707,74.0162,60.0,60.0,70.4349,62.2863,60.0,142.467
8,0.12,0.5817,0.5386,0.0658,0.2041,69.2189,88.5693,29.8851,46.1988,0.7641,0.773,3.8369,0.4035,2.279,6.1763,0.1755,0.0879,0.0,0.0,0.0527,0.0228,0.0,0.7408,84.5631,72.3125,60.0,60.0,67.3784,63.1933,60.0,163.7054
9,0.135,0.5792,0.5355,0.0442,0.2473,66.1943,94.6281,38.5057,50.2924,0.7666,0.7949,4.005,0.4986,5.4117,6.0157,0.124,0.053,0.0,0.0,0.0626,0.0203,0.0,0.9065,77.3593,67.4178,60.0,60.0,68.7678,62.8408,60.0,186.9038
10,0.15,0.5792,0.5313,0.0283,0.2879,63.965,100.3018,32.7586,50.2924,0.7577,0.8147,4.0868,0.6244,9.5899,5.946,0.0779,0.0354,0.0,0.0,0.1165,0.0349,0.0,1.0,70.8994,64.9607,60.0,60.0,76.3145,64.8929,60.0,200.0
11,0.165,0.5816,0.5289,0.0246,0.2905,63.4421,100.6717,36.2069,52.0468,0.7564,0.836,4.3255,0.8102,7.9622,5.7321,0.0602,0.0382,0.0,0.0,0.1307,0.031,0.0004,1.0,68.4259,65.3425,60.0,60.0,78.294,64.3434,60.0495,200.0
12,0.18,0.5827,0.5284,0.0326,0.2849,64.5692,99.885,29.8851,53.8012,0.7428,0.8586,4.4666,0.6936,3.522,5.5767,0.0791,0.0514,0.0,0.0,0.0574,0.0104,0.0717,1.0,71.0748,67.202,60.0,60.0,68.0356,61.4606,70.044,200.0
13,0.195,0.5799,0.5266,0.0513,0.2755,67.1818,98.5712,36.7816,50.8772,0.744,0.8735,4.6199,0.6058,0.8963,5.4141,0.1341,0.0711,0.0,0.0,0.0283,0.0161,0.0577,1.0,78.7723,69.9549,60.0,60.0,63.9557,62.2543,68.0748,200.0
14,0.21,0.5761,0.5224,0.0508,0.2813,67.1188,99.383,35.0575,52.6316,0.7417,0.8903,4.889,0.5043,3.0007,5.1358,0.1355,0.0679,0.0,0.0,0.0272,0.0372,0.0609,1.0,78.9688,69.5062,60.0,60.0,63.8095,65.2028,68.5196,200.0
15,0.225,0.5746,0.518,0.0262,0.2925,63.6691,100.9449,33.3333,51.462,0.7363,0.9033,4.9696,0.6622,8.3218,5.0738,0.0619,0.043,0.0,0.0,0.0595,0.0433,0.067,1.0,68.66,66.0164,60.0,60.0,68.3365,66.0686,69.3746,200.0
