cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm,dark_l0,dark_l1,dark_l2,dark_l3,dark_r0,dark_r1,dark_r2,dark_r3,rate_l0,rate_l1,rate_l2,rate_l3,rate_r0,rate_r1,rate_r2,rate_r3
0,0.0,0.5557,0.6164,0.1739,0.0,84.3488,60.0,44.8276,37.4269,0.91,0.7407,2.6272,-0.5341,-16.2953,10.8568,0.6852,0.0,0.0105,0.0,0.0,0.0,0.0,0.0,155.9311,60.0,61.4641,60.0,60.0,60.0,60.0,60.0
1,0.015,0.5571,0.6156,0.172,0.0,84.0746,60.0,38.5057,34.5029,0.8978,0.7351,2.8392,-0.7459,-14.8131,11.1146,0.6834,0.0,0.0044,0.0,0.0,0.0,0.0,0.0,155.6754,60.0,60.6229,60.0,60.0,60.0,60.0,60.0
2,0.03,0.5609,0.6131,0.1386,0.0,79.4065,60.0,42.5287,35.6725,0.8945,0.7324,3.0088,-0.6566,-10.5159,11.0732,0.5545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.6259,60.0,60.0,60.0,60.0,60.0,60.0,60.0
3,0.045,0.5645,0.6101,0.1139,0.0046,75.9401,60.6499,42.5287,33.3333,0.8916,0.7254,3.1501,-0.5692,-7.2563,11.0287,0.4554,0.0,0.0,0.0,0.0,0.0186,0.0,0.0,123.7604,60.0,60.0,60.0,60.0,62.5997,60.0,60.0
4,0.06,0.5656,0.6086,0.1014,0.0109,74.1951,61.5326,37.3563,30.9942,0.8789,0.7148,3.4316,-0.4887,-9.264,11.0358,0.4056,0.0,0.0,0.0,0.0246,0.0192,0.0,0.0,116.7806,60.0,60.0,60.0,63.4398,62.6908,60.0,60.0
5,0.075,0.5646,0.6091,0.1043,0.0008,74.6014,60.1109,39.0805,35.6725,0.8707,0.7139,3.4983,-0.6662,-15.1242,11.2253,0.4172,0.0,0.0,0.0,0.0,0.0032,0.0,0.0,118.4056,60.0,60.0,60.0,60.0,60.4436,60.0,60.0
6,0.09,0.5645,0.6093,0.1187,0.0069,76.6219,60.9635,37.3563,29.8246,0.86,0.7022,3.6484,-0.8079,-16.0692,11.4071,0.4749,0.0,0.0,0.0,0.0082,0.0193,0.0,0.0,126.4875,60.0,60.0,60.0,61.1455,62.7083,60.0,60.0
7,0.105,0.5655,0.6076,0.1125,0.0191,75.7441,62.6775,35.6322,32.7485,0.847,0.697,3.8896,-0.9391,-14.8654,11.61,0.4498,0.0,0.0,0.0,0.036,0.0405,0.0,0.0,122.9764,60.0,60.0,60.0,65.0433,65.6667,60.0,60.0
8,0.12,0.5688,0.6044,0.08,0.0456,71.1955,66.3884,40.8046,36.2573,0.8453,0.699,4.0113,-0.8387,-10.6092,11.5572,0.3199,0.0,0.0,0.0,0.1039,0.0612,0.0175,0.0,104.7822,60.0,60.0,60.0,74.5391,68.564,62.4506,60.0
9,0.135,0.5707,0.6033,0.0662,0.062,69.2621,68.6865,35.0575,32.7485,0.8325,0.6941,4.2123,-0.7526,-11.0881,11.5482,0.2646,0.0,0.0,0.0,0.1622,0.0665,0.0195,0.0,97.0485,60.0,60.0,60.0,82.7056,69.308,62.7322,60.0
