cycle,t_sec,contact_l0,contact_l1,contact_l2,contact_r0,contact_r1,contact_r2,n_contacts,fb_rate_left_hz,fb_rate_right_hz,p9_spikes_left,p9_spikes_right,p9_left_hz,p9_right_hz,p9_left_hz_ema,p9_right_hz_ema,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,thorax_z_mm,cpg_phase_0,cpg_phase_3,perturbed,heading_deg
191,2.865,1,0,1,0,1,1,4,206.7,206.7,1,2,66.7,133.3,70.49,115.22,0.6408,1.0,10.5028,1.1699,1.1779,5.586,2.4444,0,-34.51
192,2.88,1,1,1,0,1,1,5,300.0,206.7,1,2,66.7,133.3,69.96,117.74,0.636,1.0,10.6996,1.1513,1.1023,0.4338,3.5754,0,-33.42
193,2.895,0,1,1,1,0,1,4,206.7,206.7,1,2,66.7,133.3,69.5,119.92,0.6318,1.0,11.0221,1.0457,1.0959,1.5648,4.7064,0,-34.03
194,2.91,0,1,1,1,0,1,4,206.7,206.7,1,2,66.7,133.3,69.1,121.78,0.6282,1.0,11.0384,0.8903,1.1261,2.6958,5.8374,0,-37.43
195,2.925,1,1,1,1,0,1,5,300.0,206.7,0,2,0.0,133.3,59.48,123.39,0.5407,1.0,11.0938,0.6977,1.0528,3.8267,0.6851,0,-36.68
196,2.94,1,0,1,0,1,1,4,206.7,206.7,2,2,133.3,133.3,69.77,124.78,0.6342,1.0,11.2626,0.6125,1.1269,4.9577,1.8161,0,-32.74
197,2.955,1,0,1,0,1,1,4,206.7,206.7,0,1,0.0,66.7,60.05,116.68,0.5459,1.0,11.4008,0.6737,1.1604,6.0887,2.9471,0,-27.97
198,2.97,1,0,1,0,1,1,4,206.7,206.7,1,2,66.7,133.3,60.97,119.0,0.5543,1.0,11.7099,0.6893,1.1231,0.9365,4.0781,0,-27.69
199,2.985,0,1,1,1,0,1,4,206.7,206.7,0,2,0.0,133.3,52.48,121.0,0.4771,1.0,11.8636,0.5319,1.1399,2.0674,5.209,0,-30.0
200,3.0,1,1,1,1,0,1,5,300.0,206.7,1,2,66.7,133.3,54.45,122.72,0.495,1.0,11.8813,0.3847,1.0726,3.1984,0.0568,0,-33.32
201,3.015,1,1,1,0,1,0,4,300.0,113.3,1,1,66.7,66.7,56.16,114.91,0.5105,1.0,11.9705,0.1585,1.0356,4.3294,1.1878,0,-30.93
202,3.03,1,0,1,0,1,1,4,206.7,206.7,2,2,133.3,133.3,66.91,117.48,0.6082,1.0,12.1369,0.2583,1.1596,5.4604,2.3188,0,-23.93
203,3.045,1,0,1,0,1,1,4,206.7,206.7,0,2,0.0,133.3,57.59,119.68,0.5235,1.0,12.3018,0.2958,1.1146,0.3082,3.4497,0,-21.83
204,3.06,0,1,0,1,0,1,3,113.3,206.7,0,2,0.0,133.3,49.56,121.59,0.4506,1.0,12.6651,0.279,1.0871,1.4391,4.5807,0,-21.74
205,3.075,0,1,0,1,0,1,3,113.3,206.7,0,2,0.0,133.3,42.66,123.22,0.3878,1.0,12.7222,0.148,1.1202,2.5701,5.7117,0,-23.93
206,3.09,1,1,1,1,0,1,5,300.0,206.7,0,2,0.0,133.3,36.72,124.63,0.3338,1.0,12.7978,0.0191,1.0326,3.7011,0.5595,0,-22.62
207,3.105,1,0,1,0,1,1,4,206.7,206.7,1,2,66.7,133.3,40.89,125.84,0.3717,1.0,12.9332,-0.0453,1.0927,4.832,1.6905,0,-19.49
208,3.12,1,0,1,0,1,1,4,206.7,206.7,1,1,66.7,66.7,44.48,117.6,0.4044,1.0,13.0444,0.0512,1.1723,5.963,2.8214,0,-14.14
209,3.135,1,1,1,0,1,1,5,300.0,206.7,0,2,0.0,133.3,38.28,119.79,0.348,1.0,13.3252,0.1161,1.1074,0.8108,3.9524,0,-13.48
