seed,no_pillar,pillar_y,readout,stim,spatial,n_strips,n_read_left,n_read_right,turn_deg,path_mm,dx_mm,dy_mm,dark_left_mean,dark_right_mean,dark_left_max,dark_right_max,cmd_left_mean,cmd_right_mean,cmd_asym_mean,corr_dark_cmd,corr_dark_cmd_lag1,dist_min_mm,dist_end_mm,elapsed_s,condition,scene,input
5,True,,population,visual,True,4,116,114,2.7638315835017124,14.988866052037569,14.908436912341143,1.5506819005419494,0.01827778311446309,0.025895038866437972,0.03349962830543518,0.06762225925922394,0.6805563965958896,0.7071055239378863,-0.026549127341996846,-0.08123573097633587,-0.07180097885360645,,,232.1978978900006,контроль: пусто,ctrl,пространственный
6,True,,population,visual,True,4,116,114,-5.940245329641698,14.774113171679877,14.755636462320993,0.7386559425253911,0.02104898335179314,0.012381228697486223,0.04338259994983673,0.06277987360954285,0.6910006586514105,0.6757706910474772,0.015229967603933487,0.259122325790322,0.2865115048664682,,,228.39480154399644,контроль: пусто,ctrl,пространственный
7,True,,population,visual,True,4,116,114,12.763906675835614,14.661385406490353,14.474942267237704,2.3307227200556677,0.00603691943208105,0.039532919484190646,0.03112196736037731,0.17467278242111206,0.6347876309121565,0.7218112029399957,-0.08702357202783896,0.5860407468242343,0.6314735269270134,,,229.42581256400445,контроль: пусто,ctrl,пространственный
0,False,0.0,population,visual,False,1,116,114,72.17306239990234,14.037093857478187,9.925833876830941,9.92561463150807,0.0,0.3359819724783301,0.0,1.0,0.6028845975538922,0.880058686334407,-0.27717408878051475,0.7041890439494398,0.723567623841424,2.6623197095755935,10.85027742600772,222.3403863029962,A1: впереди,A1,скалярный
1,False,0.0,population,visual,False,1,116,114,-63.1488412345619,14.472999846459295,10.891476936468138,-9.531183279005468,0.37580653888639065,0.008629834800958634,1.0,0.18197718262672424,0.8666753948464786,0.6213184199056198,0.24535697494085862,0.6937835737716976,0.7193188571984748,2.204244164790096,10.490919855625155,234.37573335699562,A1: впереди,A1,скалярный
2,False,0.0,population,visual,False,1,116,114,-58.35168659502658,14.906700348747975,10.100366860587418,-10.963225098889035,0.2623544205725193,0.0,1.0,0.0,0.8804994244402999,0.6299117378630171,0.2505876865772828,0.7225573482811709,0.7404439914945535,3.155852183636132,11.81880899116867,240.52450549899368,A1: впереди,A1,скалярный
3,False,0.0,population,visual,False,1,116,114,76.25490210415194,13.911652790850383,9.211234684246069,10.425317211716749,0.0,0.32204351529479025,0.0,1.0,0.5860704856170301,0.8835926887103757,-0.29752220309334554,0.7109233141568017,0.7256604495762246,2.557270394504724,10.92179657061178,232.946766448993,A1: впереди,A1,скалярный
4,False,0.0,population,visual,False,1,116,114,-4.185895523315878,16.763252232107547,16.713141510861096,-1.2951935126421614,0.160139778284356,0.09540950695984066,1.0,0.5979204773902893,0.786000795866103,0.7731990423814081,0.012801753484694912,0.0580587467119421,0.027720532859269568,0.530935036121046,9.941097338773156,237.10574008099502,A1: впереди,A1,скалярный
5,False,0.0,population,visual,False,1,116,114,76.67672363629515,14.010139756752203,8.93631576766803,10.790100857001127,0.0,0.3203606893145479,0.0,1.0,0.5905928638818042,0.8880013374836085,-0.29740847360180434,0.7149248471594727,0.7301239684295099,2.7309466437702143,11.549742648783452,233.83068023600208,A1: впереди,A1,скалярный
6,False,0.0,population,visual,False,1,116,114,60.698858403579976,15.093398750943392,12.14023392320874,8.968021305993384,0.018644082399550826,0.3770011169835925,0.18168137967586517,1.0,0.649950246897213,0.8883259344225014,-0.23837568752528815,0.68208277696633,0.7102877208066514,1.5044608560157136,10.294094891372623,236.39913665500353,A1: впереди,A1,скалярный
7,False,0.0,population,visual,False,1,116,114,78.10069865385464,14.436806865686995,10.185174914713095,10.231500595408587,0.007823615167289973,0.41023623049259184,0.09971500933170319,1.0,0.6005341334808664,0.9130989874418353,-0.31256485396096906,0.671949102947808,0.6904104780675884,1.8887524395410815,10.58648732708921,235.71910017098708,A1: впереди,A1,скалярный
0,False,10.0,population,visual,False,1,116,114,-7.923089769917425,14.812432081067632,14.807747822446752,-0.37248970866998327,0.023729711580090226,0.010048789921274875,0.10936295986175537,0.03672727942466736,0.7056534829983551,0.6629754228748959,0.0426780601234591,0.4864286410688417,0.5451843513246918,9.683329611742913,19.861046293922175,232.9393316909991,B1: сбоку слева,B1,скалярный
1,False,10.0,population,visual,False,1,116,114,2.404247769012585,14.226346718180332,14.11033931634666,-1.8130817200120877,0.012862163069657982,0.00905523934867233,0.09339450299739838,0.1911187469959259,0.6639543667054513,0.6585848988774792,0.005369467827971909,0.5048427568905768,0.5841133296962283,10.646371100070319,20.879368528481365,226.90017595099926,B1: сбоку слева,B1,скалярный
2,False,10.0,population,visual,False,1,116,114,18.112270438475576,14.979506593575225,14.882443865688941,-1.7024929872340808,0.005917422329075634,0.025473694036481902,0.14140887558460236,0.0561671182513237,0.6711604329214428,0.7114809666030715,-0.040320533681628704,0.6418679817044344,0.6631694356518705,10.856310258077583,21.361579425925736,234.7107421249966,B1: сбоку слева,B1,скалярный
3,False,10.0,population,visual,False,1,116,114,-8.177397272742525,14.45396060445004,14.450090798888949,-0.3344444032402558,0.02451801157789305,0.00039697786793112754,0.11350280046463013,0.025809723883867264,0.6856804409333941,0.6491242095878453,0.036556231345548786,0.7143674659899981,0.7669112713463523,10.099940647012298,19.976503366980133,239.5455593670049,B1: сбоку слева,B1,скалярный
4,False,10.0,population,visual,False,1,116,114,5.777150312511566,14.43428489769693,14.428366338133142,0.41331019889195186,0.0,0.02002896669713664,0.0,0.04967094585299492,0.6443235724544205,0.684713987373341,-0.040390414918920516,-0.3796652046767331,-0.3158590748095729,10.684104871256647,20.15087167741959,225.5025356670085,B1: сбоку слева,B1,скалярный
5,False,10.0,population,visual,False,1,116,114,2.002207417018724,14.717427502632106,14.653894740413751,1.3660311973399877,0.018188317441381514,0.01936016015635687,0.08039788156747818,0.05943778157234192,0.668255650662165,0.6927483909874035,-0.024492740325238363,0.5128147300421714,0.5871710939796471,9.93054396352119,19.518871956691324,242.60293346599792,B1: сбоку слева,B1,скалярный
6,False,10.0,population,visual,False,1,116,114,-6.1376789590808585,14.479447984831582,14.4793911244385,-0.04057845456571037,0.01590596337802708,0.005545425142918248,0.07990892231464386,0.02769571542739868,0.6823511765954133,0.6579966027914729,0.02435457380394029,0.6904258073194812,0.7177084144035437,10.214431272004898,20.05360593517013,228.48131080099847,B1: сбоку слева,B1,скалярный
7,False,10.0,population,visual,False,1,116,114,9.70517961675813,14.513580965199427,14.415192396652792,1.6870864236555037,0.0005574229871854186,0.03062446166877635,0.016250625252723694,0.1263943910598755,0.6325432036674492,0.7046999259358916,-0.07215672226844236,0.5802913421509308,0.6346137157934358,10.418210778057123,19.11740878531142,231.18054708199634,B1: сбоку слева,B1,скалярный
0,False,2.0,population,visual,False,1,116,114,3.9729605283695832,17.707452698201823,17.440746056227088,3.061741017991938,0.16485179610550404,0.16553855838254095,1.0,0.9793076515197754,0.8215638013985272,0.848380682632931,-0.026816881234403702,0.3974855544167368,0.42778017086144576,0.16342074799818315,10.11739106519202,239.85647383300238,A2: спереди-слева,A2,скалярный
1,False,2.0,population,visual,False,1,116,114,-55.519814998276274,14.641000173237435,11.779155890806086,-8.695422506861117,0.27650548121891916,0.009163045925088226,0.9315574765205383,0.19107428193092346,0.8474030574040712,0.6362341504328923,0.21116890697117907,0.7170107302377791,0.7442098572502377,3.5900249088894944,11.903935461165053,237.94182396800898,A2: спереди-слева,A2,скалярный
2,False,2.0,population,visual,False,1,116,114,-22.389932245268454,16.299082813288063,14.008864757590256,-8.33137496203166,0.16110962960869074,0.03888204359333031,0.577139675617218,0.08889877796173096,0.842511056648016,0.7100748113890141,0.13243624525900188,0.7923906701279466,0.8188489403529189,4.499265436850005,12.7321199315547,230.14859071699902,A2: спереди-слева,A2,скалярный
3,False,2.0,population,visual,False,1,116,114,-66.78717323494733,14.709374518065035,12.607612698738032,-7.577189502138671,0.37388734247535466,0.008954699804307893,1.0,0.182320237159729,0.8833728505122249,0.6317291556953463,0.2516436948168788,0.7077799929952042,0.7299681908294272,2.2813671087391083,10.750607838072288,237.20168406900484,A2: спереди-слева,A2,скалярный
4,False,2.0,population,visual,False,1,116,114,-43.632826819785066,15.409714889798856,13.576928709951101,-7.2887804048272775,0.29337750375270844,0.037388323924387803,1.0,0.09226344525814056,0.8478792458574486,0.6760387812653996,0.171840464592049,0.7168528765756187,0.7381623958453737,3.140792946426334,11.740908744459533,245.2214552880032,A2: спереди-слева,A2,скалярный
5,False,2.0,population,visual,False,1,116,114,-34.521077427377946,15.94099601970579,15.421935050228203,-4.034758159644596,0.27217757716774943,0.030535732787102463,1.0,0.2465265989303589,0.8553262031263301,0.6958154840639595,0.15951071906237077,0.548014020467429,0.5862473054427563,1.1933140865818717,10.143067813816781,244.3247563699988,A2: спереди-слева,A2,скалярный
6,False,2.0,population,visual,False,1,116,114,-75.46280053473718,14.080940332617736,11.342654705357335,-8.3436841314719,0.31899836130440234,0.0,1.0,0.0,0.8816758108979696,0.598987036958305,0.28268877393966463,0.6999428936192861,0.7164460421771479,2.8595504587772727,11.165615789393598,234.79024471101002,A2: спереди-слева,A2,скалярный
7,False,2.0,population,visual,False,1,116,114,-47.166086222099835,15.549209255877091,13.996594551636326,-6.772979362153567,0.3442556223273277,0.040324040803825484,1.0,0.10424165427684784,0.8589799630233464,0.6753091373875639,0.18367082563578244,0.7102424392915504,0.7371189004973758,2.6929823543658826,11.129859540259707,236.44302463599888,A2: спереди-слева,A2,скалярный
0,False,10.0,population,visual,False,1,116,114,-11.90469879846728,15.016327183024936,14.968296528331265,-1.200075459127385,0.036229475624859335,0.012353674957703334,0.13648471236228943,0.042950138449668884,0.7265920374137038,0.6649494283492444,0.06164260906445933,0.5697823090963653,0.631381278132151,9.366154727527373,18.732787466889597,229.61913614200603,B2: сбоку-слева,B2,скалярный
1,False,10.0,population,visual,False,1,116,114,0.8404529733546156,14.498459425504842,14.353559228885338,-2.0446670085592724,0.029110224553733133,0.009055857362691313,0.11267568916082382,0.1911187469959259,0.681372462000157,0.6675215888613876,0.013850873138769275,0.6241200713842417,0.6962797442713252,10.274458434093498,19.614809640063648,219.65095081199252,B2: сбоку-слева,B2,скалярный
2,False,10.0,population,visual,False,1,116,114,17.335402291413573,14.84722806442978,14.751484363677303,-1.6834162483994597,0.006946570347063244,0.025553465774282812,0.1391146183013916,0.05648113787174225,0.6662470674638563,0.7048161129436237,-0.038569045479767146,0.664883696828369,0.7089629075421814,10.551869497724924,19.64068463535612,221.69860873500875,B2: сбоку-слева,B2,скалярный
3,False,10.0,population,visual,False,1,116,114,-10.967131845284541,14.481581423560153,14.445910177715513,-1.0158147786766365,0.0377008993178606,0.000436605061404407,0.1421460509300232,0.025809723883867264,0.6976525453846653,0.6455102570366676,0.05214228834799796,0.8515567919532065,0.8859579382408065,9.711190989780533,18.653846779019233,219.44110608499614,B2: сбоку-слева,B2,скалярный
4,False,10.0,population,visual,False,1,116,114,7.111048229419026,14.5026296108477,14.494221997196288,0.4937553295183295,0.001216759948292747,0.019033181265331222,0.017254699021577835,0.04895927011966705,0.6453725643426531,0.6915501437707868,-0.04617757942813382,-0.2569312114313038,-0.20804857943232605,10.221877941180562,18.451309280043226,233.3727467629942,B2: сбоку-слева,B2,скалярный
5,False,10.0,population,visual,False,1,116,114,-1.2351909362967035,15.091184258244256,15.071482425466385,0.7708824911340886,0.03206852880539372,0.024063967816764488,0.11058839410543442,0.060693930834531784,0.6951170414171597,0.6992748316533985,-0.00415779023623927,0.6444986779641112,0.6936066037685719,9.493391774301154,18.3624378399866,221.29815432299802,B2: сбоку-слева,B2,скалярный
6,False,10.0,population,visual,False,1,116,114,-12.380360007953072,14.69831992013153,14.662061639304302,-1.0317736960092496,0.026567738647572697,0.00788791413360741,0.11801690608263016,0.03159329295158386,0.7101437765913949,0.6565066118367617,0.05363716475463337,0.7679059642022056,0.7872046365798171,9.78885514641512,19.057741440932734,231.510390483003,B2: сбоку-слева,B2,скалярный
7,False,10.0,population,visual,False,1,116,114,8.563622922953783,14.688313280413835,14.618413815764402,1.4312667587315382,0.009423502382123843,0.03167964857653715,0.045804381370544434,0.12639495730400085,0.6437664996945617,0.7087747174141923,-0.06500821771963072,0.5784563894487589,0.6173730112947532,10.019546575476076,17.64405825689955,237.17776388100174,B2: сбоку-слева,B2,скалярный
0,True,,population,visual,False,1,116,114,-8.0107748738032,14.674441314688373,14.67443686609025,-0.011426345188389253,0.016654149601381504,0.008660312966876518,0.0459577813744545,0.03648996725678444,0.6966373911471397,0.6595337714960422,0.037103619651097625,0.018525911537515302,0.12416431172039173,,,225.7532101359975,контроль: пусто,ctrl,скалярный
1,True,,population,visual,False,1,116,114,-3.52253201606581,14.595353468307847,14.42293507351727,-2.2368027919222784,0.036723312865942714,0.009055959368124604,0.0771973729133606,0.1911187469959259,0.6952147156401516,0.6639983054656774,0.031216410174473852,0.608000469467881,0.6633898020042791,,,238.50291870399087,контроль: пусто,ctrl,скалярный
2,True,,population,visual,False,1,116,114,19.184621631535094,14.794512181470948,14.747687000022419,-1.1761457550244554,0.0035182299837470056,0.024906965477275663,0.1026030033826828,0.05250079929828644,0.6589121485211388,0.7054045354220118,-0.046492386900873026,0.6389988656480342,0.6655490836587403,,,235.6298306200042,контроль: пусто,ctrl,скалярный
3,True,,population,visual,False,1,116,114,-9.57881380463752,14.45578379481726,14.453256440547387,-0.270302397837562,0.030619816156104207,0.00039697786793112754,0.061362527310848236,0.025809723883867264,0.6885993146069523,0.6470101450682152,0.041589169538737245,0.2596512585941797,0.34030731807443804,,,224.72443655898678,контроль: пусто,ctrl,скалярный
4,True,,population,visual,False,1,116,114,5.777150312511566,14.43428489769693,14.428366338133142,0.41331019889195186,0.0,0.02002900798266637,0.0,0.04967094585299492,0.6443235724544205,0.684713987373341,-0.040390414918920516,-0.3796672883410158,-0.3158612456186972,,,218.27507625399448,контроль: пусто,ctrl,скалярный
