cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm
0,0.0,0.5616,0.6167,0.1419,0.0,142.5761,100.0,66.6667,0.0,0.9466,0.0,2.5621,-0.5349,-16.5906,10.0781
1,0.015,0.5643,0.6156,0.1141,0.0,134.2297,100.0,66.6667,0.0,0.9466,0.0,2.7822,-0.7372,-15.6596,9.9466
2,0.03,0.5685,0.6123,0.0703,0.0,121.0914,100.0,66.6667,0.0,0.9466,0.0,2.9333,-0.706,-14.588,9.7948
3,0.045,0.5719,0.609,0.0345,0.0,110.342,100.0,0.0,0.0,0.8565,0.0,3.016,-0.6492,-13.6201,9.6969
4,0.06,0.572,0.6076,0.0334,0.0,110.0063,100.0,133.3333,0.0,0.9552,0.0,3.1394,-0.6134,-16.9863,9.569
5,0.075,0.5719,0.6074,0.0342,0.0,110.2508,100.0,66.6667,0.0,0.9544,0.0,3.1164,-0.7674,-22.6972,9.6494
6,0.09,0.5744,0.6067,0.0082,0.0037,102.4682,101.098,0.0,0.0,0.8635,0.0,3.2124,-0.9017,-24.6689,9.6149
7,0.105,0.5754,0.6054,0.0,0.0165,100.0,104.9558,66.6667,0.0,0.8714,0.0,3.3926,-1.0523,-27.4403,9.5136
8,0.12,0.5788,0.6026,0.0,0.0439,100.0,113.158,66.6667,0.0,0.8786,0.0,3.458,-1.0266,-26.7343,9.4435
9,0.135,0.5804,0.6011,0.0,0.0589,100.0,117.6806,66.6667,0.0,0.8851,0.0,3.5123,-0.9873,-31.124,9.3776
10,0.15,0.5795,0.6031,0.0,0.0391,100.0,111.7408,133.3333,66.6667,0.981,0.2158,3.5138,-1.083,-34.1197,9.4173
11,0.165,0.5793,0.6032,0.0,0.0378,100.0,111.3357,0.0,66.6667,0.8876,0.411,3.5206,-1.2007,-38.1444,9.4629
12,0.18,0.5807,0.603,0.0,0.0401,100.0,112.0181,66.6667,0.0,0.8933,0.3719,3.6181,-1.414,-39.9846,9.4731
13,0.195,0.5823,0.601,0.0,0.0598,100.0,117.9335,0.0,66.6667,0.8083,0.5523,3.7619,-1.5079,-38.8928,9.3908
14,0.21,0.5844,0.5987,0.0,0.0829,100.0,124.871,0.0,66.6667,0.7313,0.7155,3.863,-1.4805,-36.7896,9.289
15,0.225,0.5843,0.5979,0.0,0.0902,100.0,127.0526,0.0,133.3333,0.6617,1.0,4.051,-1.5061,-38.157,9.1374
16,0.24,0.5826,0.5989,0.0,0.0802,100.0,124.0575,0.0,66.6667,0.5988,1.0,4.0766,-1.6741,-44.2499,9.1993
17,0.255,0.5805,0.6011,0.0,0.0585,100.0,117.541,66.6667,66.6667,0.6319,1.0,4.1217,-1.8388,-45.4849,9.2456
18,0.27,0.58,0.6013,0.0,0.0574,100.0,117.2326,0.0,0.0,0.5717,1.0,4.2194,-2.0524,-44.0954,9.2771
19,0.285,0.5816,0.5999,0.0,0.0709,100.0,121.2704,0.0,66.6667,0.5173,1.0,4.3715,-2.0026,-38.2169,9.1225
20,0.3,0.5824,0.6,0.0,0.0696,100.0,120.8915,0.0,66.6667,0.4681,1.0,4.5849,-2.0331,-37.5762,8.9619
21,0.315,0.5813,0.6015,0.0,0.0552,100.0,116.5481,0.0,0.0,0.4236,1.0,4.8195,-2.1661,-38.2286,8.8458
22,0.33,0.5772,0.6048,0.0,0.0225,100.0,106.7539,66.6667,66.6667,0.4733,1.0,4.8219,-2.3032,-40.9822,8.9247
23,0.345,0.576,0.6059,0.0,0.0112,100.0,103.3495,66.6667,0.0,0.5184,1.0,4.855,-2.4924,-39.5734,9.012
24,0.36,0.5778,0.6059,0.0,0.0116,100.0,103.4802,0.0,0.0,0.469,1.0,5.0214,-2.4827,-34.8633,8.8748
25,0.375,0.5787,0.6047,0.0,0.0236,100.0,107.0759,0.0,0.0,0.4244,0.9908,5.1559,-2.4237,-30.2042,8.7326
26,0.39,0.5781,0.6056,0.0,0.0145,100.0,104.3591,66.6667,0.0,0.4741,0.8965,5.4838,-2.4557,-30.3781,8.4986
27,0.405,0.5743,0.6079,0.0091,0.0,102.7334,100.0,66.6667,0.0,0.5191,0.8112,5.5603,-2.6062,-32.8634,8.538
28,0.42,0.5711,0.6102,0.0426,0.0,112.7884,100.0,66.6667,66.6667,0.5597,0.9497,5.5852,-2.7448,-35.2744,8.6112
29,0.435,0.5705,0.6091,0.0497,0.0,114.8956,100.0,66.6667,0.0,0.5966,0.8594,5.6882,-2.9416,-32.7377,8.6684
30,0.45,0.5715,0.6072,0.0383,0.0,111.5016,100.0,66.6667,0.0,0.6299,0.7776,5.8402,-2.8653,-26.4667,8.5056
31,0.465,0.5725,0.6063,0.0287,0.0072,108.6081,102.1683,66.6667,0.0,0.66,0.7036,6.0354,-2.8634,-25.4454,8.364
32,0.48,0.5715,0.6066,0.0387,0.0047,111.5988,101.4222,66.6667,0.0,0.6873,0.6366,6.2796,-2.913,-26.1586,8.2272
33,0.495,0.5679,0.6089,0.0763,0.0,122.8971,100.0,66.6667,66.6667,0.712,0.7918,6.3082,-3.0475,-29.6382,8.3047
34,0.51,0.5668,0.6097,0.0877,0.0,126.3049,100.0,66.6667,133.3333,0.7343,1.0,6.3983,-3.2175,-28.7526,8.3688
35,0.525,0.5684,0.6089,0.0712,0.0,121.3602,100.0,66.6667,0.0,0.7545,1.0,6.5879,-3.2834,-25.365,8.2928
36,0.54,0.5704,0.6065,0.0502,0.0055,115.0512,101.6449,66.6667,0.0,0.7728,0.9399,6.7332,-3.2172,-20.8445,8.1482
37,0.555,0.571,0.6062,0.044,0.0084,113.2004,102.5084,66.6667,0.0,0.7893,0.8505,7.0166,-3.1596,-20.8551,7.923
38,0.57,0.5695,0.6081,0.0601,0.0,118.0226,100.0,0.0,0.0,0.7142,0.7695,7.1506,-3.309,-24.504,7.9574
39,0.585,0.5665,0.6103,0.0912,0.0,127.3578,100.0,66.6667,0.0,0.7363,0.6963,7.1689,-3.4578,-28.2527,8.0649
40,0.6,0.5658,0.6098,0.0978,0.0,129.3539,100.0,66.6667,0.0,0.7563,0.63,7.3325,-3.6975,-26.4643,8.1635
41,0.615,0.5679,0.6076,0.0768,0.0,123.0351,100.0,133.3333,0.0,0.8645,0.5701,7.4941,-3.627,-21.8298,8.0138
42,0.63,0.5698,0.6058,0.0568,0.0129,117.046,103.8615,0.0,0.0,0.7822,0.5158,7.6585,-3.6018,-19.9414,7.9015
43,0.645,0.5692,0.6054,0.0625,0.0162,118.7618,104.8741,66.6667,66.6667,0.7979,0.6825,7.9037,-3.6012,-21.434,7.7689
44,0.66,0.5671,0.6068,0.0846,0.0027,125.377,100.8077,133.3333,133.3333,0.9021,1.0,7.9642,-3.7614,-26.3758,7.8743
45,0.675,0.5663,0.6076,0.0932,0.0,127.9599,100.0,66.6667,0.0,0.9064,0.9493,8.0952,-3.9368,-26.5797,7.9603
46,0.69,0.5674,0.6064,0.0818,0.0063,124.5461,101.8928,66.6667,0.0,0.9102,0.859,8.3172,-4.0785,-24.2313,7.9792
47,0.705,0.5704,0.6035,0.0507,0.0348,115.1958,110.4342,66.6667,0.0,0.9137,0.7772,8.461,-3.9981,-20.0831,7.8421
48,0.72,0.5712,0.603,0.042,0.0399,112.6047,111.9748,66.6667,0.0,0.9168,0.7033,8.7104,-3.9299,-20.4071,7.671
49,0.735,0.5701,0.6051,0.0532,0.0198,115.9679,105.9303,66.6667,0.0,0.9196,0.6363,8.8484,-4.077,-24.0998,7.747
50,0.75,0.5672,0.607,0.0838,0.001,125.1336,100.2927,66.6667,66.6667,0.9222,0.7915,8.887,-4.2299,-28.6763,7.8716
51,0.765,0.5661,0.6074,0.0954,0.0,128.6215,100.0,66.6667,0.0,0.9245,0.7162,9.0527,-4.4977,-27.9931,8.0562
52,0.78,0.5681,0.6057,0.0747,0.0138,122.4222,104.1313,66.6667,0.0,0.9266,0.6481,9.2467,-4.4672,-23.8287,7.9586
