cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm,dark_l0,dark_l1,dark_l2,dark_l3,dark_r0,dark_r1,dark_r2,dark_r3,rate_l0,rate_l1,rate_l2,rate_l3,rate_r0,rate_r1,rate_r2,rate_r3
0,0.0,0.6049,0.5995,0.0267,0.0676,63.7334,69.4671,35.6322,43.8596,0.7249,0.8575,3.1235,0.5742,9.4623,704.4944,0.0,0.1067,0.0,0.0,0.213,0.0446,0.0128,0.0,60.0,74.9335,60.0,60.0,89.8199,66.2504,61.7981,60.0
1,0.015,0.6035,0.602,0.029,0.0355,64.0646,64.9672,35.6322,33.9181,0.7249,0.839,3.2812,0.4622,5.178,704.4626,0.0,0.1161,0.0,0.0,0.1198,0.0181,0.004,0.0,60.0,76.2586,60.0,60.0,76.7725,62.5333,60.5631,60.0
2,0.03,0.6016,0.6041,0.0313,0.022,64.3765,63.0737,34.4828,36.2573,0.7227,0.8266,3.4239,0.3615,1.9794,704.4334,0.0,0.125,0.0,0.0,0.0731,0.0147,0.0,0.0,60.0,77.5059,60.0,60.0,70.2314,62.0635,60.0,60.0
3,0.045,0.6013,0.6037,0.0276,0.0217,63.8611,63.0386,36.7816,28.655,0.7251,0.8012,3.7061,0.2519,4.0096,704.3123,0.005,0.1053,0.0,0.0,0.058,0.0288,0.0,0.0,60.7051,74.7395,60.0,60.0,68.1244,64.0298,60.0,60.0
4,0.06,0.6033,0.6019,0.0191,0.0345,62.6726,64.8335,36.2069,34.5029,0.7262,0.7892,3.7862,0.4105,9.1538,704.1433,0.0,0.059,0.0,0.0173,0.0776,0.0299,0.0038,0.0268,60.0,68.2637,60.0,62.4269,70.8673,64.18,60.5327,63.7537
5,0.075,0.6045,0.6014,0.0118,0.0392,61.6457,65.4943,34.4828,28.0702,0.7239,0.7663,3.9476,0.5354,10.0829,703.941,0.0,0.047,0.0,0.0,0.1145,0.0312,0.0061,0.0053,60.0,66.5829,60.0,60.0,76.0304,64.3615,60.848,60.7373
6,0.09,0.6036,0.6024,0.0132,0.0296,61.8539,64.142,30.4598,31.5789,0.7139,0.7521,4.1883,0.6241,8.2814,703.7085,0.0,0.0453,0.0,0.0076,0.0848,0.0131,0.0118,0.0086,60.0,66.3479,60.0,61.0676,71.8681,61.84,61.6552,61.2048
7,0.105,0.601,0.6047,0.0222,0.0097,63.1026,61.3569,35.0575,32.7485,0.7139,0.7415,4.2899,0.5164,4.3037,703.7132,0.0007,0.0557,0.0014,0.0309,0.0,0.0,0.0114,0.0274,60.0937,67.7949,60.2025,64.3194,60.0,60.0,61.5975,63.8299
8,0.12,0.6003,0.6054,0.0288,0.0072,64.0379,61.0015,32.7586,33.3333,0.7094,0.7329,4.4804,0.4004,4.2465,703.6614,0.0398,0.0493,0.0085,0.0178,0.0,0.0046,0.0137,0.0104,65.5748,66.8951,61.1955,62.4862,60.0,60.6375,61.9125,61.4559
9,0.135,0.6019,0.6049,0.013,0.0092,61.8177,61.2832,31.0345,28.655,0.7019,0.7165,4.6724,0.458,6.8963,703.4854,0.0069,0.0185,0.0088,0.0178,0.0,0.0013,0.0215,0.0138,60.9661,62.587,61.227,62.4908,60.0,60.1872,63.0115,61.9341
