cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm
0,0.0,0.5777,0.6011,0.0219,0.0119,63.067,61.6721,32.1839,32.7485,0.6699,0.6347,2.886,0.0111,3.5951,10.3975
1,0.015,0.5799,0.5995,0.0,0.0277,60.0,63.8774,35.0575,33.9181,0.6755,0.6368,2.9592,0.1318,8.0805,10.3024
2,0.03,0.5808,0.5996,0.0,0.0273,60.0,63.8156,37.3563,31.5789,0.6853,0.6345,3.1289,0.2766,7.153,10.2144
3,0.045,0.58,0.6019,0.0,0.0042,60.0,60.5824,32.7586,32.7485,0.6849,0.6345,3.3057,0.2461,5.1116,10.2989
4,0.06,0.5774,0.604,0.0255,0.0,63.5705,60.0,37.931,35.0877,0.6949,0.6388,3.4031,0.1533,1.0607,10.4182
5,0.075,0.5762,0.6048,0.0378,0.0,65.2887,60.0,35.6322,27.4854,0.6993,0.6287,3.6094,0.0197,1.8873,10.6129
6,0.09,0.5778,0.6038,0.0209,0.0,62.9191,60.0,36.2069,26.9006,0.7045,0.6185,3.7462,0.121,4.8963,10.5654
7,0.105,0.5794,0.602,0.0044,0.0026,60.6102,60.3684,26.4368,34.5029,0.6898,0.6233,3.832,0.2231,8.0793,10.5011
8,0.12,0.5795,0.6015,0.0035,0.0083,60.4855,61.1577,36.7816,27.4854,0.697,0.6146,4.0425,0.3685,6.2899,10.4455
9,0.135,0.5774,0.6028,0.025,0.0,63.5009,60.0,33.3333,39.1813,0.6967,0.6284,4.1433,0.2482,1.9272,10.5955
10,0.15,0.5758,0.6039,0.0412,0.0,65.7655,60.0,33.908,37.4269,0.6976,0.6376,4.2909,0.1736,0.246,10.7224
11,0.165,0.5755,0.6031,0.045,0.0,66.3039,60.0,29.8851,32.7485,0.6904,0.6374,4.5212,0.0993,1.4367,10.8841
12,0.18,0.5773,0.6007,0.0262,0.0161,63.6661,62.2596,35.6322,30.4094,0.6953,0.6328,4.6006,0.213,5.4138,10.8144
13,0.195,0.5782,0.5997,0.0164,0.0255,62.2946,63.5711,35.6322,35.6725,0.6997,0.6384,4.7448,0.3196,5.3041,10.7807
