tau_ms,noise,signal,snr
0.0,0.011291408697630376,0.32060000000000005,28.393268597857183
30.0,0.005305831199581178,0.2879024224468128,54.261511838058226
60.0,0.003334482959839887,0.26250038520376173,78.72296495897112
100.0,0.0024672604797439917,0.23912234276582994,96.91815871449528
150.0,0.002017394593700312,0.2170144740939079,107.57165443566457
250.0,0.001629717975585452,0.17434427655580637,106.97818835383207
400.0,0.0013581874043605484,0.12457971147818159,91.7249792467596
700.0,0.0010524040069509375,0.08036284752426104,76.36121393825852
