cycle,t_sec,eye_left_int,eye_right_int,dark_left,dark_right,lc_rate_left_hz,lc_rate_right_hz,dnp09_left_hz,dnp09_right_hz,cmd_left,cmd_right,thorax_x_mm,thorax_y_mm,heading_deg,dist_to_pillar_mm
0,0.0,0.605,0.5994,0.0,0.0591,60.0,68.2751,35.6322,43.8596,0.7014,0.858,3.1234,0.5739,9.4726,704.4947
1,0.015,0.6036,0.6019,0.0,0.0343,60.0,64.7996,32.7586,26.9006,0.6961,0.8264,3.2782,0.4627,5.2459,704.4644
2,0.03,0.6017,0.604,0.0155,0.0128,62.1684,61.7872,35.6322,38.5965,0.6966,0.8196,3.4196,0.3645,2.2368,704.4343
3,0.045,0.6014,0.6037,0.0184,0.0165,62.5714,62.3062,36.2069,26.3158,0.6981,0.7906,3.6943,0.2598,4.2192,704.315
4,0.06,0.6034,0.602,0.0,0.0334,60.0,64.6725,34.4828,32.7485,0.6963,0.7763,3.7712,0.4177,9.3815,704.1487
5,0.075,0.6045,0.6016,0.0,0.0373,60.0,65.2289,37.931,29.8246,0.7011,0.758,3.9338,0.5414,10.3202,703.9464
6,0.09,0.6038,0.6025,0.0,0.0279,60.0,63.9043,29.3103,31.5789,0.6893,0.7446,4.1694,0.6299,8.6518,703.7176
7,0.105,0.6012,0.6049,0.0207,0.0044,62.9004,60.6111,31.0345,29.2398,0.6818,0.7282,4.2706,0.526,4.7609,703.7201
8,0.12,0.6004,0.6056,0.0283,0.0,63.9599,60.0,38.5057,40.9357,0.6891,0.7351,4.458,0.416,5.0486,703.6662
9,0.135,0.602,0.605,0.0125,0.0027,61.7486,60.3835,35.0575,24.5614,0.6892,0.7109,4.6423,0.4788,7.5772,703.4917
10,0.15,0.6037,0.6026,0.0,0.0275,60.0,63.8473,28.7356,36.2573,0.6774,0.7107,4.7195,0.5911,11.3408,703.3577
11,0.165,0.604,0.6018,0.0,0.0351,60.0,64.912,33.908,36.8421,0.6765,0.7117,4.8978,0.7705,10.7078,703.1048
12,0.18,0.6028,0.6035,0.0047,0.0184,60.6557,62.573,34.4828,33.9181,0.6767,0.7071,5.054,0.6982,7.3026,703.0461
13,0.195,0.6009,0.605,0.0237,0.0036,63.3172,60.5053,29.8851,32.7485,0.6683,0.7008,5.1653,0.6113,3.9187,703.0295
14,0.21,0.6004,0.6048,0.0282,0.0052,63.9486,60.7257,37.931,34.5029,0.6757,0.6983,5.4105,0.5063,5.4223,702.9315
15,0.225,0.6022,0.603,0.0104,0.0234,61.4503,63.2769,28.7356,37.4269,0.6653,0.7015,5.4918,0.6472,9.9331,702.7742
16,0.24,0.6034,0.6019,0.0,0.034,60.0,64.765,35.6322,32.7485,0.6687,0.6957,5.6197,0.7538,11.5647,702.6084
17,0.255,0.6029,0.602,0.0037,0.0327,60.5237,64.5818,34.4828,40.9357,0.6697,0.7057,5.8362,0.8753,9.9837,702.3698
18,0.27,0.6009,0.6041,0.0236,0.0121,63.2995,61.6973,35.0575,38.0117,0.6716,0.7093,5.9378,0.7742,5.9467,702.3702
19,0.285,0.6002,0.6053,0.0307,0.0005,64.2973,60.0711,35.0575,34.5029,0.6734,0.7061,6.1062,0.6932,5.7272,702.3093
20,0.3,0.6016,0.6052,0.0168,0.0017,62.3528,60.2329,39.6552,30.9942,0.6836,0.6966,6.3078,0.7149,7.7236,702.1521
21,0.315,0.6036,0.603,0.0,0.0232,60.0,63.2417,44.2529,29.8246,0.7014,0.6858,6.3828,0.8245,11.3019,702.0215
22,0.33,0.6044,0.6026,0.0,0.0275,60.0,63.846,39.0805,33.3333,0.7079,0.6826,6.5352,0.9845,10.8225,701.8005
23,0.345,0.6036,0.6044,0.0,0.0093,60.0,61.308,29.3103,37.4269,0.6954,0.6873,6.7083,0.9425,7.9196,701.7087
24,0.36,0.6016,0.606,0.0166,0.0,62.3226,60.0,36.7816,34.5029,0.6982,0.6861,6.8108,0.8566,4.2663,701.6978
25,0.375,0.6009,0.6062,0.0234,0.0,63.2737,60.0,40.2299,38.0117,0.7071,0.6916,7.0425,0.7415,5.3698,701.6168
26,0.39,0.6025,0.6045,0.0072,0.008,61.0118,61.121,29.8851,30.9942,0.6958,0.6835,7.1465,0.8707,9.3589,701.4518
27,0.405,0.6038,0.6027,0.0,0.0258,60.0,63.6165,25.2874,34.5029,0.6769,0.6827,7.2509,0.9769,11.808,701.3029
28,0.42,0.6031,0.6023,0.001,0.0298,60.1358,64.1726,33.908,33.3333,0.676,0.6797,7.4662,1.1225,10.0511,701.048
